Gene	Category	DAN	pDNA
EXOC3	Other	0.646678519579688	1.16170699680367
EXOC3-AS1	Other	-0.446462019654494	-0.544159625665207
EXOC3L1	Other	-0.228248148126622	-0.123363379928374
EXOC3L2	Other	0.0113791685866963	-0.137870073437351
EXOC3L4	Other	0.131679745007487	0.0659546394449996
EXOC4	Other	-0.446709145191506	0.322974625440187
EXOC5	Other	0.397433181781937	0.932405700010784
EXOC6	Other	-0.114119118333895	-0.330306923722939
EXOC6B	Other	0.477900301293007	0.518441464197285
EXOC7	Other	-0.647111150636536	-0.127907275973195
EXOC8	Other	-0.297922091287461	0.0411230850681389
EXOG	Other	0.887991388369407	0.712030969452295
EXOSC1	Other	-0.390638967535218	0.0175173390632766
EXOSC10	Essential	-0.858907596718098	0.0268101290716591
EXOSC2	Other	-1.02636535520206	-0.0146350928182815
EXOSC3	Other	-0.414390565125822	0.17353271118056
EXOSC4	Other	-1.46572018785385	-0.449766116349937
EXOSC5	Other	0.342429949777481	1.00145700881754
EXOSC6	Other	-1.69288956765152	-0.781780795922543
EXOSC7	Other	-0.162871431538	0.479302236401842
EXOSC8	Other	-0.787546224120096	0.297387841413476
EXOSC9	Other	-0.0856596608474317	0.462363371222795
EXPH5	Other	1.02302470955183	0.846695895648189
EXT1	Other	-0.3889233228175	0.0870826637599182
EXT2	Other	0.0366983069928798	0.352716409075367
EXTL1	Other	0.0894167116567275	0.268060496019245
EXTL2	Other	0.0423438120184401	0.16639125890876
EXTL3	Other	0.584458553380714	0.835213434937867
EYA1	Other	0.172744541011974	0.0641468164649692
EYA2	Other	0.319118407635753	0.0909584918028646
EYA3	Other	0.0798132015511669	0.0122526913781203
EYA4	Other	0.880579079551283	0.634600343261911
EYS	Other	0.862701859439876	0.747850212376753
EZH1	Other	0.17514736563158	0.418738791534536
EZH2	Other	0.883592767496672	0.534229224388491
EZR	Other	0.749841448623093	0.746139068037389
F10	Other	0.173782813846204	-0.158639681257684
F11	Other	0.794712613630148	0.723027993472571
F11R	Other	-0.00215779046414205	-0.0425376690442088
F12	Other	0.04211720506388	-0.0730208219859148
F13A1	Other	0.776590737709543	0.614005349593599
F13B	Nonessential	0.33840976731862	0.130569987780094
F2	Other	-0.187557361549875	-0.263912199288903
F2R	Other	-0.349092157662812	-0.524535813445798
F2RL1	Other	0.300223100359078	0.297294313361068
F2RL2	Other	0.152965179405645	0.022602310269801
F2RL3	Other	-0.048494933586621	-0.172104038243095
F3	Other	0.31221752874634	0.361289839364394
F5	Other	0.393722593166939	0.380789079744847
F7	Other	-0.0552397311429867	-0.206000021469189
F8	Other	1.06182423021308	0.912196232354003
F8A1	Other	1.50719039425984	1.79949125902679
F8A2	Other	1.50719039425984	1.79949125902679
F8A3	Other	1.50719039425984	1.79949125902679
F9	Nonessential	0.865441108128933	0.538906841576384
FA2H	Other	-0.388233166519506	-0.411628569336463
FAAH	Other	-0.157833184969304	-0.391575116526471
FAAH2	Other	0.398770161762319	0.193702197131182
FABP1	Other	0.479041049934371	0.498538695395158
FABP12	Other	-0.139495157237528	-0.166175351248874
FABP2	Nonessential	0.856999235855192	0.643491693365735
FABP3	Other	1.59896549942084	1.46781453534106
FABP4	Other	-0.188527809000619	-0.234891910803615
FABP5	Other	-0.231671611894787	0.1235682469664
FABP6	Other	0.997516451075853	0.730592702705417
FABP7	Other	0.587068230432597	0.703409757634223
FADD	Other	-0.375504420995472	-0.15827912475252
FADS1	Other	0.575449120196077	0.403630937615719
FADS2	Other	-0.130320672835816	-0.125502084248498
FADS3	Other	-0.509348968553611	-0.567974186456751
FADS6	Other	-0.542520395344939	-0.618481968358526
FAF1	Other	0.620691539764703	0.679765598661552
FAF2	Other	-0.403003958805233	-0.0911378217304252
FAH	Other	-0.29366101484017	-0.324810757115136
FAHD1	Other	-0.862497015423262	-1.02305250797475
FAHD2A	Other	-0.140937274812321	0.220615698763227
FAHD2B	Other	0.0433081208611954	0.133235076267865
FAIM	Other	0.931388739852618	1.12564449045681
FAIM2	Other	0.222222949909681	0.116727166142606
FAIM3	Other	-0.162468174419763	-0.164549979436588
FAM101A	Other	-0.115474733155716	-0.332413226825729
FAM102A	Other	-0.187752006092471	-0.279095346457699
FAM102B	Other	-0.115618512985586	-0.127603721138517
FAM103A1	Other	-0.461463349041166	-0.235923983540492
FAM104A	Other	-0.441654997018818	-0.550461161380608
FAM104B	Other	-0.0283982366930081	-0.00895785431231245
FAM105A	Other	1.10063633906243	0.925942993517178
FAM107A	Other	0.0407096928424967	-0.115603176874736
FAM107B	Other	1.32638712495138	0.919907117422081
FAM109A	Other	1.11692309232785	0.765743959157307
FAM109B	Other	-0.0270306543668714	-0.320270215338278
FAM110A	Other	-0.153523261023465	-0.323910360102415
FAM110B	Other	0.0654090955196007	-0.0832946285390568
FAM110C	Other	-0.335346690649108	-0.560493525015858
FAM110D	Other	-0.198110635685905	-0.392857232331765
FAM111A	Other	0.59785802639577	0.467057359317687
FAM111B	Other	0.513196157350333	0.431398985003589
FAM114A1	Other	0.139846497153266	-0.0691255834067067
FAM114A2	Other	0.366179395548328	0.193600508506584
FAM117A	Other	-0.644140340570488	-0.610236831768677
FAM117B	Other	0.210922820243047	0.146144218359467
FAM118A	Other	0.0298473138287776	-0.11459040994006
FAM118B	Other	0.751760263571074	0.630196609552307
FAM120A	Other	-0.160836592333393	-0.179258579512461
FAM120AOS	Other	-0.193695171560766	-0.0981279352056973
FAM120B	Other	0.189310238956724	0.128599118486564
FAM120C	Other	0.29665513672039	0.109639024805854
FAM122A	Other	-0.879914259137679	-0.537049993681915
FAM122B	Other	0.823246373367087	0.537199512414755
FAM122C	Other	0.12521693648946	-0.228228365411274
FAM124A	Other	-0.399067274743854	-0.648171695673628
FAM124B	Other	0.362525721651822	0.132700896752798
FAM126A	Other	0.749852808531415	0.685019818862614
FAM126B	Other	0.766330822921798	0.651811546287461
FAM127A	Other	0.0336001921834488	-0.371838460144455
FAM127B	Other	-0.248261723486384	-0.679401038249536
FAM127C	Other	-0.172647171682724	-0.523235238076014
FAM129A	Other	0.271389265841119	0.308540909697553
FAM129B	Other	0.211570515046491	0.291170403625952
FAM129C	Other	-0.245083065170534	-0.208684096209069
FAM131A	Other	0.794699377761127	0.612275713988901
FAM131B	Other	1.03499291341702	0.889089518807877
FAM131C	Other	0.0935220244153371	0.033422572815273
FAM132A	Other	0.602682448277736	0.413259839957201
FAM133A	Other	0.0790898276744134	0.192788593306913
FAM133B	Other	0.0207319093284852	0.554184344819485
FAM134A	Other	1.50397879784812	1.26528930716052
FAM134B	Other	0.51075205830477	0.519337359233478
FAM134C	Other	-0.106603718614583	-0.0748073629515383
FAM135A	Other	0.192478446241635	0.0996569232834063
FAM135B	Other	0.419051946632107	0.404019318110481
FAM136A	Other	0.295575882673108	0.79966872725945
FAM13A	Other	1.11003608002327	0.911245601965422
FAM13B	Other	0.657080365211651	0.643763004667048
FAM13C	Other	0.0974309349524253	-0.0141382515256789
FAM149A	Other	1.05778399539049	0.912446618793207
FAM149B1	Other	-0.376090928213467	-0.245622753185568
FAM150A	Other	0.220234508727502	0.0567937927558616
FAM150B	Other	0.421864747667981	0.126272609847942
FAM151A	Other	0.0785450541321672	0.113119458547831
FAM151B	Other	0.887799187482404	0.732788285407141
FAM153A	Other	-0.125552444983256	-0.0498289161366116
FAM153B	Other	-0.112228967752326	0.0563854592574191
FAM154A	Other	0.0862847392584562	0.119651549394214
FAM154B	Other	0.813414284588991	0.740783300635097
FAM155A	Other	0.325477878583618	0.218833431482441
FAM155B	Other	-0.444859782516675	-0.595146885154118
FAM156A	Other	1.47912149976038	1.48233069959138
FAM156B	Other	1.47912149976038	1.48233069959138
FAM159A	Other	-0.691121340588784	-0.881480732883387
FAM159B	Other	-0.346731056950453	-0.251802531393915
FAM160A1	Other	0.413138685074316	0.344683490352716
FAM160A2	Other	0.257912281298714	0.0313601791928703
FAM160B1	Other	0.617446097753503	0.558564671506459
FAM160B2	Other	-0.603056271885059	-0.735346075811198
FAM161A	Other	0.467755883928708	0.448731631442257
FAM161B	Other	0.264660455613311	0.38578194197637
FAM162A	Other	-0.397969077659111	-0.360953664578133
FAM162B	Other	-0.831049957043774	-0.929639225024632
FAM163A	Other	0.560620898718634	0.35875400226581
FAM163B	Other	0.106768164158955	-0.309236434745356
FAM166A	Other	0.205667298505345	0.238657981660283
FAM166B	Other	0.28049992077196	0.354864003960226
FAM167A	Other	0.0108933385469744	0.161840302133254
FAM167B	Other	-0.395169530021948	-0.471798377393679
FAM168A	Other	0.693339642160941	0.587917168073781
FAM168B	Other	1.11606065438315	1.00463033681176
FAM169A	Other	1.04967514367928	1.13696245516554
FAM169B	Other	0.269597862767167	-0.105276535628762
FAM170A	Other	0.668227812203587	0.564973965873046
FAM170B	Other	0.837188850741551	0.61014449051503
FAM171A1	Other	0.64550295806163	0.362375436944698
FAM171A2	Other	-0.355418149409387	-0.415947759700611
FAM171B	Other	0.480972123432794	0.484168114851779
FAM172A	Other	0.258777241081392	0.165561131446169
FAM173A	Other	-0.276472844390457	-0.447855804347839
FAM173B	Other	0.482337016009871	0.29220646901255
FAM174A	Other	0.0762236365736763	0.00728648520603971
FAM174B	Other	0.209776452012033	0.121420454707354
FAM175A	Other	-0.568778507513431	-0.308435710884684
FAM175B	Other	0.0682049098250387	-0.203688517974105
FAM177A1	Other	-0.276826562250087	-0.108725836600272
FAM177B	Other	0.765575109880563	0.642711393192932
FAM178A	Other	-0.585916804657516	-0.578822401325179
FAM178B	Other	1.07434246371272	1.01718067478451
FAM179A	Other	0.738783513731364	0.686595540288032
FAM179B	Other	1.0298288756495	0.807650056499547
FAM180A	Other	0.00474707968244613	-0.0482790350616268
FAM181A	Other	-0.422914521602825	-0.471976079875748
FAM181B	Other	-0.0546144394676181	-0.373418667665293
FAM183A	Other	0.324546778911903	0.375557677002184
FAM184A	Other	-0.587847611625249	-0.422924611289697
FAM184B	Other	0.636082295009228	0.351233292582649
FAM185A	Other	-0.995425301783468	-1.0977614702465
FAM186A	Other	0.623979997392083	0.676909073549251
FAM186B	Other	-0.533736569088658	-0.660755530681428
FAM187B	Other	0.670604657012752	0.565058714592744
FAM188A	Other	0.644271863901956	0.582841659027489
FAM188B	Other	0.81930688171859	0.545710652437836
FAM189A1	Other	-0.163691171073292	-0.272317987708033
FAM189A2	Other	0.77209611788675	0.575440513702474
FAM189B	Other	-0.0347998753737821	0.00214673717222795
FAM192A	Other	0.230088986385933	0.166983002344029
FAM193A	Other	-0.155954366139889	-0.501981994947301
FAM193B	Other	0.0759198733438518	0.0629470413748113
FAM195A	Other	-0.540192083463282	-0.521209570577346
FAM195B	Other	0.352639228486138	0.235635878499406
FAM196A	Other	0.716592904562644	0.400632938374589
FAM196B	Other	0.273584484148085	0.0954487324524407
FAM198A	Other	0.60348043001674	0.563139074464647
FAM198B	Other	0.377936147544861	0.310481287123003
FAM199X	Other	-0.199248825317687	-0.409774833953327
FAM19A1	Other	0.470856517498994	0.141159359009282
FAM19A2	Other	0.0507954360408262	0.0535934242704394
FAM19A3	Other	-0.36256692652625	-0.3066210516722
FAM19A4	Other	0.0105063565264612	-0.175876261586882
FAM19A5	Other	0.0384699276965509	-0.133312623795285
FAM200A	Other	0.999841856259134	0.986766985675372
FAM200B	Other	-0.0180365931295608	0.192905537774963
FAM204A	Other	0.148271060445864	0.131955687451004
FAM205A	Other	0.637184692248243	0.608097898175308
FAM206A	Other	0.225937249148076	0.148505287248214
FAM207A	Other	0.777991615269764	0.899495498964594
FAM208A	Other	0.428614328731581	0.334104763810063
FAM208B	Other	0.163858132903607	0.10128133334039
FAM209A	Other	1.52617284937176	1.40634944620744
FAM209B	Other	1.15719871212596	1.11803900150213
FAM20A	Other	-0.783729564370934	-0.530197577592074
FAM20B	Other	0.37793842246667	0.656600613814301
FAM20C	Other	0.197205753564687	-0.00809512234731868
FAM210A	Other	-0.513299962184519	-0.194190779849001
FAM210B	Other	-0.0476723863132733	-0.0603180102513075
FAM212A	Other	0.308975730054197	0.316986499597572
FAM212B	Other	0.472389264686625	0.436201556818401
FAM213A	Other	-0.0921076432454168	-0.182733857355659
FAM213B	Other	-0.0854452606643421	-0.134621848787412
FAM214A	Other	0.218575112637641	0.0170879314519788
FAM214B	Other	-0.400611941278884	-0.179354968778267
FAM216A	Other	0.252897675280542	0.0585330148352126
FAM216B	Other	0.564444521023902	0.156110935171126
FAM217A	Other	0.262108244234797	0.122035333006606
FAM217B	Other	-0.032866676487392	-0.107453047149857
FAM218A	Other	-0.460309022557197	-0.39114010565604
FAM219A	Other	-0.455489599461589	-0.306346592366428
FAM219B	Other	0.759260192393583	0.60681972781981
FAM21A	Other	-0.274276057401368	-0.22956312612369
FAM21C	Other	-0.446964483871446	-0.272486319410844
FAM220A	Other	-0.172858099528242	-0.189429356881661
FAM221A	Other	0.167509451590042	-0.0488230900558886
FAM221B	Other	0.627124940493169	0.591343123227621
FAM222A	Other	-0.404522468398077	-0.452490112583483
FAM222B	Other	0.101347294100401	0.137671062363371
FAM227B	Other	0.852179397366702	0.873860233190694
FAM228A	Other	-0.261228730871904	-0.0543088992889611
FAM229A	Other	-0.87850680901723	-0.941750475275629
FAM229B	Other	0.455515998301017	0.269345045796202
FAM231A	Other	-0.692475886627702	0.172900544226607
FAM24A	Other	-0.182455037158356	-0.292956554942326
FAM24B	Other	0.168940722297903	0.170032977342695
FAM25BP	Other	1.52900314944041	2.48964233025829
FAM26D	Other	0.214128956645485	0.0456580969970665
FAM26E	Other	0.88392028188774	0.694735856808359
FAM26F	Other	1.24186153692851	1.10449234546375
FAM32A	Other	-0.272590186473087	0.203842451959031
FAM35A	Other	0.028761183645557	0.155535470510363
FAM3A	Other	-0.596731808444154	-0.873805305551189
FAM3B	Other	0.177842746789508	0.0457305496519234
FAM3C	Other	0.568948574886438	0.569527537828902
FAM3D	Other	-0.188130821429417	-0.191499838269618
FAM43A	Other	0.418530614230436	-0.0201392068701693
FAM43B	Other	-0.400315922048427	-0.629227209381368
FAM45A	Other	0.0379683168485214	0.0520867500418595
FAM46A	Other	0.227164999661727	0.14244588245255
FAM46B	Other	-0.546797081020674	-0.645544658970036
FAM46C	Other	0.425846200244615	0.304349373704275
FAM46D	Other	-0.395155170004778	-0.511848602159409
FAM47A	Nonessential	0.150276180928427	-0.0642675944668077
FAM47B	Nonessential	0.00112055182993803	-0.281699339598131
FAM47C	Nonessential	1.04658857339172	0.9083163828755
FAM47E	Other	0.782341990800926	0.749510216084445
FAM47E-STBD1	Other	-0.0178530900112229	-0.291731881305899
FAM49A	Other	-0.230559023370738	-0.359295719947502
FAM49B	Other	-0.160042474877499	0.0827405284046076
FAM50A	Other	-0.325436530271154	-0.348409023741465
FAM50B	Other	-0.397320262851554	-0.590832849029572
FAM53A	Other	-0.530979373869996	-0.708849961994956
FAM53B	Other	-0.450996821447085	-0.613221704116276
FAM53C	Other	0.0946303712571906	0.198739608380733
FAM57A	Other	0.380305478747735	0.221852703575945
FAM57B	Other	-0.950033415169184	-0.830518220816629
FAM60A	Other	-0.0711188714029897	0.46411889659324
FAM63A	Other	0.34023789123191	0.433871064031275
FAM63B	Other	-0.857014766260177	-0.630224449181401
FAM64A	Other	-0.0736340624867966	-0.13917221390087
FAM65A	Other	-0.0749142106692948	-0.120103347460567
FAM65B	Other	0.665351059992509	0.594323004253395
FAM65C	Other	0.0791288910633896	0.0234236344819554
FAM69A	Other	0.704099334672182	0.844798016423591
FAM69B	Other	-0.392680661501383	-0.492001415970452
FAM69C	Other	0.660769372496552	0.427733863793179
FAM71A	Nonessential	0.00207681887314597	-0.163968889540262
FAM71B	Nonessential	0.902965203513205	0.792648519721252
FAM71C	Nonessential	0.850126069227938	0.705699694809385
FAM71D	Other	0.335155624990166	0.171330110858981
FAM71E1	Other	-0.0874507961915438	0.0415670689397397
FAM71F1	Other	0.496238834697215	0.357793225011255
FAM71F2	Other	-0.310316786466585	-0.191245821569558
FAM72A	Other	1.97585793250973	2.5333727335934
FAM72B	Other	1.97585793250973	2.5333727335934
FAM72D	Other	1.97585793250973	2.5333727335934
FAM73A	Other	-0.350865592660371	-0.299706373402191
FAM73B	Other	-0.05262329702872	-0.0846594391784709
FAM76A	Other	1.42552225661389	1.33703860318593
FAM76B	Other	0.584773874177487	0.511122056823537
FAM78A	Other	0.416568065135719	0.339534532377304
FAM78B	Other	-0.2172134136092	-0.452243133426919
FAM81A	Other	0.160202092873907	0.0122533827965359
FAM81B	Other	0.949882257280585	0.884837068438686
FAM83A	Other	0.649563447576174	0.570062994067078
FAM83B	Other	0.801457816386456	0.617448928170832
FAM83C	Other	0.29814588548556	0.349754964456235
FAM83D	Other	0.68439025036737	0.55430884535183
FAM83E	Other	-0.0751247142748631	0.0433664043158133
FAM83F	Other	-0.0562431864934555	-0.308176886040127
FAM83G	Other	-0.542651143083725	-0.667055158834657
FAM83H	Other	-0.386528366021167	-0.234570567356172
FAM84A	Other	-0.153119782932644	-0.360936046298361
FAM84B	Other	0.188192839328001	0.279714765003577
FAM86B1	Other	-0.9615678648419	0.357561952746682
FAM86B2	Other	-0.46929650933647	0.0919814367332372
FAM86C1	Other	-1.07426215076135	-0.48803525548808
FAM89A	Other	-0.151766619093411	-0.409124831233213
FAM89B	Other	-0.103204836182808	-0.0715828406335262
FAM8A1	Other	0.63539861296701	0.371403796338361
FAM90A1	Other	-1.00486446297565	-0.730399261714584
FAM91A1	Other	0.291132574291104	0.575059033021866
FAM92A1	Other	0.0332833067141499	0.121587631679939
FAM92B	Other	0.237754213825765	0.0747181196482162
FAM96A	Other	-1.13066207251407	-1.05079936238538
FAM96B	Other	-0.629215933496207	0.308767561213212
FAM98A	Other	0.721223436251003	0.711320233719371
FAM98B	Other	-0.675517987979937	0.127336375773831
FAM98C	Other	-0.673474841377313	-0.51968129637465
FAM9A	Other	0.401179773127763	0.457304846987932
FAM9B	Other	0.984542279385765	0.714356918793453
FAM9C	Other	1.08454837514133	0.930859252310985
FAN1	Other	0.356094494410815	0.299327822724595
FANCA	Other	-0.442206354623339	-0.394176603719809
FANCB	Other	0.641181259772602	0.447005297145484
FANCC	Other	-0.0571251647950733	0.109063424005942
FANCD2	Other	-0.186613982036864	-0.20786569955315
FANCD2OS	Other	0.43915492700407	0.37217700661387
FANCE	Other	-0.353071195071501	-0.482420271079976
FANCF	Other	-0.158293227616789	-0.0414330477860082
FANCG	Other	0.476337643608126	0.452069745813457
FANCL	Other	0.873208299691567	0.887238877113121
FANCM	Other	-0.041080002152908	0.205566587680462
FANK1	Other	0.299003817180576	0.105217581767909
FAP	Other	0.331901434378024	0.198072659344526
FAR1	Other	-0.355626456811	-0.37460326252913
FAR2	Other	0.219402970904043	0.336243918575378
FARP1	Other	0.796544583178714	0.645766769868747
FARP2	Other	0.803166017258763	0.537391232948513
FARS2	Other	0.00174005771816847	0.208851630659958
FARSA	Other	-0.924598199505897	-0.31294589800232
FARSB	Other	-1.12937434915833	0.0607845621071214
FAS	Other	0.359312687139252	0.46014731807822
FASLG	Other	0.771530175806831	0.658108633041076
FASN	Other	1.16693425468818	0.84903774960989
FASTK	Other	0.694661144130525	0.467324501251846
FASTKD1	Other	0.465723058354354	0.490822827555303
FASTKD2	Other	0.883007172592053	0.681615930823636
FASTKD3	Other	0.351133892091946	0.165079633730033
FASTKD5	Other	0.497761570716524	1.01315236238634
FAT1	Other	0.16708038447679	0.106632906761266
FAT2	Other	0.520330512473323	0.351915200912006
FAT4	Other	0.105535931549542	0.0152221270208881
FATE1	Other	0.798997762176779	0.513011886574846
FAU	Other	-1.51216090259618	-0.401783162641508
FAXC	Other	0.327491199711839	0.145194159163629
FAXDC2	Other	-0.557370931509503	-0.58013395488105
FBL	Other	-0.72559121187743	0.279654654509067
FBLIM1	Other	-0.283396857878695	-0.0918021395623247
FBLN1	Other	0.43457865263946	0.274234858817489
FBLN2	Other	0.353598533215454	0.115012862585363
FBLN5	Other	0.583685036879844	0.448866573634441
FBLN7	Other	0.306592328976441	0.334584367519366
FBN1	Other	0.103864516049468	0.134722963219441
FBN2	Other	0.663985676743589	0.386238916837604
FBN3	Other	-0.012926942184272	0.315237612956468
FBP1	Other	0.110421158029393	0.0110038145404215
FBP2	Other	-0.0538851170005659	-0.0151367585924651
FBRSL1	Other	0.468873905539818	0.250880458136213
FBXL12	Other	0.12904009819444	0.346942172469298
FBXL13	Other	-0.0273518520214963	-0.0500196501946005
FBXL14	Other	-0.802176825842072	-0.844905718589583
FBXL15	Other	0.00743211532464405	-0.018888474504659
FBXL16	Other	-0.0566329757352654	-0.251682180417402
FBXL17	Other	-0.323188406957758	-0.631087100668457
FBXL18	Other	0.4574847873886	0.653443494364568
FBXL19	Other	-0.546768905202094	-0.49203845301961
FBXL2	Other	0.185671559320617	0.26213140084076
FBXL20	Other	0.753781397907781	0.837433052019456
FBXL22	Other	1.04694041644596	0.846788577776147
FBXL3	Other	0.477035404504857	0.410318548243586
FBXL4	Other	1.23975547736853	0.896046464790183
FBXL5	Other	0.263333252685357	0.204633571466605
FBXL6	Other	-0.163388020393171	-0.40152047968156
FBXL7	Other	0.033850362238814	-0.167626937009526
FBXL8	Other	-0.360813063277859	-0.685509668372846
FBXO10	Other	0.905182739189311	0.689524128392836
FBXO11	Other	0.168983183857621	0.932787054991449
FBXO15	Other	-0.0300115099553363	-0.153569470343041
FBXO16	Other	-1.32979487657064	-1.4924272609426
FBXO17	Other	-0.514365668474458	-0.878362535241061
FBXO18	Other	-0.228327456815268	-0.340363232888454
FBXO2	Other	-0.105750940536288	-0.277840991914791
FBXO21	Other	0.622533017314021	0.612235160050368
FBXO22	Other	0.0312906366109043	-0.208445343669969
FBXO24	Other	0.265446517025804	0.217877358892218
FBXO25	Other	0.943605011324857	0.871405701562337
FBXO27	Other	-0.345505152425212	-0.48906873000131
FBXO28	Other	-0.401891718849947	0.0246625981413983
FBXO3	Other	0.38567803653058	0.549969489616079
FBXO30	Other	0.669006475366729	0.445731855998965
FBXO31	Other	0.0475688096694945	-0.229198186326641
FBXO32	Other	0.492639099691914	0.229718606838454
FBXO33	Other	-0.716654107175381	-0.493751161613929
FBXO34	Other	1.05220193718635	0.996322235709083
FBXO36	Other	0.542385273098269	0.439612476439017
FBXO38	Other	0.527155492091274	0.458366178709353
FBXO39	Other	0.498380440298854	0.472057714091229
FBXO4	Other	0.965031408250133	0.746420859684938
FBXO40	Other	0.0978402362252401	0.0549300468251739
FBXO41	Other	-0.343424954300654	-0.415746942041533
FBXO42	Other	0.227822966252653	-0.00772048031873848
FBXO43	Other	-0.297872011045341	-0.258122626453019
FBXO44	Other	0.554245027338607	0.332105933530064
FBXO46	Other	-0.00598569757519939	-0.0837495236425339
FBXO47	Other	-0.806789688553868	-0.379789778000542
FBXO48	Other	0.625316181228983	0.659272651367605
FBXO5	Other	-0.612070421424772	0.18339059548455
FBXO6	Other	1.1155135977531	0.981552839311137
FBXO7	Other	0.253129260450508	0.288991714623095
FBXO8	Other	-0.293135297918375	-0.458039392354174
FBXO9	Other	0.484201696794488	0.474456701006555
FBXW10	Other	0.78148539315184	0.653620520174931
FBXW11	Other	0.679100964927478	0.608606300023479
FBXW12	Other	0.175784115252443	0.274681265632298
FBXW2	Other	-0.165465942301137	-0.217920303393531
FBXW4	Other	-0.769109453825085	-0.904720980290843
FBXW5	Other	1.1136019250127	0.7990982460202
FBXW7	Other	-0.281681760038619	0.154882972328522
FBXW8	Other	0.281191726107524	0.239917555667036
FBXW9	Other	-0.605098133696192	-0.615694406365699
FCAMR	Other	-0.0442918785354094	-0.25828058592441
FCAR	Other	0.717092851227305	0.474863542109023
FCER1A	Other	0.42804907706647	0.231966010445303
FCER1G	Other	0.496250253743136	0.364043710518675
FCER2	Other	0.599346190139609	0.527671640855101
FCF1	Other	-0.828002903528075	0.312600652800671
FCGBP	Other	-0.225557935226701	-0.294337183609396
FCGR1A	Other	-0.731182812097416	-0.25964354736487
FCGR1B	Other	-0.51647071373639	-0.154968222984824
FCGR2A	Other	0.252862797288555	0.109561033807521
FCGR2B	Other	0.817930938442307	0.766300607777601
FCGR3A	Other	1.19141385280232	1.0733735776234
FCGR3B	Other	0.995549793614495	0.716615395956289
FCGRT	Other	0.673213895140242	0.426782786607148
FCHO1	Other	-0.142226152340875	0.0697226282881709
FCHO2	Other	0.405368702465618	0.731679857559492
FCHSD1	Other	0.478797922591862	0.39803682304012
FCHSD2	Other	0.531189753066052	0.500364467183245
FCN1	Other	0.103291482672505	-0.0286002140875275
FCN2	Other	-0.250723117097676	-0.264839621279792
FCN3	Other	0.087553545062703	0.0656937966725885
FCRL1	Other	0.499331197621041	0.398139466734885
FCRL2	Other	-0.128246090298669	-0.34701401740075
FCRL3	Other	1.16360126458913	1.14327212995428
FCRL4	Nonessential	0.666657262459516	0.667065097757535
FCRL5	Other	0.853176697547649	0.554837401526884
FCRL6	Other	-0.109045814866052	-0.185336151409929
FCRLA	Other	0.555787826456903	0.266407826053664
FCRLB	Other	0.182855826514556	0.0462529660715567
FDCSP	Other	0.509758625367138	0.348378218707766
FDFT1	Other	0.0183590647013624	0.407914175953127
FDPS	Other	0.479639314043871	1.12769998152249
FDX1	Other	-0.639612259938684	-0.3277934432556
FDX1L	Other	-0.457297593338048	-0.187042498021285
FDXACB1	Other	0.557153800072929	0.446586018201945
FDXR	Other	-1.29357631030885	-0.335828552397457
FECH	Other	-0.0906316026022158	0.243612013043575
FEM1A	Other	-0.277247660220976	-0.013813307242918
FEM1B	Other	0.314117769501874	0.306242749898149
FEM1C	Other	-0.612791529394751	-0.63693322014806
FEN1	Other	0.222972718172644	1.24910117902823
FER	Other	0.331508920855222	0.299005222082291
FER1L6	Other	-0.17945039292885	-0.400984317814676
FERD3L	Other	0.512176088999345	0.327324119838581
FERMT1	Other	-0.321371142420115	-0.179946170471802
FERMT2	Other	0.0620076324468058	0.154322595620685
FERMT3	Other	0.302868209165569	0.475483542060899
FES	Other	-0.0528988995098461	-0.20405887446974
FETUB	Other	0.691882252435482	0.731022902261608
FEV	Other	-0.846774606342792	-0.948426653677594
FEZ1	Other	-0.036465769770284	-0.222503231838477
FEZ2	Other	-0.446266606960995	-0.859218474046174
FEZF1	Nonessential	-0.447786560847979	-0.458740853089714
FEZF2	Nonessential	0.0393707444352239	-0.00256231886159519
FFAR1	Nonessential	0.267407665824969	-0.00402028028960197
FFAR2	Other	0.43416932450982	0.348393604631203
FFAR3	Other	0.961075044321644	0.703618845540426
FFAR4	Other	-0.0933898176665358	-0.207317242929518
FGA	Other	1.53256955987869	1.52138245363062
FGB	Other	0.265469248739765	0.0969515812971251
FGD1	Other	0.0294613294025438	-0.173955726254765
FGD2	Other	0.299645205855265	0.325414990750819
FGD4	Other	-0.526827844973765	-0.580365933293214
FGD5	Other	-0.552493866309688	-0.550852452051498
FGD6	Other	-0.0811557181373137	-0.147562743469558
FGF1	Other	0.590682942516054	0.418319681406251
FGF10	Other	-0.271799451438788	0.145749051428901
FGF11	Other	-0.215381897889749	-0.201010832656779
FGF12	Other	0.569505655331908	0.442061703181923
FGF13	Other	1.01486977840513	0.866453391937855
FGF14	Other	-0.0469681806318639	-0.118521534023003
FGF17	Other	0.558995741304593	0.50129480069649
FGF18	Other	0.131817612740737	-0.132821113318536
FGF19	Other	0.360668513765498	0.139236690018173
FGF2	Other	-0.0184006861122447	-0.146494190951849
FGF20	Other	0.106080574631251	-0.0954141106311518
FGF21	Other	0.47275012944487	0.387358378090905
FGF22	Other	0.401717946824082	0.194883054650015
FGF23	Other	0.7850528118441	0.522304064691488
FGF3	Nonessential	-0.33993523161994	-0.581586403178512
FGF4	Nonessential	-0.604302001421155	-0.741452719090996
FGF5	Other	0.540341719701105	0.491177991609277
FGF6	Nonessential	0.0956151759356147	-0.0792134411039913
