Gene	Category	DAN-G-311Cas9 Rep A p6	DAN-G-311Cas9 Rep B p6	DAN-G-311Cas9 Rep C p6	DAN-G-311Cas9 Rep D p6
CTF1	Other	0.0145791516457576	0.193158636142062	0.082633732980979	0.134555579786582
CTGF	Other	0.153133805763919	0.190712253034133	0.147978529722899	0.282181960654131
CTH	Other	0.167818377734688	0.166790535935813	0.156747056185952	0.0525284073964423
CTHRC1	Other	0.133848054765269	-0.0538774473378725	0.182245295127736	0.123790601125519
CTIF	Other	0.0358675268124615	0.291471694169353	0.311063888495934	0.226701313154036
CTLA4	Other	-0.0252049691410483	-0.0961072884801369	-0.0068805341597877	-0.119345506285261
CTNNA1	Other	0.325566539571098	0.270186352703034	0.3561676886387	0.0426639416964204
CTNNA2	Other	-0.00281241398300447	0.0377540956652739	-0.152374203968326	-0.0648841409444396
CTNNA3	Other	-0.0371298206313612	-0.000275002260506696	-0.0206865641332309	-0.0542559172698137
CTNNAL1	Other	-0.0400573547178207	0.121233159852872	0.0418556508334419	0.0514565187312671
CTNNB1	Other	0.0710860856152373	0.0081092462044714	0.0825824727279112	0.0151797535726427
CTNNBIP1	Other	0.0471234133153436	-0.0581023629434803	0.0957806845809168	0.151328722307063
CTNNBL1	Other	-0.702988386995993	-0.682835661953144	-0.897222154710876	-0.782771420585149
CTNND1	Other	-0.234688914898861	-0.257454112342955	-0.0660734712140032	-0.340949150030213
CTNND2	Other	0.243048067153357	0.244234038289996	0.126822729410417	0.209905200060807
CTNS	Other	0.0251510255932706	0.225155498518586	0.131938893204253	0.150805068653993
CTPS1	Other	-0.122220151974151	-0.234084241789476	-0.252761910232814	-0.30374795767933
CTPS2	Other	0.0662785320545392	-0.0720087350258023	0.0606041148541159	0.0187638279979638
CTR9	Other	-0.712779068698597	-0.305975448650509	-0.497909424988976	-0.62707921718847
CTRB1	Nonessential	0.132830756248112	0.114727113992591	0.160275207565743	-0.0142706833937343
CTRB2	Other	-0.031444659472525	-0.00724464005907172	-0.0409105181800778	-0.0350330262750382
CTRC	Other	0.160467228181242	0.169585353815585	0.258924654212294	0.0883491279548194
CTRL	Other	0.0295436073834062	0.211926803943032	0.224786152273151	0.236086106908216
CTSA	Other	0.101738014129968	0.163845837468489	0.105547920782926	0.142639973519799
CTSB	Other	-0.412569713448446	-0.153582706942044	-0.196562286385214	-0.304610329589086
CTSC	Other	-0.137270421301984	-0.102611531310447	0.0259853502796614	-0.198743097114945
CTSD	Other	0.23457738254679	0.309513003420688	0.258953544904149	0.265728822352787
CTSE	Other	0.138407134639693	0.13362943015424	0.0290758305852216	0.00642041701712609
CTSF	Other	0.203344380272466	0.118941462352312	0.156522497284822	0.0395920500909312
CTSG	Other	0.0526983834392548	0.12802520559688	0.133670561791552	0.0737650081753138
CTSH	Other	-0.093164465570537	0.201935127575733	0.0867923837730024	0.0901680889427145
CTSK	Other	0.139599768269286	0.165051300289279	0.102586805529976	0.127583614087084
CTSL	Other	0.118018905553941	-0.101319538473508	0.0477952678175101	0.210287349983445
CTSO	Other	0.0711205589439355	0.013453437333247	-0.0515952171106981	0.0480784510236482
CTSS	Other	0.0200573389771068	0.0364214259015846	-0.00192210316642716	0.110612303564145
CTSV	Other	-0.243868443653133	-0.0713982287974569	-0.0202658632627661	-0.0497580422546038
CTSW	Other	0.035301244780914	0.0830254515779848	-0.0179796070811387	0.141340381243477
CTSZ	Other	0.101985403508802	0.0402498850851719	0.0756084030567946	0.00250035221825873
CTTN	Other	0.0846532178531607	-0.0607718125696242	0.110865801370231	0.0844517745273834
CTTNBP2	Other	-0.1749220802326	-0.19736480726235	-0.219515887683542	-0.306950520982188
CTTNBP2NL	Other	0.0350975165786716	0.00524900354495883	0.00165511655031675	-0.00991975215970053
CTU1	Other	0.00994975825942779	-0.0330746424865606	-0.192269240011166	-0.318133468053324
CTU2	Other	-0.560990602394679	-0.612367723787069	-0.687526580042856	-0.69644403232341
CTXN2	Other	-0.0238539976527572	0.0682722474327291	0.0120425995642246	0.0403764410922562
CUBN	Other	-0.0420171619511632	0.175335217282275	0.127576814238447	0.0985539493010689
CUEDC1	Other	-0.0464804917205028	-0.0235913270681554	0.0278519917269301	0.0496323667103463
CUEDC2	Other	0.336020656790847	0.175759262532219	0.134199068164743	0.0117275273954285
CUL1	Other	-0.573418369771208	-0.42362045907171	-0.60153742792681	-0.551994795859491
CUL2	Other	-0.489423640581089	-0.450885604241773	-0.372552394877351	-0.54637993264853
CUL3	Other	-0.559739805972167	-0.482138506995378	-0.396726984503346	-0.488281935675004
CUL4A	Other	0.0170924740059194	0.0907374634875001	0.0393511020942153	0.162701781565768
CUL4B	Other	-0.0823934057681331	0.0243335603640484	-0.0525977224511004	0.116875248422781
CUL5	Other	0.302441412996491	0.139047537551028	0.284383101929468	0.388503303279863
CUL7	Other	-0.186682895713858	-0.135598185781076	-0.272466194410968	-0.189610357079805
CUL9	Other	-0.00250089864526767	-0.029080194444562	-0.0459604082678527	-0.134556631010322
CUTA	Other	-0.0638372413776704	-0.127204026335843	-0.0675237634131359	-0.0762864555750268
CUTC	Other	-0.0124002104552999	-0.0842645253865526	-0.0121456917315104	-0.244763093460999
CUX1	Other	0.229056748318874	0.170770417443023	0.271071823522658	0.294495711460104
CUX2	Other	0.0862861207830806	-0.0629777824818875	0.110045459232397	0.13594077226883
CUZD1	Other	0.282655125869	0.0894421755139055	0.207623361753377	0.0834986570379753
CWC22	Other	-1.01179307085907	-1.06480505196194	-0.752777968508799	-0.939481243133087
CWC25	Other	-0.632017855213743	-0.540435512168771	-0.406004853162356	-0.609951283294644
CWC27	Other	-0.515531422232562	-0.316133788732078	-0.456505520600547	-0.395733568168465
CWF19L1	Other	-0.367642311791009	-0.282164752108409	-0.281408090332582	-0.117699691258325
CWF19L2	Other	-0.328044117286821	-0.431111467135582	-0.366126473797045	-0.368821959693103
CWH43	Other	-0.0285343038687288	-0.140421470266783	-0.0559413526784229	0.0599352879337644
CX3CL1	Other	0.251584295649487	0.187586633378702	0.300278968649328	0.172865704364314
CX3CR1	Other	0.148793320424974	0.0560106277558841	0.316575363805825	0.26864264980051
CXADR	Other	-0.202907255832152	-0.187940897651152	-0.00619038861290849	-0.210480106037241
CXCL1	Other	-0.139294658075041	-0.0907774254172803	-0.123649568047586	-0.0450648314141222
CXCL10	Other	0.200111820621204	0.155742111514846	0.148897230388799	0.367218812137672
CXCL11	Other	0.166126997485542	0.218372257047448	0.209252609053627	0.0745341231569512
CXCL12	Other	-0.0888504260936053	-0.155917942602213	-0.132671505240002	0.0296139573896188
CXCL13	Other	0.006919880187337	0.138203950329609	0.145423072895519	-0.00463743113114523
CXCL14	Other	-0.258939411310428	-0.0449233383738858	-0.144409446403664	-0.199839655190162
CXCL16	Other	0.0903072953176933	0.038928299596734	0.263046821000051	0.266221468891023
CXCL17	Other	-0.0207798217329877	0.0329411252873133	-0.0409893217590656	0.11524696579326
CXCL2	Other	-0.0776439171446752	0.048912111405356	0.0312477218861787	-0.0335219959888416
CXCL3	Other	0.051015416805731	-0.0344291236759563	0.10728192380281	0.00638427466086477
CXCL5	Other	0.237043800867049	0.0604982097782229	0.0765108620499843	0.193903518825607
CXCL6	Other	0.29551530512497	0.124513401383861	0.11003086284368	0.160481103671442
CXCL8	Other	0.132416508196933	0.234664949120784	0.0940995137252332	0.129062862330526
CXCL9	Other	0.0310967491285369	0.158744626859687	0.0546586937424955	0.0920920151469009
CXCR1	Other	0.189254254364581	0.141491147163885	0.0513958723334828	0.111223933022917
CXCR2	Other	0.00399436092354577	0.100485349487048	-0.0302808218837287	0.0183666428116362
CXCR3	Other	0.0208028011141111	0.00272691934982561	0.115144798081697	0.0958540800242962
CXCR4	Other	0.194439077711791	0.171943764232203	0.187230765132419	0.0996660345752481
CXCR5	Other	0.276183864015039	0.445113262252507	0.308910751409992	0.350313851596307
CXCR6	Other	0.112577712512442	0.168029600693014	0.0553674956995256	0.291367538628391
CXORF21	Other	0.300666655244216	0.399000386023077	0.363740540287556	0.227027703340652
CXORF22	Other	0.240200124635431	0.525914825310142	0.353338572826811	0.322192064936678
CXORF23	Other	0.151323682395217	-4.26468818664205e-05	0.115410782228948	0.112940513866248
CXORF36	Other	-0.0930277154293838	-0.0894974416432895	0.0232630209548625	-0.0493380876910179
CXORF38	Other	0.236370938047805	0.116341912613025	0.151769778081722	0.0742229904977362
CXORF40A	Other	0.254933696006804	0.152167927232525	0.218913642936264	0.327807011970652
CXORF40B	Other	0.337994359221648	0.170849904576052	0.218183834355258	0.243300327382358
CXORF56	Other	-0.124805755055489	-0.243568320306926	-0.160937290029533	-0.134307990870759
CXORF57	Other	0.236127282285611	0.196315147431796	0.187292787774977	0.22185840678656
CXORF58	Other	0.0174931236015332	0.103903817210352	0.0145456951672441	0.109301566740811
CXORF65	Other	0.264675737545977	0.184723660934399	0.148631613730616	0.162116706609047
CXORF66	Nonessential	0.237372911412206	0.061058732629371	0.157935316562625	0.0389044654918107
CXXC1	Other	-0.499649734130833	-0.387967412437985	-0.475964641924325	-0.689412198793613
CXXC4	Other	0.156209517694084	0.10290939629615	-0.00982162355149258	0.100461418556526
CXXC5	Other	0.102322759488257	0.164296219534211	0.112746667419667	0.211216731807418
CYB561	Other	-0.105194243671667	-0.254298931478575	-0.154018330880755	-0.353315850935845
CYB561A3	Other	0.145489384258615	0.076110431577276	0.145543437460177	0.130431576426761
CYB561D1	Other	-0.109031711036291	0.0456279128458249	-0.0675614188937533	0.132468915944812
CYB561D2	Other	0.0380752838967691	0.0339324134911054	-0.0573120183434034	-0.0641566781979369
CYB5A	Other	-0.00327466629007134	0.17008269471066	0.00151319613799072	0.249291356783778
CYB5B	Other	-0.197409452629767	-0.0145017866030195	0.023467135406262	-0.25662998973434
CYB5D1	Other	0.0559468328879778	0.17142753160916	0.0213034581461201	0.118720776393756
CYB5D2	Other	0.15259779237389	0.176556869090362	0.229964590496952	0.220425855178689
CYB5R1	Other	0.161496898142798	0.177666659674338	0.0815395249410807	0.341453060315613
CYB5R2	Other	0.0356720598865017	0.097332039767597	0.103332256683544	0.214060652616457
CYB5R3	Other	-0.113090228259364	0.130457725834099	0.0493154184051584	0.185468767324629
CYB5R4	Other	-0.863383391851206	-0.810067789997622	-0.757684473516228	-0.66451913933897
CYB5RL	Other	0.168757028610925	0.216168406672658	0.227686403319519	0.183465197294768
CYBA	Other	0.175044269005131	0.294806063036482	0.186910380076968	0.0990034802141573
CYBB	Other	0.284324935135046	0.158275306526707	0.187172263124805	0.222284377914709
CYBRD1	Other	-0.0120718306542095	-0.0859173269715105	-0.0605802105779997	0.15028528756181
CYC1	Other	-0.379736632677864	-0.532272214523458	-0.417140663106134	-0.530320001363907
CYCS	Other	-0.691743174265941	-0.736977211330807	-0.76738442715816	-0.417464248841298
CYFIP1	Other	-0.403288199834174	-0.56270866866129	-0.614840013757994	-0.492450990438579
CYGB	Other	0.180161578830056	0.080515669133723	0.0045062691693824	0.319276204667283
CYHR1	Other	-0.0880663271291987	-0.0573655624787867	-0.0213321599776841	-0.0613801224416984
CYLC1	Other	0.364739650830043	0.29623411036923	0.169121182702003	0.147623770017892
CYLC2	Nonessential	0.0989207709986234	0.179658966527222	0.178357162265408	0.130876627533285
CYLD	Other	-0.407257546575171	-0.258107479812685	-0.390969936816471	-0.386421315689813
CYP11A1	Other	-0.0045227694867529	-0.0572126677153668	0.0192430108693184	0.0331882386793376
CYP11B1	Nonessential	0.0447631420963201	0.020180009200812	0.0952160945114832	0.0679124888330955
CYP11B2	Nonessential	0.118628092407406	0.120179149715423	0.209314283181485	0.0922557100573585
CYP17A1	Other	-0.0858939036171052	-0.0478201355845365	-0.10978548560294	0.0213320780067392
CYP19A1	Other	0.0265505205725599	0.086534921016525	0.041325047213006	0.17495505099001
CYP1A1	Other	0.207573033279419	0.141146109351564	0.10248877166203	0.0821154277275706
CYP1A2	Other	-0.158230098016712	0.0109389739039469	-0.0715236798628041	-0.133612387027231
CYP1B1	Other	0.308613800598772	0.469948179188416	0.342585515811196	0.238992555088625
CYP20A1	Other	0.274066013018084	0.201131770611927	0.101901791561278	0.23528483614178
CYP21A2	Other	-0.270588478577019	-0.0992181680989042	-0.105157029130791	-0.162994917919499
CYP24A1	Other	0.272879111124335	0.138031012144737	0.296518804728829	0.195076513282417
CYP26A1	Other	-0.246690792779098	-0.118099186653158	-0.243080240456404	-0.275383276199593
CYP26B1	Other	0.0891278363265663	0.00411076478706629	0.0594666853706745	0.0544495182668475
CYP26C1	Nonessential	-0.0639113306711709	0.0726145550013274	-0.0197768974579512	0.135923458377076
CYP27A1	Other	0.198941719880418	0.332701858151078	0.238738710304059	0.164588448968147
CYP27B1	Other	0.0625890658426267	0.0528331278786159	0.106938607405685	-0.120849860847466
CYP27C1	Other	0.0342350931069869	0.0660955442759764	0.0913663652497741	0.109685924430675
CYP2A13	Nonessential	-0.41544396033141	-0.247499552316678	-0.270547930097266	-0.223804072537462
CYP2A6	Other	0.1256758937015	0.0424612336927684	-0.000199031273420802	0.0195705676249239
CYP2A7	Other	0.266448373711433	0.259941724486533	0.294538248471059	0.297199836223728
CYP2B6	Other	0.137180742700155	0.0598302037034344	0.244544143995974	0.232708307860661
CYP2C18	Other	0.0117002631544059	-0.0308631683042337	0.0481667562213124	0.0809023847448092
CYP2C19	Nonessential	-0.0662489200605298	0.0689155546999546	0.129924114867118	0.0154181557371312
CYP2C8	Other	0.0586491309062337	0.16345507234225	0.121846660547868	0.197055574715503
CYP2C9	Other	0.156429428196809	0.242733030899623	0.19284939938573	0.229936764868092
CYP2D6	Other	0.102440230485528	0.110334236284245	0.273729506715805	0.181689735482514
CYP2E1	Other	0.0372851702450541	0.225122712375275	0.188521436009272	0.0903500512140125
CYP2F1	Other	-0.0458478643013995	0.0273195899115767	0.160558813011866	0.0242356417880532
CYP2J2	Other	0.125305697965877	0.0787467430102197	0.13515193230371	0.151105337296134
CYP2R1	Other	0.161395550847813	0.226679957215787	0.167230754292847	0.392500036674288
CYP2S1	Other	-0.048190464423773	-0.0363678582995377	-0.0661347860506121	-0.0984591076893835
CYP2U1	Other	0.220081222833979	-0.0639695092940408	0.125765567451676	0.153539344753885
CYP2W1	Other	-0.0197676502701382	0.105976774772812	-0.103836268214703	-0.00307572754757907
CYP39A1	Other	0.24196996423122	0.0763610883482646	0.217380417477688	0.254644992965417
CYP3A4	Other	-0.0472920858427389	0.069833241123398	0.0948099432904944	-0.0177538009594686
CYP3A43	Other	-0.0804163516511331	-0.0727201671412601	-0.0607679570167604	-0.121867136017968
CYP3A5	Other	-0.136247559423543	-0.115923541914054	-0.102532396561291	-0.152354114142217
CYP3A7	Other	0.0371592981905034	0.0413169623121918	-0.0114266558415021	0.0794231021592413
CYP46A1	Other	0.116150217816439	0.0755542603038374	0.119326692191191	0.187579332436996
CYP4A11	Other	0.056355371533789	0.0293067103254905	0.148013184868762	0.0838391950098568
CYP4A22	Nonessential	0.0613952539502471	0.117858220264111	0.0445806071789728	0.12560264446028
CYP4B1	Other	-0.175769236311694	0.0198973704672703	-0.123963564818452	-0.0898910005623201
CYP4F11	Other	-0.239545277312221	-0.0153105483179414	-0.205273474384175	-0.335444409414478
CYP4F12	Other	-0.0431558994775158	0.0213506260955015	-0.0627084819029684	-0.0183276807558044
CYP4F2	Other	-0.242752153972242	-0.226107800269001	-0.33416443461147	-0.455404447106747
CYP4F22	Other	0.0572291890840053	0.0181495897452836	-0.0221227447818637	0.123414668879954
CYP4F3	Other	-0.011819286698755	0.0223388140214532	0.142032625600457	0.139687997722568
CYP4V2	Other	0.254448456889437	0.272139997223962	0.241789991234658	0.304593868169115
CYP4X1	Other	0.15985007042669	0.193426444992727	0.0797567934182435	-0.0178616913519509
CYP4Z1	Other	0.110575231532504	0.0953579056118832	-0.0815996564450716	-0.00456272872031249
CYP51A1	Other	0.245261681724033	0.420347786569112	0.283514989569997	0.149501006923528
CYP7A1	Nonessential	0.112910734679918	0.276105586291918	0.131156121323747	0.314794634289845
CYP7B1	Other	0.216799484711606	0.140689956123552	0.255898004937435	0.363444592700614
CYP8B1	Other	-0.000508129533991042	-0.123210099160627	0.0423730239850796	-0.0188408729762575
CYR61	Other	0.248665595264858	0.11903797013781	0.124779159123416	0.229932541674715
CYS1	Other	0.0288827372360068	-0.100055508430929	-0.121067038676646	-0.315701879291215
CYSLTR1	Other	0.00810705579568305	0.241492749102806	0.0690939403934445	0.290370013186836
CYSLTR2	Other	0.114993168353121	0.169655367083626	0.193362643778167	0.157913158580461
CYSRT1	Other	-0.0728953744635068	0.0694527844705459	0.103939316788406	0.0461641412229631
CYSTM1	Other	0.298808243089351	0.309338500096392	-0.0848529764001874	0.180093183311018
CYTH1	Other	-0.00344581183659542	-0.0571875250560328	-0.0780269177535787	0.144559504370366
CYTH2	Other	-0.0145752507612033	0.113942934342239	0.0392384312177551	0.226695426144729
CYTH3	Other	-0.0567984695711875	-0.0970129827853181	-0.00540989186950505	-0.0218531824680147
CYTH4	Other	-0.0994279097342023	0.029427935617407	-0.134244873895563	-0.0550662613005652
CYTIP	Other	0.00584418710430501	-0.0444303086061379	0.0751047948988194	0.0188372278573411
CYTL1	Other	0.223415750915127	0.310042867800395	0.258833381476488	0.27185023180069
CYYR1	Other	0.163880845788161	0.0637233941358758	0.167326654981891	0.230863195533465
D2HGDH	Other	0.0491362277207839	0.0703237333332854	0.0967455093388368	-0.0177459877899461
DAAM1	Other	0.323922864381013	-0.06416534019467	0.201369106194337	-0.107643749043224
DAAM2	Other	0.034118586823758	-0.040935067038949	0.0991635771867572	0.206603590212718
DAB1	Other	0.139280711605534	0.279218589592734	0.111275163510472	0.227072389424866
DAB2	Other	0.381337482536129	0.253042301915403	0.27888705522017	0.330982101180609
DAB2IP	Other	0.541004123699144	0.6033284277392	0.525065078820295	0.240208325484813
DACH1	Other	0.340258827562209	0.489966980973217	0.29320466637461	0.0738171843836939
DACH2	Other	0.148910043754468	-0.0289286275088313	0.0792547361166123	0.0264672354118682
DACT1	Other	0.311334611268281	0.224983689920716	0.302197425822446	0.262950236445856
DACT2	Other	0.200708242751736	0.133463619479545	0.218890165641249	0.28255687462639
DACT3	Other	-0.0773649312531691	-0.0831851775157182	0.0518354189915817	0.0256333178970079
DAD1	Other	-1.07930702512242	-1.02913780206013	-0.999655464460639	-1.17410139553901
DAG1	Other	0.136940801193553	0.169739421010915	0.163092059174504	0.0528424201219121
DAGLA	Other	0.0987713961730059	0.0630586323516398	0.0212125270187828	0.00207554250205355
DAGLB	Other	0.0682161581597897	0.13684968499217	0.120226377845283	-0.0105956574832725
DAK	Other	-0.097191413390425	-0.172535221214734	-0.00616012544000609	-0.00103815059404262
DALRD3	Other	0.084155740275956	0.0758277593060497	0.108956795938986	0.0263638756874197
DAND5	Other	0.136442032266664	-0.092358801073913	-0.0535872328825864	-0.0525132919814828
DAO	Other	0.0196346037369491	0.159610906942892	0.0499562007649625	0.26820725699709
DAOA	Other	-0.129513960778873	-0.228579093141893	-0.098317388809754	-0.229544022144009
DAP	Other	0.185932233646473	0.14588141588622	0.0494010024121191	0.12323876037659
DAP3	Other	-0.366285628419635	-0.333213021991303	-0.252255213814393	-0.438560485960682
DAPK1	Other	0.00685261004953458	0.264005192899719	0.11498336150383	0.14466793758413
DAPK2	Other	-0.042996975750505	0.0648160821784407	-0.0209580424291068	-0.0481197989418575
DAPK3	Other	0.450561333884518	0.47422589439124	0.453783898643287	0.50006768603046
DAPL1	Other	0.144352681638721	-0.112785410351238	0.25494292620174	0.00070485973699419
DAPP1	Other	0.00566034054679856	0.0623740435973316	0.00827870932552838	-0.109662315240931
DARS	Other	-0.570219380023548	-0.835729218356452	-0.843712596915654	-0.799882461350302
DARS2	Other	-0.0317004919330485	-0.29492584876131	-0.195797786212487	-0.202040155918064
DAW1	Other	0.117233386634174	0.232184436279054	0.155000008963465	0.135879875811342
DAXX	Other	-0.210392484150644	0.0809446112918184	0.0191963908378012	-0.177219018865317
DAZ1	Nonessential	0.381824119325211	0.348913051196062	0.360718300234327	0.254311918321486
DAZ2	Nonessential	0.307230255529624	0.187860236637119	0.22879057889174	0.171246238767137
DAZ3	Nonessential	0.307230255529624	0.187860236637119	0.22879057889174	0.171246238767137
DAZ4	Nonessential	0.307230255529624	0.187860236637119	0.22879057889174	0.171246238767137
DAZAP1	Other	-0.0180396362259406	0.0847973048424711	0.126310205039999	0.0397240368781273
DAZAP2	Other	0.0307552730954542	0.0663120766599945	0.0351326451347113	0.074809673048269
DAZL	Nonessential	0.0349057835740131	-0.0055635118471408	-0.0322033301006056	-0.0310394761628861
DBF4	Other	-0.32400652298512	-0.442774052389686	-0.208843528661044	-0.18938316361397
DBF4B	Other	-0.117690892233671	-0.117463366121334	0.0570153786237493	-0.0224291543694615
DBH	Other	0.257341554697793	0.207696161772071	0.230230032721408	0.301171676005734
DBI	Other	-0.23799663187645	-0.25099137218881	-0.120042827128191	-0.0726727081237577
DBN1	Other	-0.102581232970936	0.0387755886756211	0.0421864150106477	0.0828639195660296
DBNDD1	Other	0.0578335906159961	0.17125751354961	-0.0226204191240354	-0.103893762306459
DBNDD2	Other	0.245530047756352	0.316858454885123	0.280417289547096	0.306286482481114
DBNL	Other	0.377728406913749	0.221771061699155	0.182019856168333	0.289858973950049
DBP	Other	0.125683883731743	0.178438819361177	-0.0377386175205555	0.0129028680496803
DBR1	Other	-1.33898962496904	-1.46858817264863	-1.39601156200671	-1.51031989930595
DBT	Other	0.100186861240552	0.214911422384587	0.10397649183326	0.236013126477407
DBX2	Other	0.0553158001941956	0.137749496784603	0.084457868573552	0.0189723397126234
DCAF10	Other	-0.0137872559075039	0.143048970250767	0.0273193941773538	-0.151966057059799
DCAF11	Other	0.00970048227040866	0.0199661173149746	0.159962244625454	0.049874595071308
DCAF12	Other	0.0885452584947362	-0.0167972098474608	-0.0210382219763253	0.0947394538894845
DCAF12L1	Other	0.396678391459344	0.33669118901843	0.203962733795367	0.275824760842111
DCAF12L2	Other	0.313807523146904	0.285688427903031	0.268667441232499	0.387479756104015
DCAF13	Other	0.0530201512870805	0.160846997099657	0.181724830039396	-0.0119847924228004
DCAF15	Other	0.028946297903401	-0.13626080224922	0.0381070847590511	-0.377513789806145
DCAF16	Other	-0.0324173253522608	0.0282879944518118	-0.0179648201347232	0.14166919500824
DCAF17	Other	0.266094342701445	0.234840950409573	0.1836242088266	0.280163078564765
DCAF4	Other	-0.138914811109114	-0.335815525279532	-0.211881112886452	-0.0882151480676964
DCAF4L1	Other	0.223506918340574	0.0996867398460568	0.177698185509773	0.141805592384074
DCAF4L2	Nonessential	-0.0456139785324684	0.0780646871546387	-0.0556808797284374	0.0224317612910843
DCAF5	Other	-0.07355987324582	-0.216618698708902	-0.214692374604472	-0.103631828513037
DCAF6	Other	-0.185306997864852	-0.292402484914723	-0.310622430504742	-0.175864157223282
DCAF8	Other	0.280456493035074	-0.00629119015711663	0.0155661323704039	0.22446636828008
DCAF8L1	Nonessential	0.197373852555088	0.140880665312651	0.161401576150328	0.0766426721815586
DCAF8L2	Other	0.236373123420937	0.137372394644909	0.298702694062268	0.223556076538002
DCAKD	Other	-0.158809172593815	-0.0395461086625121	-0.051420384469258	0.0651010696488103
DCANP1	Other	0.135341129508651	0.102839474109649	-0.00241885387539054	0.0397844869605469
DCBLD1	Other	-0.0533788349487158	0.147298824033526	0.076936937984964	0.128247718396175
DCBLD2	Other	-0.0639737025027746	0.123670838935664	0.0743924683869505	-0.0610925461387792
DCC	Other	0.200393518871545	0.231680183620329	0.274050613387024	0.299668247457805
DCDC1	Other	0.200910262367565	-0.0178241632129452	0.146433568028443	0.0913351844807514
DCDC2	Other	-0.0252332419662723	0.0947126933188325	0.0255768378522797	-0.0373417428768019
DCDC2B	Other	0.000718828814101236	-0.0741288723474348	-0.0529385106443958	-0.147719395246926
DCHS1	Other	0.117748431305219	0.2701259630895	0.0487091465047464	0.126318737233803
DCHS2	Other	0.177141811397819	0.186877896045014	0.0481272657939521	0.108078446190955
DCK	Other	0.099444283122507	0.0999848848307316	0.107209785767654	0.291233423985696
DCLK1	Other	-0.0163475025221104	-0.0435475639049666	-0.0622251005368298	-0.0354643953024349
DCLK2	Other	0.131927343320699	0.0192739150050699	0.0977609372003598	0.0762282151813315
DCLK3	Other	-0.0507415349999429	-0.00877762599107479	0.035085918690157	-0.00928463042539318
DCLRE1A	Other	0.173925584991964	0.179656351216711	0.164757298071802	0.178842716683298
DCLRE1B	Other	-0.40626647140211	-0.378730697678628	-0.443996357760768	-0.420278512504646
DCLRE1C	Other	-0.00891876513915557	0.007438457273508	0.146475409726991	0.0363300671949682
DCN	Other	0.173277910318285	0.127441451031842	0.0716792093837692	0.128396746917821
DCP1B	Other	0.136359992505707	0.159832378358557	0.157920226559525	0.229150049663245
DCP2	Other	-0.120799889262309	-0.0171787178481705	-0.282775405056961	-0.119363963257223
DCPS	Other	-0.512618248193799	-0.493425862243034	-0.457625811961642	-0.36457254199411
DCST1	Other	0.0812006726316495	0.0784505129585304	0.0593349187653447	0.11153209811597
DCST2	Other	0.0169158593534418	0.0384866282582531	-0.035408012701242	0.0228108055671977
DCSTAMP	Other	0.224922045708512	0.16719609196384	0.275719478997901	0.147369532345817
DCT	Other	0.065081552107886	-0.0281860994928931	-0.0432447569778689	0.136440679234322
DCTD	Other	0.111724369240402	0.238670884288875	0.180840873860568	0.216029298749832
DCTN1	Other	-0.365980234347742	-0.231341683526245	-0.236572073765988	-0.331508430633575
DCTN2	Other	-0.337643072403114	-0.534956281861988	-0.443108671714353	-0.519926464639557
DCTN3	Other	-0.460287125548313	-0.63671635161336	-0.515343702678463	-0.385463901658445
DCTN4	Other	-0.696169299799602	-0.573914219046493	-0.509505631944174	-0.383302885596446
DCTN5	Other	-0.89198487618508	-0.986188272705368	-0.920560500561275	-0.767414289477883
DCTN6	Other	-1.07051186845417	-1.04113943754624	-0.957483574152247	-0.942956516455708
DCTPP1	Other	-0.0211940094405412	0.00422354319531038	-0.087509609329777	-0.000252439557819062
DCUN1D1	Other	0.0935934544455534	-0.0410200871324238	-0.042392699423885	0.068527484393279
DCUN1D2	Other	0.176958874060771	0.128517324365646	0.233847289071184	0.182590016425238
DCUN1D3	Other	0.175389376351033	0.0857619991791116	0.0788708872758384	0.105798948287609
DCUN1D4	Other	0.0407001300373701	0.315297390921888	0.140028463482141	0.115498720440059
DCUN1D5	Other	-0.163409513500131	0.121282161409381	0.0770291055371542	0.0132581692581307
DCX	Other	0.377716020937752	0.424963213557155	0.379268623672234	0.242884614102259
DCXR	Other	-0.163748530342744	-0.0326704803771552	0.0105496844011356	0.175800632707647
DDA1	Other	-0.358265363202851	-0.369794225792259	-0.292217589471228	-0.367387204476266
DDAH1	Other	0.0868683707143288	0.249910673377966	0.263070457869746	0.16984732983975
DDAH2	Other	-0.0407801030871175	0.166004740093415	0.162172091078567	0.000756290730923648
DDB1	Essential	-1.15423535665451	-1.11303589888375	-1.27850519517081	-1.24587037761469
DDB2	Other	0.0400993895393411	0.0500857190479109	0.0548217128929793	0.0895342903900739
DDC	Other	-0.0468350763526031	-0.329103462687723	-0.114168231380693	0.085196515237535
DDHD1	Other	-0.181383589847282	-0.0651837888863064	-0.112197039124508	-0.171055713139497
DDHD2	Other	-0.344151676117704	-0.447499553314939	-0.380081358505429	-0.295254070104212
DDI1	Nonessential	-0.0468580683608529	0.106029884942808	0.154513896140302	0.143703856615539
DDI2	Other	0.148727732773951	0.163627846514098	0.249540499280473	0.120930103302509
DDIAS	Other	0.154907630932136	0.102962632161656	0.182038212321944	0.153016020044484
DDIT3	Other	0.0160125151968166	0.0990890350927087	0.0328187655784145	0.0369625373129498
DDIT4	Other	-0.101779591531481	0.12731401173701	-0.0793521841634015	-0.347571365778234
