Gene	Category	DAN-G-311Cas9 Rep A p6	DAN-G-311Cas9 Rep B p6	DAN-G-311Cas9 Rep C p6	DAN-G-311Cas9 Rep D p6	pDNA_0	pDNA_2
DHX40	Other	-0.328590964685851	-0.0979665323831365	-0.433772543101254	-0.184679927356413	0.0596741587512592	-0.0546031944029655
DHX57	Other	0.104298914306393	0.22754991266755	0.267567851058207	0.136964651011329	0.175827677906679	0.228554095666033
DHX58	Other	-0.403266567680666	-0.494963209978279	-0.436987260052542	-0.574390497907368	-0.475016011850955	-0.627064241332998
DHX8	Other	-0.434960197448626	-0.579160168439477	-0.665063559396622	-0.55097746997221	0.422733470528103	0.0534928902433705
DHX9	Other	-0.053989016983834	-0.0558500177707143	0.169895129305119	0.0375676088860295	0.811414360538321	0.801744287298839
DIABLO	Other	0.967702004587259	1.01815662366414	0.957353563844483	1.04469935614745	0.986795335797156	0.977175275833676
DIAPH1	Other	-0.42246338152809	-0.368743492858665	-0.492537277307079	-0.331848497346094	-0.380466497453785	-0.413495433839284
DIAPH2	Other	0.254983774650713	0.219359564570003	0.136931242643056	0.101241334638924	0.19167650226763	-0.00619328332178087
DIAPH3	Other	-0.201636826285056	-0.124034505041795	-0.0545591846327692	-0.111261129270527	0.194149214534521	0.174127196442619
DICER1	Other	-0.140306445275187	-0.0311988587469039	-0.041870054660351	-0.159566069922467	0.632049911040841	0.396344376228254
DIDO1	Other	-0.288628419443598	-0.228384645403452	-0.412932910915752	-0.218052928013386	-0.26476664368088	0.0212272294115414
DIEXF	Other	0.328143584364958	0.0556089141030813	0.279742803595106	0.181743391373753	0.776721120886927	0.709133532150168
DIMT1	Other	-0.37301832690455	-0.516186039710439	-0.65934938102583	-0.569367962799162	0.0297639077848627	-0.0455849289701836
DIO1	Other	0.237102670976699	0.266890684532184	0.321250525415422	0.390348048762356	0.199942609311881	0.23737207105135
DIO2	Other	0.307793106907969	0.115683196169157	0.260970155511896	0.320190163624289	0.162610442485162	0.282290299246625
DIO3	Other	-0.0236386782958323	-0.0686504783284748	-0.0227089621574625	-0.017204600037599	-0.554990085480045	-0.303792296144058
DIP2A	Other	0.691878895191654	0.45871822227098	0.644509528632082	0.695275790236854	0.419165821480604	0.628421865176568
DIP2B	Other	0.0583144033995545	-0.278051437179734	0.0347435884990902	-0.0860357504867162	0.00240727702341979	-0.384500216616883
DIP2C	Other	0.879086057709366	0.981879277479986	0.973176987494367	0.854019262023802	0.721792585758567	0.555932832666065
DIRAS1	Other	0.612087920521256	0.788706544409853	0.785064377625369	0.741921767920748	0.568854714578942	0.727298275980347
DIRAS2	Other	-0.176591906581021	-0.152615231808539	-0.184046884102401	-0.125893795680536	-0.210527722157594	-0.180169253687546
DIRAS3	Other	0.110818174794035	-0.0211663364690652	0.211195102952287	0.130538170308404	0.121000413861138	0.147280921321944
DIRC1	Nonessential	0.929887494331746	0.929888829372441	0.803804681424088	0.740446119207793	0.709382526718748	0.712795246892079
DIRC2	Other	0.606476854664794	0.407386622357063	0.493933199781367	0.469024022446172	0.28888154256907	0.280843095037599
DIS3	Other	-0.102722351724998	-0.16441454555299	-0.101287802898974	-0.0684615929077538	0.435729586828725	0.267411255184476
DIS3L	Other	0.405775767225445	0.387999736133506	0.373447551148449	0.598296374187756	0.454328029890714	0.38257395971138
DIS3L2	Other	0.424545383569257	0.451514166418666	0.557937500615932	0.450577292578134	0.309289644295557	0.368238969934855
DISC1	Other	0.030208887159293	0.0476926094995884	0.168684390598987	-0.0554942467355533	-0.197351615930469	-0.00188984979935526
DISP1	Other	1.15616192831605	1.06860611991271	0.950311941906176	1.05299923141849	0.807167928760338	0.900329695634
DISP2	Other	-0.142171840287436	0.025565768416782	-0.117439197603942	0.0962721494797589	-0.124347958923823	-0.192932486714901
DIXDC1	Other	0.47409000304969	0.540009058699313	0.508228677160518	0.459697004790886	0.330707182286789	0.361742836018807
DKC1	Other	-0.816115464018866	-0.583231936072116	-0.858810234606576	-0.720601639119278	0.0983364551022142	0.167969376829462
DKK1	Other	0.068752332584153	0.0668871480648469	0.0389729092705493	0.0131724471186907	0.0426158677094306	0.0718901522683288
DKK2	Other	-0.517495393070586	-0.313471337682376	-0.538637913726849	-0.55016753798525	-0.528408044156889	-0.595201809331123
DKK3	Other	0.360496057028807	0.54801605007317	0.473909201141934	0.197035595984282	0.159997633663435	0.225138461361849
DKK4	Other	0.314142874312795	0.291606330271935	0.505892111038501	0.263542918442892	0.220295641035707	0.320840523412892
DKKL1	Other	1.17053876786502	1.06577781111369	1.1936812170462	1.10651618595161	1.0463726431052	1.04903978172813
DLAT	Other	0.512115950412831	0.693817240643818	0.668164870487748	0.720921475528783	0.471054033570288	0.579342938167217
DLC1	Other	0.510470415632773	0.716479069315118	0.760755364476846	0.626596258925928	0.582244295372599	0.536522912190674
DLD	Other	0.48092117765971	0.580473164896499	0.505494754649515	0.495485685720654	0.802796771124603	0.806468608206853
DLEC1	Other	0.247489619399523	0.341644479824151	0.195331324247239	0.375173567064107	0.141326752016601	-0.16224073580842
DLEU7	Other	0.836099079869467	0.979945905798827	0.835269947889157	0.749847499706229	0.554559933008396	0.745613216490247
DLG1	Other	-0.0887640862630448	-0.176672763739805	-0.344399014359854	-0.15752746485559	-0.00942983276418231	-0.129225482185342
DLG2	Other	0.60681035594221	0.508386063493929	0.466931055551985	0.686816205485234	0.342387985510961	0.171567778927543
DLG3	Other	0.790084761183835	0.684569140611662	0.622538657859602	0.810894614784044	0.469067395025879	0.441190137057688
DLG4	Other	-1.35011489907919	-1.32636751202549	-1.25824595916269	-1.35789582999319	-1.26164534589813	-1.21047517562477
DLG5	Other	0.0762128992505153	0.0418977502229444	0.0195881680615679	0.166630614522098	0.18481612406738	0.348993454474705
DLGAP1	Other	0.441874119855238	0.223382971061853	0.38037354038722	0.456109080970681	0.159206294845854	-0.00986076175482026
DLGAP2	Other	0.0159435884235464	0.0335687089126128	0.0024293234336993	0.047522660125373	-0.163078577590299	0.0194994808020077
DLGAP3	Other	-0.0713833087158026	-0.124901339816476	0.0336995623631635	0.043498881367535	-0.0982819121428674	0.031184117042684
DLGAP4	Other	0.192675016486804	0.0498325807891693	0.130873679000759	0.0688602172429038	-0.11095500562941	-0.0985476506593352
DLGAP5	Other	0.929091269903106	0.822880534365941	0.768386613326866	0.914650444228999	1.15125762710243	1.04705039079604
DLK1	Other	0.106293333846746	0.275081522214542	0.00327149532981987	0.0272264997564488	0.0466269183373854	-0.183303355845469
DLK2	Other	0.0738218868444042	-0.053026526783018	0.134059857534179	-0.0463974647674936	0.0088414201189167	0.136781843393721
DLL1	Other	-0.687863859534387	-0.743974946646457	-0.747193698142074	-0.824100092231089	-1.00539469128159	-1.07380159271386
DLL3	Other	0.651067564181671	0.70409779940053	0.686781983897467	0.816798626434349	0.530200571976342	0.700100738238576
DLL4	Other	0.749449417855029	0.600598344475487	0.77563783084831	0.70581947315304	0.612587666714611	0.630707710244225
DLST	Other	0.0992610216317543	0.200261694532827	0.132094802406169	0.21639305227699	0.239734971851565	0.341879893077821
DLX1	Other	-0.375293086849663	-0.329391070637734	-0.150183617738709	-0.421079669885585	-0.411346614572417	-0.4987734352467
DLX2	Other	0.686011529252073	0.561115202253644	0.676592041079284	0.501946936192704	0.548759820868104	0.437292661206895
DLX3	Other	0.0429313734720919	0.000432922482632839	0.00764778295284573	-0.0805608097249052	0.250012202833895	0.256868229694858
DLX4	Other	-0.800129639853059	-0.614224548184659	-0.657369648074411	-0.587579010329275	-0.669402694799306	-0.640620122211411
DLX5	Other	-0.18719265915545	-0.0636090344334936	-0.0926608902013303	-0.185509508279804	-0.112279322688792	-0.162952655728769
DLX6	Other	0.277772116996618	0.20003303497383	0.28742318161042	0.284748175622934	0.0253412327939231	-0.129731489649585
DMAP1	Other	-0.102296220135446	-0.0108892261873571	-0.0509755089452815	-0.0726060139909446	0.68825128879264	0.666885311131808
DMBT1	Other	0.962648122552232	0.992615475745671	0.895817170740906	1.04883297844341	1.07268798492597	1.15180161180038
DMBX1	Other	-0.425036472817412	-0.385348068318173	-0.251857333567876	-0.161824939216695	-0.531555783470244	-0.467372087260169
DMC1	Other	0.293012600006299	0.278969833553764	0.133574789838286	0.114008572931112	0.321083187952532	0.169227460769345
DMD	Other	1.05411688968438	1.30266184775531	1.11118124224233	1.13612980483422	0.921560129949407	1.02286105469059
DMGDH	Other	0.774733900109784	0.722003444537786	0.704564782679201	0.729692493980328	0.575707853255769	0.577420958943899
DMKN	Other	-0.494146018501132	-0.741182712657311	-0.631082593577235	-0.653202497736464	-0.601842077425078	-0.556715874688777
DMP1	Nonessential	-0.294110572563903	-0.261217016353838	-0.268117154865179	-0.461235128288754	-0.403033890977501	-0.517275981752261
DMPK	Other	0.348275898973251	0.389433198516819	0.312312684119466	0.230978382267035	0.0249387304259613	0.0611015989783226
DMRT1	Nonessential	-0.203077022650651	-0.11198283062549	-0.279990411792424	0.0101918580525273	-0.406307685444585	-0.347908104802615
DMRT2	Other	0.0512218875633468	-0.047602236856559	-0.0357588529144977	-0.229194043639822	-0.695288386846354	-0.564804927245669
DMRT3	Other	0.172219192085633	0.265336039972254	0.405707241816729	0.200022127946056	0.00815092437237229	0.112351546125123
DMRTA1	Other	-0.0759780158081461	-0.134531467302153	-0.122268680178645	-0.148522702859499	-0.403010082546706	-0.455563051630859
DMRTA2	Other	0.211559545386779	0.0241888395715253	0.249995607860381	0.261078887075258	0.211688616412835	0.339702954040972
DMRTB1	Nonessential	-0.267991050275977	-0.155606939430048	-0.259023241997648	-0.364477337428656	-0.578858641425002	-0.633039904692547
DMRTC1	Other	1.40278534895366	1.30435079021985	1.35210137658567	1.36118469386298	1.24539464121738	1.11951103871265
DMRTC1B	Other	1.40278534895366	1.30435079021985	1.35210137658567	1.36118469386298	1.24539464121738	1.11951103871265
DMRTC2	Nonessential	-0.222926847174059	-0.148262636794978	-0.339039548397032	-0.133076759939281	-0.247400750015218	-0.442324967170708
DMTF1	Other	0.541975392299879	0.595783356653099	0.460198859339761	0.586611884313888	0.431625868355136	0.426996925232099
DMWD	Other	0.0767158633249509	-0.0783556133528087	0.104910787587494	-0.0589965446141929	-0.109585498953793	-0.0717948395781372
DMXL1	Other	0.774673700647429	0.866776944842069	0.793857268449734	0.810859271026951	0.76353826425507	0.593723637962378
DMXL2	Other	0.316829228363655	0.329025494354458	0.225696278488148	0.373639403113629	0.209598796688518	0.258867572781342
DNA2	Other	-0.179835495484054	-0.278545727405358	-0.28976943862384	-0.20700608894696	0.147264445156247	0.0795842846833835
DNAAF1	Other	0.745598354113138	0.776908641375771	0.736773966012661	0.823722179646984	0.627516958965809	0.665594841233161
DNAAF2	Other	-0.306692603125377	-0.267875641301207	-0.416969729279675	-0.407907450266698	-0.23241407318529	-0.121867368504776
DNAAF3	Other	0.61423524006307	0.583934844801746	0.624806161914085	0.494518638511385	0.316526380590266	0.420738242207983
DNAAF5	Other	-0.972747421566926	-1.02574114304159	-1.05010140066608	-1.04657624236882	-0.25724894019593	-0.346864683365768
DNAH1	Other	0.178187111991555	0.0758464298556258	0.0723736724238786	0.0275532468588813	0.0915851400594032	0.0390225524766233
DNAH10	Other	-0.417590652647621	-0.357917805228194	-0.447405156974085	-0.39102616460594	-0.448339162629705	-0.456377841549898
DNAH11	Other	-0.0670917054816654	-0.0316606981996208	-0.109333860458588	0.04712053071675	-0.0981118546129843	-0.168193051620149
DNAH12	Other	0.256053507164475	0.26613663053684	0.243513795332779	0.41641080964734	0.175119059729824	-0.100588249966756
DNAH2	Other	-0.208964980301553	-0.0877025001097813	-0.10450296719759	-0.0761643659758452	0.0122028989818706	-0.338100944847332
DNAH3	Other	0.451045393446836	0.46318798949507	0.561184619417379	0.581404839115434	0.560548149366295	0.53250455522709
DNAH5	Other	0.634419299758722	0.670972211560121	0.704538145735414	0.69973099146514	0.660381764520695	0.446119755186231
DNAH6	Other	0.423889132577612	0.436305845851784	0.549707354610402	0.403844655069732	0.297195432880583	0.367826957736743
DNAH7	Other	0.395160040859464	0.406452339183762	0.44901300220224	0.479093015720058	0.579088073580138	0.450685649502169
DNAH9	Other	0.865927035940803	0.92111258693637	0.929946860677834	0.981255539115323	1.00422442082923	1.0928438361241
DNAI1	Other	0.904668582878231	0.881433532159354	0.842745439108261	0.843843981361444	0.833087492025639	0.833639829753204
DNAI2	Other	0.192885895626515	0.0847893981677857	0.272415852519427	0.277239151771555	0.00204082330879329	0.105706275768118
DNAJA1	Other	-0.597566776432541	-0.667777801383741	-0.484570002127888	-0.603838417170623	-0.176940561359006	-0.273798515284758
DNAJA2	Other	-0.204571586730911	-0.215625391899652	-0.262537854751748	-0.144900226198036	-0.125113561590461	-0.00206565169133128
DNAJA3	Other	-0.325699523402695	-0.441626093643486	-0.213732024474934	-0.384759583793774	0.156728067976132	0.21070867792964
DNAJA4	Other	-0.0174733743579719	-0.163625853070247	0.179401335227743	-0.0690483328622849	-0.0276166869418812	-0.242146659232217
DNAJB1	Other	-0.345634187995869	-0.354728822815751	-0.407624430703582	-0.443504930363227	-0.177852180695735	-0.341592836332872
DNAJB11	Other	0.111952875711043	0.00720171565504569	0.0536526546145374	-0.0849135514343867	0.0588538505049539	-0.0738574844485877
DNAJB12	Other	-0.593061271436588	-0.769540213062105	-0.461805729893476	-0.634729566818007	-0.330361259512763	-0.494133208293691
DNAJB13	Other	-0.288141118220836	-0.435243733780029	-0.197021602298645	-0.231745362370326	-0.325305014397006	-0.406453614349427
DNAJB14	Other	0.550168413990642	0.539245657688186	0.442128081519401	0.473380379395428	0.312372161067842	0.277682185988025
DNAJB2	Other	0.284091948130186	0.601675632630651	0.509235287746811	0.497526445434316	0.358565244071308	0.313328471338941
DNAJB4	Other	0.983042362026993	0.841060693110681	0.802114494827638	0.973582047353468	0.740801539912673	0.940862539006157
DNAJB5	Other	0.35830181426284	0.388111300292894	0.358736348211609	0.319361160060049	0.386138082732063	0.329471482734243
DNAJB6	Other	0.128606785855966	0.132996385968852	0.10931129247508	0.176327906418842	0.404256261163175	0.375481909185713
DNAJB7	Other	-0.297101291906123	-0.347052669734385	-0.421397246555852	-0.375593357024033	-0.246699562436967	-0.127983981134984
DNAJB8	Other	0.745140273171364	0.878893305926892	0.976520898755126	0.836438831325371	0.824661808344252	0.762884045781053
DNAJB9	Other	-0.0147324440753126	-0.0547322447979861	-0.144490788102184	-0.0237614940408725	0.145383434949373	0.244711064543607
DNAJC1	Other	0.407123735017903	0.547346891511735	0.417016182296452	0.356686727745939	0.295234385750004	0.174737887599661
DNAJC10	Other	0.775878285700362	0.656226728540019	0.630516043421518	0.69339797274307	0.796771152320493	0.648149608816279
DNAJC11	Other	-0.906160690964969	-0.578665971327057	-0.624914268848474	-0.764165376078009	-0.0992521090768683	-0.195932165709925
DNAJC12	Other	0.870214968350473	1.00892054242352	0.97088936758354	0.856134073485625	0.905546808936152	0.819182061161554
DNAJC13	Other	-0.286281570360033	-0.4057502034966	-0.216146030672367	-0.339544035937568	-0.202068541856084	-0.222091341176917
DNAJC14	Other	0.384922158499879	0.274476949739176	0.268528795798601	0.385979039699308	0.175426013114233	0.378738918482051
DNAJC15	Other	0.997551450916799	1.06114406921524	1.01950535143043	1.02390590224732	0.861229417508341	0.701588611469218
DNAJC16	Other	0.13220146743398	0.163313925291987	0.129826647117429	0.067029820380777	0.125511313229316	-0.00300913834120294
DNAJC17	Other	-1.04691832171858	-0.930622308685316	-1.04922949046417	-1.10920133851239	0.130064027837628	0.400577162780446
DNAJC18	Other	0.798114204055612	0.64927198832515	0.779488462608011	0.705023426431178	0.664484913678336	0.703114522062
DNAJC19	Other	0.0804867698844419	-0.108016013438799	0.0589679038630674	-0.0609522430040859	0.233195298233649	0.0871786459338486
DNAJC2	Other	-0.639681486974301	-0.765623307557638	-0.599614160197587	-0.61164311761704	-0.548408505544323	-0.791411358283087
DNAJC21	Other	0.425435534727493	0.272769265525043	0.417138609618282	0.268954814483027	0.257330911003725	0.242054755593326
DNAJC22	Other	0.427448864468395	0.457899601777174	0.592967028727123	0.39562093717829	0.454890909663957	0.430501798805433
DNAJC24	Other	-0.234213201016486	-0.239247275618226	-0.382019715716126	-0.378880318603679	0.0627984850778624	0.127602642056427
DNAJC25	Other	-0.559921368109407	-0.70190003295139	-0.716188218831773	-0.568469788267149	-0.715929471104996	-0.729562931005786
DNAJC27	Other	0.291011626639281	0.154468654097945	0.276365569173584	0.374767584870542	0.308355335003928	-0.00958704454786583
DNAJC28	Other	1.11811943387631	1.11303567136853	1.11575915109712	1.12634344836685	1.02964418185847	0.908883745583221
DNAJC3	Other	0.348967889182931	0.109579251476642	0.0215970108040249	0.059185839630869	0.0682389516959703	0.0265873389360565
DNAJC30	Other	-0.0615292199405638	-0.129831284755197	-0.0703193817354279	0.00352879788644238	0.0408356449328902	-0.0774015626670233
DNAJC4	Other	0.759141195730981	0.787733638072159	0.698882470557391	0.849890376208594	0.640056560747177	0.612143823224398
DNAJC5	Other	0.190669921965469	0.058063042101395	-0.199201265304487	0.0109982375377715	-0.226909514180886	-0.230620006915462
DNAJC5B	Other	0.822743342559697	0.740214984773469	0.802615119001907	0.782176037086627	0.964805738180609	0.838063302781044
DNAJC5G	Other	-0.61269506518771	-0.402592596536206	-0.378135467075161	-0.535404072764401	-0.306655971578061	-0.349395883161748
DNAJC6	Other	0.71907410136524	0.779288553377388	0.721240487509191	0.661739943517834	0.63222139497605	0.462532782245254
DNAJC7	Other	0.664640659609298	0.637884316997508	0.621786567319313	0.52757142417695	0.486088981181466	0.590784532830294
DNAJC8	Other	-1.14116173611762	-1.15626232187055	-0.930305091207849	-1.06792273515496	-0.292968714860995	-0.23903049514411
DNAJC9	Other	-0.529855715068924	-0.560826289054023	-0.406773881459979	-0.396249536576503	-0.0134909574410028	-0.0361865567526464
DNAL1	Other	0.936654660374049	0.798309483329011	0.911436786948294	0.752882849658993	0.881818532058473	0.809610624084023
DNAL4	Other	0.247302315613383	0.528877387186959	0.322932935125308	0.261776137668976	0.326233502875393	0.399219136883639
DNALI1	Other	0.258622796632139	0.308592885922863	0.351493379453367	0.347174312287973	0.135992855824224	0.126569683711863
DNASE1	Other	0.547620136689379	0.442435616896327	0.387208025851143	0.467789619443345	0.559194447884932	0.275054644238935
DNASE1L1	Other	0.753833008440823	0.565921953326872	0.770352358059741	0.77346733549073	0.392867893264768	0.33288708430069
DNASE1L2	Other	0.736343210361751	0.939313007721536	0.819434088551372	0.666925747329731	0.674246720171028	0.529079957960382
DNASE1L3	Other	-0.104845005021013	-0.181752357254007	-0.238199987794554	0.0720490775239155	-0.140586827980145	-0.219712212531746
DNASE2	Other	-0.138156716699181	-0.158713584633761	-0.180821234086827	-0.272396689967198	0.011072962422126	-0.0318146801231404
DNASE2B	Other	0.803746430649996	0.758290666174533	0.721356578114072	0.87303145509137	0.584722236924229	0.5551252776788
DND1	Other	0.133988928427852	-0.0813739872399302	0.0353502297647923	0.0469307230985697	0.178200955442437	0.12115378615888
DNER	Other	0.262818435786548	0.204577863582348	0.480884831400255	0.37954226643485	0.237017776232381	0.19519103849501
DNHD1	Other	0.11118821064125	0.140114510250893	0.117866594725637	0.0688453971685901	-0.00767354854424868	-0.00413495271892805
DNLZ	Other	-1.27380354423694	-1.27530564670098	-1.40035726960484	-0.998043062403857	-0.850460889391936	-0.74708292669539
DNM1	Other	-0.473672334341571	-0.423818748175109	-0.149818723702579	-0.408669209448139	-0.224810603068732	-0.20055740317303
DNM1L	Other	-0.548969497562818	-0.416379419003482	-0.481846301653726	-0.565397581035414	0.0987581907784268	0.125219993351859
DNM2	Essential	-0.414478388375726	-0.327251049196453	-0.32043742036605	-0.19290127530165	0.464218965621032	0.411372880678709
DNM3	Other	0.670495370813386	0.955097314430537	0.750512025836719	0.803626441827797	0.882656833327056	0.825830269631501
DNMBP	Other	0.382506100471743	0.375185469896016	0.431636134542913	0.437355690206433	0.397446735932708	0.255144204294527
DNMT1	Other	-0.109105013230228	-0.00264797702699314	0.0080017452802693	-0.042170423983385	0.193112197981006	0.0574807980284416
DNMT3A	Other	0.0341164643849994	-0.0272094799687615	-0.203752357616856	-0.224362062444901	-0.318127984845119	-0.185806422256366
DNMT3B	Other	-0.104568254460711	-0.100468797378809	-0.109093114074883	-0.0919755299490135	-0.22659335255236	-0.203813176517577
DNMT3L	Other	0.788987377671726	0.8503642321718	0.845144665476623	0.873567131263893	0.633328476680704	0.763161285861488
DNPEP	Other	-0.249206843236585	-0.342039779968519	-0.124392142428368	-0.315690350218866	-0.359447111026598	-0.419073487575081
DNPH1	Other	0.0258548410095673	-0.154385993242311	-0.0719946375161583	-0.143277840020557	-0.182266097478604	-0.198535177751895
DNTT	Other	0.839369621986606	0.985138347856595	0.889720800107223	0.907598342897864	0.807222806504888	0.763828449954206
DNTTIP1	Other	0.434744724082664	0.485588925452109	0.426213038505472	0.443165180422805	0.404986332858936	0.318693959843324
DNTTIP2	Other	0.280403157962293	0.280506111218828	0.0870309482607842	0.264810862000075	0.657580899002374	0.655645761452388
DOC2A	Other	0.581856363175738	0.54615002914904	0.605498050746357	0.628700595999411	0.654703067443496	0.603151470860927
DOCK10	Other	0.207438040667943	0.143471882000375	0.275886864592154	0.355798423664305	0.115783914912193	-0.0352037295831296
DOCK11	Other	1.06908328224269	1.12991577073942	1.0711469198618	1.21794201228234	1.06392080263203	0.956140718194904
DOCK2	Other	0.263239704279629	0.0318747725182099	0.0492442943570247	0.214045193557101	-0.0557087650304594	-0.162559309868174
DOCK3	Other	0.851212283157482	0.841387350240666	0.857093597627308	0.872054319563779	0.788733749910403	0.673049614484158
DOCK4	Other	-0.112272384018149	-0.470614140242398	-0.195970447712243	-0.371567218307592	0.0216495770583573	-0.174801744984087
DOCK5	Other	0.494205723417604	0.427945982343273	0.415268767784438	0.572181778429441	0.397721719235065	0.396683957668021
DOCK6	Other	-0.215077718863357	-0.182788096425126	-0.0047289713401769	-0.193415006853439	-0.108463182142245	-0.077508559782485
DOCK7	Other	-0.0971448338324318	-0.155320269201607	-0.0567267734795606	-0.163111260334066	0.0314491063693195	-0.100332645250509
DOCK8	Other	0.824466859452132	0.877786973240969	0.917410240722847	1.06568113996119	0.575398950149928	0.517695770165104
DOCK9	Other	0.125432084028668	0.0627323087510725	0.0883447885892226	0.110597540098489	-0.135761179795692	-0.162843136749827
DOHH	Other	-0.617895370999988	-0.714519694214744	-0.62584465524406	-0.599860954802524	-0.156048505121507	-0.121045912745131
DOK1	Other	0.937493615422681	0.815294828657428	0.944504292150325	0.829845365490119	0.935784501951485	1.00374193389796
DOK2	Other	0.1339118151343	0.19511025551698	0.0379246554264892	0.0703749013271575	0.0180225323511212	0.0514105035617948
DOK3	Other	0.616112204986011	0.603903306050236	0.531389353827845	0.46087173082201	0.432412450405302	0.476085123528146
DOK4	Other	-0.149248012042427	-0.271038837299203	-0.128161229946688	-0.185284414121056	-0.31791382767957	-0.269433326921313
DOK5	Other	-0.290286612674105	-0.330718194092534	-0.196607604873053	-0.256951544541976	-0.367385925181899	-0.366078299452231
DOK6	Other	0.291844223735265	0.313096714898075	0.244093261330775	0.354276915646767	0.15156779800801	0.12298506449342
DOK7	Other	-0.0164747634889031	-0.137623832291154	-0.172536887060336	-0.143907215591107	-0.181557028949434	-0.267905246399516
DOLK	Other	-0.171799423610484	-0.0506425980239483	-0.137687051397323	-0.111639638945939	0.196173661365495	0.375052260506547
DOLPP1	Other	-0.213222330198324	-0.240837685843158	-0.500527064970325	-0.215492497136435	0.112064061132762	0.0100496626965002
DONSON	Other	-1.4350976237273	-1.61740890073172	-1.38774908103203	-1.39498959275342	-0.0984623432173484	-0.321303093562022
DOPEY1	Other	0.400490096473888	0.42169926422242	0.381866136933147	0.313624699207467	0.277956856495317	0.296855848174475
DOPEY2	Other	-0.225199626823828	-0.415870355763471	-0.378491344541568	-0.409005416734671	-0.593985901161415	-0.619604372805759
DOT1L	Other	0.539327295775795	0.564379959211566	0.498793099273578	0.518552280944837	0.247468855103882	0.345914599909459
DPAGT1	Other	-1.0646914392338	-1.09519681798232	-0.837412179870264	-1.0242399268642	0.32935132328518	0.187720254488579
DPCD	Other	0.673492904110193	0.70871835664982	0.618313235595196	0.812671761013871	0.663004454181394	0.309279636668392
DPCR1	Nonessential	0.35147304899569	0.268001635217514	0.293570480952922	0.247036955261612	0.394919828136447	0.291605228765494
DPEP1	Other	0.831291044306693	0.648951181320314	0.64270095907534	0.678991733171616	0.445605309453327	0.522733535312393
DPEP2	Other	0.584454930547044	0.625445216635163	0.549804728282925	0.512602887525533	0.389423921156304	0.32102268343304
DPEP3	Other	0.0960021809327077	0.176396814691954	-0.0783829151728463	0.0858133888750427	-0.0622905624078181	-0.264330858151318
DPF1	Other	-0.183115249607302	-0.289050154547109	-0.0843263438180427	-0.0314188833408363	-0.221448368961394	-0.365176216364595
DPF2	Other	-0.745972993532062	-0.780062428008274	-0.945430844798702	-0.732116834990211	-0.565033948912186	-0.436684566770988
DPF3	Other	0.34529098465182	0.315868527476271	0.363470258887689	0.385329135868745	0.266270507508652	0.151749448752576
DPH1	Other	-0.122783767665696	-0.19990157209603	0.0378580773015582	-0.158217432231154	0.604092536467363	0.431316588636013
DPH2	Other	-0.276411164257279	-0.447846771731942	-0.464919629147929	-0.343597233416833	0.345816072332983	0.156593492967867
DPH3	Other	-0.527056117170905	-0.809384501932274	-0.491260767839125	-0.781748449411087	0.400367590009424	0.260891554642827
DPH5	Other	0.00472914177919159	0.0100464892261533	0.0010803305910124	-0.0257951195115697	0.67764937684631	0.634204785927307
DPH6	Other	-0.424656057415525	-0.574119882622389	-0.666065181028251	-0.568968997808756	0.254100915089683	0.216003190420647
DPH7	Other	0.0896434552241676	0.213428520695664	0.108622512253479	0.282159261785687	0.22339388588237	0.464239257241688
DPM1	Other	-0.0798121161663178	-0.484310492498344	-0.170124780124107	-0.326047055708107	-0.13513955806692	0.17230437114042
DPM2	Other	0.919302328033517	0.83483860391672	0.828128532460968	0.834258144393737	1.10927017765709	1.26149315432697
DPM3	Other	-0.188023985170355	-0.0981897307137758	-0.211999673088331	-0.177141008410879	0.0725791669013763	0.22267108752387
DPP10	Other	-0.345410631921498	-0.295354994192138	-0.265788985975412	-0.450053364035778	-0.586162524041308	-0.423651681921287
DPP3	Other	0.863400352973227	0.848609654997499	0.877858425080504	0.738971761853589	0.814316062900413	0.752329250948936
DPP4	Other	0.290134207154354	0.545726457559684	0.306007209108588	0.291064158589144	0.148920611760987	0.125141118381574
DPP7	Other	-0.296320760003138	-0.273192151099593	-0.253555098226798	-0.307079625239424	-0.205255813232396	-0.200445209213759
DPP8	Other	-0.0618671697582125	0.0214038341183106	0.109513539374942	0.126985945948265	0.0172426993171822	-0.0828128236113202
DPP9	Other	0.27515844220658	0.323758847016434	0.231390836249688	0.437217502892312	0.330964462089362	0.290415519296051
DPPA2	Other	0.385808484354257	0.412639148491085	0.344528624867754	0.512744944440893	0.667712668176063	0.771521802907884
DPPA3	Other	1.07329913278187	0.992444509898395	1.11242555939057	1.03645714470068	1.29189733126724	1.24654195000745
DPPA4	Other	0.190598505535069	0.211531648998745	0.0742741444627213	0.248853644199766	0.0675070395084161	0.14504649381506
DPRX	Nonessential	-0.249683624442622	-0.121491065331546	-0.00551678697092868	-0.10673392564498	0.00810615941431788	0.211785510243419
DPT	Other	0.258088525229541	0.162393546057525	0.15117402553083	0.269719724667451	-0.0666306276837826	0.123880481681877
DPY19L1	Other	-0.628472323714541	-0.757500953498971	-0.504381151067672	-0.589672433344565	-0.732186810268038	-0.673597775729435
DPY19L2	Other	-0.890315838334175	-0.915453592457928	-0.961943323930601	-0.892398061932382	-0.283665511834353	-0.287315244836932
DPY19L3	Other	0.394592261439932	0.261861388053298	0.308694729864934	0.14562789404309	0.115140682368541	-0.0172172820886769
