Gene	Category	CCK-81-311cas9 Rep A p2	CCK-81-311cas9 Rep B p2	CCK-81-311cas9 Rep C p2
FGF2	Other	0.208853695929969	0.118149038282865	0.222135292738135
FGF20	Other	-0.0553432811181552	0.00196017044767326	0.0370578512073814
FGF21	Other	0.140544141362924	0.315593283923667	0.0729127411479542
FGF22	Other	0.0438620307405705	0.146477123440637	0.114564104190175
FGF23	Other	-0.0352192930399853	0.0776491297228213	-0.125315353635612
FGF3	Nonessential	-0.079910176689029	0.0769520754505773	0.238068858363747
FGF4	Nonessential	0.281700278420458	0.0360822980946187	0.14847510693521
FGF5	Other	0.193921055195842	0.120704135555147	0.182075432487404
FGF6	Nonessential	-0.130185152851561	-0.00580452720327071	0.138404842772061
FGF7	Other	-0.189744468513628	-0.0394002352493554	-0.040602096421988
FGF8	Other	0.211869437057491	0.124405897110673	0.17763327324311
FGF9	Other	0.131153361077667	0.0383807025947485	0.0348829886057903
FGFBP1	Other	0.0623935871648834	0.0773926906138765	0.0500954393884237
FGFBP2	Other	0.149172522244351	0.240905970999674	0.161399471847448
FGFBP3	Other	0.0415601590239463	-0.175373490503359	-0.0064951517223979
FGFR1	Other	0.188530644434428	-0.0208469217840308	0.0688697034905179
FGFR1OP	Other	-0.16160062242091	-0.0796402824083264	-0.224309241666543
FGFR1OP2	Other	-0.235576831061895	-0.154761610591683	-0.0467833855264651
FGFR2	Other	-0.0610223282598139	0.102982351300229	0.112822449886534
FGFR3	Other	0.124526030086998	-0.0920311772783294	-0.122001834481816
FGFR4	Other	0.179387922192824	0.158304307615441	0.0504014081762177
FGFRL1	Other	0.123360150716199	0.264489752993871	0.245565545949818
FGG	Other	-0.208256495307313	-0.255427632717635	-0.168462198184257
FGGY	Other	0.0346522883908739	0.124268148580767	0.0695847660611496
FGL1	Other	-0.054897270938577	0.00182289917319763	-0.0476128382410086
FGL2	Other	-0.302836420178923	-0.099998733201586	-0.211244562648291
FGR	Other	0.222795832063894	0.114691977120789	0.0400726564494074
FH	Other	-0.161774817218402	-0.273670856743422	-0.200610218010534
FHDC1	Other	-0.0219325236425309	-0.088242379893393	0.0274914545169303
FHIT	Other	0.0981781101826579	0.176576829416017	0.220402937434702
FHL1	Other	-0.0205807522036954	0.00838529906364527	0.126057083132622
FHL2	Other	-0.0385663941912145	-0.0422574874372312	-0.0586533079111238
FHL3	Other	-0.132652992586062	0.0542795305925425	-0.0244075710235795
FHL5	Other	0.084704206862509	0.00764901618663792	0.142509497052037
FHOD1	Other	0.0417510746316619	-0.14641899532661	0.0624541117442644
FHOD3	Other	0.158917633155024	0.0562118730438853	0.0801597910891666
FIBCD1	Other	-0.0132658320037795	0.0950504376171126	0.186649495017167
FIBIN	Other	-0.0220016377042906	0.178946755243734	0.143541517636719
FIBP	Other	-0.246515838707828	-0.243969221486826	-0.260625130824805
FICD	Other	0.0830505266690804	0.169006825189432	0.0836784721398398
FIG4	Other	-0.0860037465319696	-0.0655096320179269	0.0407410164168902
FIGF	Other	0.101141282596341	-0.00905920663348936	0.0582206588393197
FIGLA	Nonessential	-0.0443545692081677	0.0297630269485835	-0.0872603788655579
FIGN	Other	0.0996995059655318	0.0119542396444981	0.158114951315619
FIGNL1	Other	-0.235907151315408	-0.179819997618609	-0.287967313408817
FILIP1	Other	-0.0534715622033187	-0.00300066524621967	-0.0844486029069049
FILIP1L	Other	-0.118838240662369	-0.137320085103766	-0.162022267549641
FIP1L1	Other	-0.406850668970156	-0.580811885116537	-0.672018060734042
FIS1	Other	0.031559851562881	-0.0469552087884018	-0.110618823888015
FITM1	Other	-0.0447423183658506	-0.131553441595423	-0.0891585199183055
FITM2	Other	0.0421812217594884	-0.0043493104037049	0.0702751611676697
FIZ1	Other	0.0223535844928925	0.0538697323675396	0.195663417831575
FJX1	Other	-0.0783392438778675	-0.209381377374462	-0.0488968387619593
FKBP10	Other	0.0966667297580318	0.0982596215599737	0.182897511963937
FKBP11	Other	0.0145202862638864	0.0240990581795552	-0.00368701610862165
FKBP14	Other	0.0878202786132851	0.00393746342478393	0.0690593188129967
FKBP15	Other	0.0859335603558222	-0.036325755301005	-0.0060698688203572
FKBP1A	Other	-0.107351201390631	0.0956222239950348	0.0487385098724107
FKBP1B	Other	0.0438659227058441	-0.106096866013959	-0.0102854719409503
FKBP2	Other	0.0668646305192178	-0.0456300795776851	-0.0469900952590852
FKBP3	Other	0.126120087802997	-0.140723246566448	-0.0938424229523986
FKBP4	Other	0.0261844027794759	-0.129522507797671	-0.10036822790533
FKBP5	Other	0.067609535324299	0.0121323514232767	0.0636896139688043
FKBP6	Other	-0.283656207016659	-0.205931166003097	-0.17603451614407
FKBP7	Other	0.0239155480181175	-0.103270505154313	0.0112025891529328
FKBP8	Other	-0.0211177980830493	0.112343781339856	0.0403877731021657
FKBP9	Other	0.232480853713544	0.170537081636417	0.0848688997118581
FKBPL	Other	0.0704466060871911	0.23754023772865	0.228962937926399
FKRP	Other	0.0409882296831571	-0.0441520629711109	-0.0408296006903428
FKTN	Other	0.0257845082704465	-0.0268847689247951	-0.10758353149111
FLAD1	Other	0.105941265947383	0.0819026856038513	0.101759275731392
FLCN	Other	0.120495948441194	0.17013526664879	0.228860709574392
FLG	Other	0.308462215703672	-0.0262419663734439	0.211220760582768
FLG2	Nonessential	-0.122298105183539	-0.0317738372135856	-0.0743243732321422
FLI1	Other	0.0407750398247732	0.0512085404774978	0.013189022426871
FLII	Other	0.100430590384379	0.108012148942819	0.0865276223246269
FLNA	Other	0.120486978679001	0.123939692857361	0.0992353398972134
FLNB	Other	-0.102748398002078	-0.027338715371007	-0.239943460716468
FLNC	Other	0.0802128190159295	-0.0399706302754601	-0.0441989353700756
FLOT1	Other	-0.107765388032752	-0.0633474792393901	-0.0702125811267323
FLOT2	Other	0.154431527787322	-0.0169448148297772	0.0983779696844879
FLRT1	Other	-0.164828084885318	-0.115449679917573	-0.0996544723292689
FLRT2	Other	0.141817852359765	0.171832876391998	0.0644180539130134
FLRT3	Other	0.0322809355729873	-0.00271024079991317	0.0301463936410116
FLT1	Other	0.0451547117310323	0.0235467059629071	0.108280468905031
FLT3	Other	-0.0845068073279061	-0.214023504657248	-0.276089356294851
FLT3LG	Other	-0.173032499390535	-0.0573204347639913	-0.333996253873318
FLT4	Other	0.0187909217319072	0.0521770037757123	0.00221747837807745
FLVCR1	Other	-0.115349136439499	-0.224199388602635	0.004813357635193
FLVCR2	Other	-0.0418981261322541	-0.0178399470439348	-0.31522631921713
FLYWCH1	Other	0.0513511500445085	0.104002234286942	0.143042657885359
FLYWCH2	Other	0.0187115633624889	-0.0224274671959678	0.0687799943031126
FMN1	Other	0.0116735124332565	-0.136424277477345	-0.018497626956653
FMN2	Other	0.0436322077753558	0.0430658811789078	-0.058142082631368
FMNL1	Other	-0.139649958621939	-0.122728236778744	-0.138709726610481
FMNL2	Other	0.286934106192992	0.170052035253987	0.330677487829986
FMNL3	Other	0.0391708181500909	0.118980890754326	0.115350229398546
FMO1	Other	0.0444479650988647	0.034271391935744	0.00991956167041178
FMO2	Other	0.000252082360207129	-0.0646227821567853	0.0859411738811992
FMO3	Other	-0.1737158732352	-0.02876744151516	-0.0223341823885392
FMO4	Other	0.115035621619174	0.190289761993134	0.0364306017345883
FMO5	Other	-0.178282850973447	-0.135476833810603	-0.1711742215754
FMOD	Other	0.0670467791217972	0.130048843643949	0.0291583940962136
FMR1	Other	-0.0069213841609701	-0.0210637775934472	0.0598587077734641
FMR1NB	Nonessential	0.0834071919775373	0.127400910921086	-0.0257891266820074
FN1	Other	0.0852379794010542	0.0491578834281847	-0.0475444880412276
FN3K	Other	-0.110116645461805	-0.235651021067873	-0.134195671466551
FN3KRP	Other	0.161442363410526	0.0528294152262116	0.0878884989717414
FNBP1	Other	-0.00558064473158482	-0.0778538294783615	-0.0301599867668638
FNBP1L	Other	0.13437318395606	-0.00479701405125099	0.0187962703960908
FNBP4	Other	-0.172759253435833	-0.130685403851	-0.0790373503447589
FNDC1	Other	0.0773332172313124	-0.0150306228487489	-0.154323509727441
FNDC3A	Other	-0.0148098920527248	-0.104492268126659	-0.0577861051319174
FNDC3B	Other	0.070732133974919	-0.0285222807735992	0.0473945756771689
FNDC4	Other	0.00776920216095989	0.104268658947864	0.0427880923711415
FNDC5	Other	0.0357363535195786	0.15996644565855	0.15896591430108
FNDC7	Nonessential	-0.0892526659368028	-0.183790253133966	-0.0347724381053355
FNDC8	Other	0.0995753239194039	0.145810981180118	0.0810118646431819
FNDC9	Nonessential	0.10944966420189	-0.0931955108062466	-0.00413104233675748
FNIP1	Other	-0.119850032128752	-0.0515256291253862	-0.157487812110242
FNIP2	Other	0.0215675390610121	0.0187670560019869	0.0868182196858696
FNTA	Other	-0.0531791153687131	-0.0709999517599533	0.0827213043804614
FNTB	Other	-0.168047269856229	-0.120039833194574	-0.147828617293627
FOCAD	Other	0.237452621933884	0.167479093230377	0.144560129708955
FOLH1	Other	-0.089515753348976	-0.0980141339902387	-0.00172585545634907
FOLR1	Other	0.0650947981493917	0.14730960380179	0.213264798533316
FOLR2	Other	-0.105156263241136	-0.149745299634621	-0.00969996539074791
FOPNL	Other	0.065840881296131	0.070181856967898	-0.2269014843315
FOS	Other	-0.165977618584257	-0.169758842239818	-0.155729025556716
FOSB	Other	-0.0735413498418998	0.0323485663997518	-0.0500317521415079
FOSL1	Other	-0.0899542885279982	-0.0104895303857191	0.157698558983206
FOSL2	Other	-0.118637707301438	-0.135190786650457	-0.206179746157595
FOXA1	Other	-0.209626613808555	-0.20916818154309	-0.0632012164523617
FOXA2	Other	-0.106703520760855	-0.223982615376606	-0.109601633787862
FOXA3	Other	0.123163582898904	0.0113928843666931	0.0396132018324762
FOXB1	Nonessential	0.0165664560754447	0.0598623143432917	0.0332530913661108
FOXB2	Nonessential	0.177016819036087	-0.00725951600068475	0.0388067807671919
FOXC1	Other	0.0717932854171299	-0.0583690110534598	0.00905387347905351
FOXC2	Other	-0.0245885210038071	0.0814441271148783	-0.0757434069976559
FOXD2	Other	0.0343839469321298	-0.0724737276555301	0.0432212867279779
FOXD3	Other	-0.174733480107874	-0.00420579243193853	-0.122902299548386
FOXD4	Other	-0.458487571289314	-0.436957188199184	-0.398665843240264
FOXD4L1	Other	-0.293055443159698	-0.496574266065783	-0.392952549519298
FOXD4L2	Other	-0.50504051545281	-0.470544039274074	-0.478480889836753
FOXD4L3	Nonessential	-0.564612808040959	-0.49043357562973	-0.525205135963345
FOXD4L4	Nonessential	-0.50504051545281	-0.470544039274074	-0.478480889836753
FOXD4L5	Other	-0.298718187035588	-0.200875642168851	-0.407150281313099
FOXD4L6	Other	-0.564612808040959	-0.49043357562973	-0.525205135963345
FOXE1	Other	0.173302463980331	0.0771570073398063	-0.0572842951885158
FOXE3	Nonessential	0.157273715360243	0.00640332723136894	0.100076536677709
FOXF1	Other	0.102604788863813	0.187855889886095	0.305450030024337
FOXF2	Other	0.140394411653682	0.220366505063325	0.0337506245683939
FOXG1	Other	0.147186637835711	0.0789599620161467	0.0272499607729845
FOXH1	Other	0.118523334159961	0.0890064686791745	0.0638109272571563
FOXI1	Other	0.166808443957764	0.145919078709996	0.324733111631766
FOXI2	Other	0.286940805180443	0.245636978181211	0.190306302244312
FOXJ1	Other	-0.124734296187399	-0.0862587084235146	-0.224207976407512
FOXJ2	Other	0.042752280547111	-0.00454893250189614	0.0633998611181773
FOXJ3	Other	0.065597236957356	0.00615549471302024	0.0261549465405139
FOXK1	Other	-0.0422667220023668	0.0071574001985638	-0.119360487939827
FOXK2	Other	-0.0750278927161955	0.00901741756166607	-0.0200272739839045
FOXL1	Other	-0.0939139660808291	0.100775217889825	-0.105498336585676
FOXL2	Other	-0.307519888627703	-0.290269716972738	-0.273795077282479
FOXL2NB	Other	-0.0319240749966309	0.0293619553825946	0.0162431636344493
FOXM1	Other	0.0384951119703523	0.0807750066241648	0.0365388239377969
FOXN1	Nonessential	-0.0369339787934495	-0.0247167805740741	-0.0261943687013355
FOXN2	Other	0.110249129420913	0.0563917101706944	0.00505042912005915
FOXN3	Other	0.256368559220162	0.264973337767287	-0.0562114540655849
FOXN4	Other	-0.269724978382037	-0.325694870008787	-0.0281312787985566
FOXO1	Other	-0.192269792705917	-0.0872423667383992	0.0147909977667816
FOXO3	Other	0.186322746614527	0.163421224651877	0.0917693348677819
FOXO4	Other	-0.0572857672926318	-0.0605915536072068	-0.169866105243677
FOXP1	Other	0.00142750476916957	0.0909824445341126	-0.050099715888354
FOXP2	Other	0.254628912193271	0.274160502921728	0.0734434725889923
FOXP3	Other	0.108298095776039	0.192142466144977	0.265686820207269
FOXP4	Other	0.0525552222937361	0.056959928443293	-0.00976790880768541
FOXQ1	Other	-0.0584774462869603	0.206658790278487	0.166346663295861
FOXR1	Nonessential	0.0658443482195702	0.0891652791106543	0.0915060821339857
FOXR2	Other	-0.102221036155156	-0.122421158792394	-0.166482168197771
FOXRED1	Other	-0.173089953518765	0.0131121631886334	-0.266369716657657
FOXRED2	Other	0.00419849704799174	0.0107395161052125	-0.0111060439298846
FOXS1	Other	-0.0492514439651472	-0.0190724289691424	-0.142011536137938
FPGS	Other	0.00348898185482038	0.0511242687480854	0.0145652198666838
FPGT	Other	0.0218056649401108	-0.04334682424522	-0.0730876174384105
FPGT-TNNI3K	Other	0.0317163158804493	-0.287248904949967	0.0272240786135802
FPR1	Other	0.0552054160448125	-0.0910451859783698	-0.131256373814937
FPR2	Other	0.276383168483134	0.0535386639534709	0.142894752956313
FPR3	Other	0.096886735712555	0.142214318318663	-0.0832696875464688
FRA10AC1	Other	0.200908409278044	0.169235199667272	0.0565742754555348
FRAS1	Other	0.0884835442623675	-0.00870427837074156	0.125852534683838
FRAT1	Other	0.130581628983985	-0.0403058531491703	0.0963006240935517
FRAT2	Other	-0.108619807619154	-0.0868567211192028	0.0942403125737142
FREM1	Other	0.231340569532672	0.166207957196968	0.140279685733864
FREM2	Other	-0.0139956177760067	-0.115434448287713	-0.0598954452354138
FREM3	Other	-0.0544851018773438	-0.0198841421100508	0.0195050395577114
FRG1	Other	-0.245522781366623	-0.0117892572301833	-0.147807588285203
FRG2	Nonessential	-0.273263607416752	-0.178675401594554	-0.115942574076439
FRG2B	Other	-0.170521082116409	-0.0613012835466115	-0.0529809783707684
FRG2C	Other	0.0650200348763027	-0.0350684710660554	0.182508292428
FRK	Other	-0.00697992007961834	-0.0943657808677927	0.0292718409383462
FRMD1	Other	-0.0432802955043774	-0.017327978668531	0.08888552174989
FRMD3	Other	0.0860838073662719	0.0861022976487043	0.116772946973544
FRMD4A	Other	0.00822549611043519	0.131091103533525	0.0580219724156987
FRMD4B	Other	0.0213700009173403	0.034687174476881	-0.0641087834672159
FRMD5	Other	-0.0240104993781657	-0.012789147243062	0.0439771891837801
FRMD6	Other	0.08774090986405	-0.0877316675103671	-0.17435538488354
FRMD7	Nonessential	0.173729274998206	-0.00747554500200043	0.107126049581337
FRMD8	Other	0.0602337647660333	0.060500717731831	-0.144681699298889
FRMPD1	Other	-0.0360372153653203	-0.101774263294529	-0.167639131694875
FRMPD2	Other	0.0774686563210662	0.0424317711132845	0.165931860870787
FRMPD4	Other	0.265317792003021	0.171456545347111	0.053936870332334
FRRS1	Other	-0.0554210048097732	-0.0381230755374992	0.00543915174699883
FRRS1L	Other	0.0671675799057361	0.0721295324468978	0.0981533748899721
FRS2	Other	0.131243946681402	-0.0284894508712839	-0.035272762817035
FRS3	Other	0.0561993990783942	0.108228679057077	0.0888925446055985
FRY	Other	-0.0109484864337026	0.0136680317429705	0.14717376080808
FRZB	Other	-0.0446241014786496	-0.0166683135633818	-0.0850641410841668
FSBP	Other	-0.0830983240259501	-0.119844900249806	-0.13934838239703
FSCB	Nonessential	-0.226100860303019	0.0290590407450026	-0.0609085761046347
FSCN1	Other	0.0215664024611543	0.0813338348289454	-0.0161249695208957
FSCN2	Other	-0.265964036325929	-0.181029978410701	-0.210219527774881
FSCN3	Other	0.0517802564455066	0.0371518274764684	0.0882550038464602
FSD1	Other	0.0473179213127192	0.235439108227382	0.0659338581725818
FSD1L	Other	-0.0182571704823236	0.00785277713052929	-0.159154246218774
FSD2	Other	0.0829871808057155	-0.0655994559400633	0.024723124702924
FSHB	Other	0.0876537445679262	0.0459168048550266	-0.0317149662393435
FSHR	Other	0.0880464020146967	0.107097922219905	0.0828184728618011
FSIP1	Other	-0.0885708476642312	-0.0137056585200948	0.0561351340936143
FSIP2	Other	-0.180764438088378	-0.112135153083298	0.0092017953677609
FST	Other	-0.023623346117991	-0.0938860966548187	0.0205232946609761
FSTL1	Other	0.0795738616440407	0.166871229814734	0.193118526620779
FSTL3	Other	0.122460329724828	0.128837637509252	0.115352860662137
FSTL4	Other	-0.142135114027408	-0.233734818313893	-0.257611043280195
FSTL5	Other	0.212297960300609	0.013814899621391	0.121455510249311
FTCD	Other	0.0459958558057286	-0.0142868176489317	0.0854178883540113
FTH1	Other	-0.256836807728878	-0.125951092471701	-0.151386124727761
FTHL17	Other	-0.0678175353114031	-0.0737555051785123	0.185147368723491
FTL	Other	0.0723207535759797	0.122319449422118	0.127520408369186
FTMT	Other	0.0157279406451828	-0.0971052023451154	0.0704873708724741
FTSJ1	Other	0.0129883455105434	0.111298420932749	0.174726349522493
FTSJ2	Other	-0.288623996449625	-0.17337910429195	-0.279049203356356
FTSJ3	Essential	0.0579110928180455	-0.0526613862682842	-0.00820881642568405
FUBP1	Other	0.0381426601812025	-0.023304092680876	0.0407597864775975
FUBP3	Other	0.0510972819285379	0.121520091733942	0.0557124517834379
FUCA1	Other	-0.111522046016662	0.0129347501663305	-0.0895242148487199
FUCA2	Other	-0.0218789446281102	0.0709126951063745	-0.0239963387834405
FUK	Other	0.184440386869637	0.0240596529259803	0.0817337950211132
FUNDC1	Other	-0.198321645404274	-0.110687428941859	-0.173955852974713
FUNDC2	Other	-0.0505429838352307	-0.146315298578456	0.0454273589302411
FUOM	Other	0.0229810569813392	0.0589149138022854	0.0119240761903117
FURIN	Other	0.166200180044389	-0.127425494691687	-0.0253141737374049
FUS	Other	0.130175502614783	0.0204922964331735	0.000171657627817734
FUT1	Other	-0.098291557210562	-0.00802544117933221	0.100044162244636
FUT10	Other	0.0713145225428928	0.0873583642601666	0.0362214153504452
FUT11	Other	0.0190107601507064	-0.110723573936525	-0.185496534556235
FUT2	Other	-0.233657418712728	-0.167194237762516	-0.0941010655039568
FUT3	Other	-0.0103640891084145	0.0986981243487957	0.0462444798921686
FUT4	Other	-0.0590585867745827	-0.101953488021383	0.0138916473347881
FUT5	Nonessential	0.0590247663721008	0.164970238249744	0.0330242476955649
FUT6	Other	0.23105647334007	0.162716623339605	-0.0263108819607309
FUT7	Other	0.187286267999138	0.272123084758011	0.342740667082906
FUT8	Other	0.422031069564142	0.303526293966459	0.200281891003401
FUT9	Nonessential	0.169301549265157	0.218241002709297	0.0559246921110768
FUZ	Other	0.182627966331628	-0.0473691977653093	0.0936230774005226
FXN	Other	0.121134902868417	0.0139302162648638	0.211694615811949
FXR1	Other	-0.0980016007261719	-0.0277986087838549	-0.0832129417340208
FXR2	Other	-0.00947754318575661	-0.110665814913707	-0.27843956460274
FXYD1	Other	-0.0367194326513787	-0.0271991987476911	-0.0501751245166828
FXYD2	Other	0.0468462127855402	-0.0388901125706558	0.120982210931812
FXYD3	Other	-0.099605617719092	0.0258565612001323	0.0933295734146143
FXYD4	Other	0.110855231208376	0.0461192755084807	0.0599794327017023
FXYD5	Other	0.144158100457812	0.0289142817618341	0.208706804941596
FXYD6	Other	0.202154554564688	0.0899845218448581	0.315298247418067
FXYD6-FXYD2	Other	0.119878278273842	0.00241894117078223	0.143519792612038
FXYD7	Other	0.0774117074051012	0.19706918902681	0.0216400602697659
FYB	Other	0.0397670432030582	0.18022300581223	0.0704259893925611
FYCO1	Other	-0.0598446926116629	-0.0206280724851972	-0.0529763757638644
FYN	Other	0.0584324745495007	-0.0183999963594499	0.111712992761986
FYTTD1	Other	0.129814660860973	0.0265008542932998	0.0181963392238855
FZD1	Other	0.02243145405029	-0.106348590512439	-0.154004349996184
FZD10	Other	0.0659487619773355	0.0674589723808893	0.237551894408834
FZD2	Other	-0.0478992316248317	0.126211405675237	-0.134259488066763
FZD3	Other	-0.10684065625928	0.0406863550590079	-0.0856559262336567
FZD4	Other	0.145014849534364	-0.0287928750740429	0.10581611557525
FZD5	Other	-0.134841224013835	0.0788490461425323	-0.000867322322436193
FZD6	Other	0.00933227848966467	-0.061273111864121	-0.108799457355101
FZD7	Other	0.148564564093685	0.202403096504086	0.133964843621488
FZD8	Other	-0.0816765475818753	-0.0751348397246517	0.051475789080432
FZD9	Other	-0.311719735830801	-0.281682945761347	-0.204937528425154
FZR1	Other	0.234506544924985	0.378844756100722	0.182898599942021
G0S2	Other	0.318376089000209	0.0269343018992131	0.178688666536355
G2E3	Other	-0.112005210048156	-0.0735999895931518	0.0056450768948314
G3BP1	Other	0.18456343959623	-0.0474664203990526	0.0607963305646366
G3BP2	Other	-0.0221956774504856	-0.00715124246696153	-0.016191760852547
G6PC	Nonessential	-0.169959294482886	-0.183811758665314	-0.204141831950905
G6PC2	Other	-0.13347085467678	-0.0579355838496376	-0.0731809711952385
G6PC3	Other	-0.0903924676474486	-0.0698562672713688	-0.0433181900055737
G6PD	Other	0.139056279950387	0.179428875737752	0.252141133369186
GAA	Other	0.0419603811928413	0.0788014376514052	0.132157204290208
GAB1	Other	0.189693188266548	-0.0505777204283023	-0.00844973091679696
GAB2	Other	-0.301861383266496	-0.201666871785483	-0.0834644265091437
GAB3	Other	0.0278909051993756	0.0555311617932374	-0.0322051279252947
GAB4	Other	-0.143988843223584	-0.0767816670957042	-0.0349842959512214
GABARAP	Other	-0.0171700171174737	-0.0903259487023899	0.0456083910164615
GABARAPL1	Other	-0.153830802247668	-0.172035446599614	-0.166328487669523
GABARAPL2	Other	0.13906972252478	0.0801241315993492	-0.0203416560121022
GABBR1	Other	0.0359153268687872	0.161161089201121	0.170971346461021
GABBR2	Other	0.0988173044870858	0.03960942047518	0.0345389445936894
GABPA	Other	-0.135388912582261	-0.0203920314126524	0.0129790785874836
GABPB1	Other	0.00314528350239723	0.114195316840667	0.190433159042537
GABPB2	Other	0.0381075031873904	-0.180447234848915	-0.265399229262067
GABRA1	Nonessential	0.144955672743009	0.14389747824553	0.128966023346613
GABRA2	Other	0.00891303464340953	0.107794987014553	-0.0272283213065333
GABRA3	Other	0.191501474657746	0.192153250789922	0.204433718410139
GABRA4	Other	0.248711961467621	0.1575183587918	0.158401322592592
GABRA5	Other	0.188702567136785	0.0450172343924109	0.106081249398597
GABRA6	Nonessential	0.0602667445516352	0.0671001712901879	0.0937019473123958
GABRB1	Other	0.106932101387886	0.0959458606919208	0.0570506716447179
GABRB2	Other	0.0203900090429816	-0.0432419612310843	0.106054328234983
GABRB3	Other	0.069452940730127	0.185493298566031	0.0436944754905636
GABRD	Other	-0.0769540499608282	-0.0432745610852586	-0.00048873920181397
GABRE	Other	0.062283515252878	0.144595589804395	0.112932444903916
GABRG1	Other	0.216615869837918	0.085814793694556	0.186631529018643
GABRG2	Other	0.0555761896010022	-0.0295951857375478	0.0179067651033946
GABRG3	Other	-0.0764819373339913	0.0849994892442522	-0.0298757593130316
GABRP	Other	0.213542950479339	0.0935336109528336	0.197723877705515
GABRQ	Other	0.147908769618946	-0.096838754072299	0.0932560368878141
GABRR1	Other	0.00280042292214067	0.0313915439632575	-0.0971920199176891
GABRR2	Other	-0.180090023116586	-0.0322932828833886	0.0662776860977352
GAD1	Other	-0.468077265723492	-0.10265470146394	-0.296002128917808
GAD2	Other	0.260314205906419	0.125198123259468	0.252328828227407
GADD45A	Other	0.194057577470985	0.0802600094149125	0.150241910142708
GADD45B	Other	-0.0617949734504652	0.117345004104715	0.0922591308648643
GADD45G	Other	0.00841157089018013	0.0289205419058964	-0.0694985843593012
GADD45GIP1	Other	0.0264097499894597	0.053099127398648	0.186939216262204
GADL1	Other	0.0217942364084296	0.00905725510327582	-0.0294145204397095
GAGE1	Nonessential	-0.437791696707953	-0.369583974586681	-0.437609350687374
GAGE12C	Other	-0.437791696707953	-0.369583974586681	-0.437609350687374
GAGE12D	Other	-0.437791696707953	-0.369583974586681	-0.437609350687374
GAGE12E	Other	-0.437791696707953	-0.369583974586681	-0.437609350687374
GAGE12F	Other	-0.437791696707953	-0.369583974586681	-0.437609350687374
GAGE12G	Other	-0.437791696707953	-0.369583974586681	-0.437609350687374
GAGE12H	Other	-0.250631317579974	-0.163249629708968	-0.177848153191621
GAGE12I	Other	-0.437791696707953	-0.369583974586681	-0.437609350687374
GAGE12J	Other	-0.472524593846078	-0.494400958728535	-0.579923791397027
GAGE13	Other	-0.532815360161909	-0.446280068131387	-0.548685302634977
GAGE2A	Other	-0.705883514509151	-0.609963595316189	-0.710799263248319
GAGE2B	Other	-0.705883514509151	-0.609963595316189	-0.710799263248319
GAGE2C	Nonessential	-0.705883514509151	-0.609963595316189	-0.710799263248319
GAGE2D	Other	-0.705883514509151	-0.609963595316189	-0.710799263248319
GAGE2E	Other	-0.705883514509151	-0.609963595316189	-0.710799263248319
GAK	Other	-0.0178269598004476	-0.000153927847621804	-0.10820401116456
GAL	Other	0.0561301939137993	0.0960715861900332	-0.037968254479244
GAL3ST1	Other	0.242320867601171	0.0427020147651823	0.155871317362603
GAL3ST2	Other	0.0340355339294476	-0.00576918499745521	-0.0366704828413984
GAL3ST3	Other	0.041970068896112	0.104854233908108	0.203234109680282
GAL3ST4	Other	-0.193343293341451	-0.0626433469519276	-0.160033625304415
GALC	Other	-0.186486050817349	-0.0940344762446195	-0.20176263791536
GALE	Other	-0.0077736947294135	0.126838872689577	0.134399576079433
GALK1	Other	-0.379462621463273	-0.341933644031433	-0.383507073113587
GALK2	Other	-0.0915585416965831	-0.0557096684100976	-0.0927943021035042
GALM	Other	-0.0975059540347671	0.00595308162900299	-0.00330292796350529
GALNS	Other	0.042310620509715	-0.0701582665051904	-0.199508567293865
GALNT1	Other	-0.0272295771649365	0.0892552836168377	0.0803289429676293
GALNT10	Other	0.29572166970119	0.00842898836269124	0.213115940359445
GALNT11	Other	0.0908811050722209	0.109406893097486	0.0312946459992254
GALNT12	Other	0.0339982132934214	-0.0455107220826391	0.0224030329652094
GALNT13	Other	0.09528022665681	0.130988001790674	0.14396282797833
GALNT14	Other	-0.104746123166648	0.128208339473326	-0.0394518240152162
GALNT16	Other	0.0646457022093726	0.0664043673323211	0.0439533770546545
GALNT18	Other	0.23843439605488	0.0379152103538029	0.081623797798833
GALNT2	Other	-0.0830390976133165	-0.0620656709254395	-0.115348199396035
GALNT3	Other	0.0177072815525456	0.140961193426017	0.00805919393601406
GALNT4	Other	-0.162498901223491	-0.0914753662294246	-0.0839215737660526
GALNT5	Other	0.00698421271511834	0.0344178774984133	0.000420892869245237
GALNT6	Other	-0.0386178356787799	-0.0682921740071537	0.042286400246386
GALNT7	Other	-0.0445008248273138	0.203080393652519	0.00668934685655431
GALNT8	Other	-0.0153571994870284	-0.146897638659033	-0.0660348497741206
GALNT9	Other	-0.0040908426549513	0.0747544041538775	-0.00448075135504428
GALNTL5	Nonessential	0.13794352446509	-0.0706007466215852	-0.0737681580817789
GALNTL6	Other	0.117485095810659	-0.0813310008712063	-0.121274308079064
GALP	Other	0.0247540134276903	-0.109442118762419	0.0110462266333671
GALR1	Nonessential	0.0267134207504794	0.0238477002685243	0.0835509021274325
GALR2	Other	0.0598646047943452	-0.0862258760438654	-0.0501374398748461
GALR3	Nonessential	-0.148530960969622	0.0102349215770224	-0.02871791376204
GALT	Other	0.00163558042861894	0.0587076709463922	-0.0636670427276548
GAMT	Other	-0.0505966657016022	0.172098130672587	-0.0322263956846404
