Gene	Category	CCK	pDNA
BIN3	Other	1.2502202458711	0.878970254574431
BIRC2	Other	0.853829846157509	0.847482365373562
BIRC3	Other	0.458068443684217	0.418591362864453
BIRC5	Other	0.139071014330121	0.417958774224323
BIRC6	Other	-0.454810277534064	0.203109443000743
BIRC7	Other	0.315101140296342	0.130651737169125
BIRC8	Nonessential	0.622100994560712	0.617387096147685
BIVM	Other	0.581585193938149	0.56766015461496
BLCAP	Other	0.666407552133837	0.639749861223039
BLID	Other	0.843689505968298	0.787734430070921
BLK	Other	0.307250411067974	0.383374819687825
BLM	Other	-0.149179905857066	-0.297972947283821
BLMH	Other	-0.178157230763082	-0.0730438024239859
BLNK	Other	0.214284270931243	0.284446792564576
BLOC1S1	Other	0.0123495374307927	0.0504314483016544
BLOC1S2	Other	0.146166092559832	0.139006159739183
BLOC1S3	Other	-0.672531668645962	-0.591994171757066
BLOC1S4	Other	-0.507796808286074	-0.539263004942669
BLOC1S5	Other	-0.142781430045294	-0.137147525964497
BLOC1S6	Other	0.178545404605838	0.45286794058184
BLVRA	Other	-0.000145870102537992	-0.184105646073381
BLVRB	Other	-0.00565642556321818	-0.0593419957592237
BLZF1	Other	-0.378820652984809	-0.272323977989457
BMF	Other	-0.0153664914624107	0.112502633452631
BMI1	Other	0.68079784175008	0.642939200929304
BMP1	Other	0.297227851799923	0.385052453275373
BMP10	Nonessential	0.442808390613439	0.514887444111441
BMP15	Nonessential	-0.0728725022763703	-0.100396510346318
BMP2	Other	0.214812345035369	0.171353349133349
BMP2K	Other	0.504698942519947	0.497178143538638
BMP3	Other	0.519418929890914	0.391867516513552
BMP4	Other	-0.0819322989356187	-0.106629863270993
BMP5	Other	0.452389143468577	0.394007208134072
BMP6	Other	0.0912625931562982	-0.0216441870014886
BMP7	Other	0.471769457936563	0.510893420480213
BMP8A	Other	-0.338772860165862	-0.625293359316563
BMP8B	Other	-0.794704495839667	-0.737653528622314
BMPER	Other	0.303613042973057	0.182876667265229
BMPR1A	Other	0.194931322544657	0.439487476887906
BMPR1B	Other	0.0495680967608597	-0.0120912659999827
BMPR2	Other	0.47776752726887	0.687688504609975
BMS1	Other	-0.064946255376737	0.102545961350653
BMX	Other	0.801723259924271	0.823091873029425
BNC1	Other	-0.054254749032142	0.11614328269349
BNC2	Other	0.227433349852107	0.179101548689415
BNIP1	Other	0.0742404122909329	0.00402972886702769
BNIP2	Other	0.17026413002576	0.178691205927432
BNIP3	Other	-0.347818302970566	-0.0348591882789788
BNIP3L	Other	1.36626492169248	1.137893160546
BNIPL	Other	-0.384764774744613	-0.225191629292033
BOC	Other	-0.471736232599564	-0.324769112990196
BOD1	Other	-0.368080790142784	-0.363784472722676
BOD1L1	Other	1.35360310801026	1.37713036774978
BOD1L2	Other	0.50052610888166	0.354360385551572
BOK	Other	-0.250735114329019	-0.207602532237289
BOLA1	Other	0.271094289600222	0.172620959380821
BOLA2B	Other	1.32366229843304	1.65249693004799
BOLA3	Other	-0.339270977577963	-0.438879733628622
BOLL	Other	-0.109552878896297	-0.168744249798955
BOP1	Other	-0.610369416811782	-0.265864571799369
BORA	Other	-0.281209818314171	-0.0159345599865349
BPGM	Other	-0.549393642325912	-0.514711362347762
BPHL	Other	0.0136301709709492	0.0622046133625805
BPI	Other	0.610870350413433	0.334948156421768
BPIFA1	Nonessential	1.12709708724281	0.915035044757862
BPIFA2	Other	0.885711886141498	0.660484404519986
BPIFA3	Nonessential	1.15171306028776	0.99095093144261
BPIFB1	Other	0.524328475303104	0.521482762149169
BPIFB2	Other	0.498222363944975	0.450754300367845
BPIFB3	Nonessential	0.721835432728495	0.745152740394122
BPIFB4	Other	0.256072392330185	0.345122070009556
BPIFB6	Nonessential	0.759675481317959	0.583830491236889
BPIFC	Nonessential	0.177282130813045	0.118604028155273
BPNT1	Other	-0.239382851968333	-0.146780262117591
BPTF	Other	0.417492946804773	0.533705865767593
BPY2	Nonessential	3.10698559131199	3.02305222735971
BPY2B	Other	3.10698559131199	3.02305222735971
BPY2C	Other	3.10698559131199	3.02305222735971
BRAF	Other	0.328978010468295	0.358004192045565
BRAP	Other	0.0106480816658559	0.256552805963965
BRAT1	Other	-0.378055030825988	-0.4212828899437
BRCA1	Other	-0.027643981294406	0.213843702517357
BRCA2	Other	0.335479039985007	0.44728133530259
BRCC3	Other	-0.213177854218444	-0.108014394831133
BRD1	Other	-0.0125816526331746	0.0883057206827141
BRD2	Other	-0.368445272642343	0.0439881615215834
BRD3	Other	0.745342103771166	0.634286211608379
BRD4	Other	0.430546527936132	0.609406778145329
BRD7	Other	0.792124937271621	0.827670859833628
BRD8	Other	-0.140454842324331	-0.00315304054324057
BRD9	Other	0.531382556401102	0.463601900591923
BRDT	Nonessential	0.374369592033843	0.398273050485794
BRE	Other	-0.0499051817553664	-0.0840890024715046
BRF1	Other	-0.277845811946274	-0.158511579279558
BRF2	Other	-0.123389410679494	0.262031478642934
BRI3	Other	-0.56820134817856	-0.397772478965247
BRI3BP	Other	-0.343876199314024	-0.284072415174738
BRICD5	Other	-0.00839161302571311	-0.104628445451048
BRINP1	Other	0.432652115847495	0.269190054811041
BRINP2	Other	0.501751172637882	0.486791470595126
BRINP3	Other	1.2089171539755	1.23085037817912
BRIP1	Other	1.07964522901454	1.25501753939367
BRIX1	Essential	-0.71781026083487	-0.438328364868141
BRK1	Other	-0.344239779031366	-0.253353488107249
BRMS1	Other	-0.547988937497831	-0.339666980886927
BRMS1L	Other	0.0751007302188736	0.0909678326580714
BROX	Other	0.311956922832963	0.353998316311039
BRPF1	Other	0.639855675487606	0.781469601066454
BRPF3	Other	1.09870729839888	1.07487690414538
BRS3	Other	1.39454920028407	1.21749353014938
BRSK1	Other	0.663134919211802	0.48374145230012
BRSK2	Other	-0.0216197852579914	-0.0127372027479306
BRWD1	Other	0.346394686286073	0.515444296652682
BRWD3	Other	0.157719945153222	0.214040574357804
BSCL2	Other	0.293746934756511	0.533757500262328
BSDC1	Other	0.378164156987324	0.244726488785164
BSG	Other	-0.465770315101124	-0.541683776791124
BSN	Other	-0.27734071079549	-0.270969151531266
BSND	Nonessential	0.211196642639019	0.279732677576117
BSPH1	Other	0.302832831097092	0.361482567944564
BSPRY	Other	0.336911491101223	0.389011017960374
BST1	Other	-0.4320208415601	-0.506428653509643
BST2	Other	0.114481992973358	0.0883982482438336
BSX	Other	0.541231393991984	0.412616507341526
BTAF1	Other	0.421866783312313	0.325685736229055
BTBD1	Other	-0.375075279819002	-0.324837681203872
BTBD10	Other	0.387636223536572	0.548116285242439
BTBD11	Other	-0.267228488365947	-0.275731184508158
BTBD16	Other	0.63540869032211	0.456837057126387
BTBD17	Other	-0.892935817067657	-0.785892860870334
BTBD18	Other	-0.38448479778786	-0.419944798399135
BTBD2	Other	0.0198848162137316	-0.0708246883355111
BTBD3	Other	-0.184045959115116	-0.0659845502513771
BTBD6	Other	0.0521927280972128	0.0683017856822929
BTBD7	Other	0.314724494072175	0.365699675990342
BTBD8	Other	0.301769281801118	0.370378999977468
BTBD9	Other	0.321927872002007	0.511486326378419
BTC	Other	-0.0719916420701563	-0.120797349460572
BTD	Other	-0.0279921696151585	-0.129700998744158
BTF3	Other	0.0905284545012216	0.124183787796458
BTF3L4	Other	-0.71010933052863	-0.505895775783619
BTG1	Other	0.724271305260317	0.824044711946396
BTG2	Other	-0.424147866283309	-0.316272260761977
BTG3	Other	1.18756563673952	1.23788093662549
BTG4	Other	0.936792373559766	0.879560539279587
BTK	Other	0.237557139731482	0.276034910418182
BTLA	Other	0.778451485106764	0.687409001276525
BTN1A1	Other	-0.548214352221297	-0.525729480457368
BTN2A1	Other	0.766772367205155	0.671594982614791
BTN2A2	Other	0.671825321302036	0.562570802582745
BTN3A1	Other	0.603745433821027	0.450459736992457
BTN3A2	Other	0.374700845736719	0.32335264307326
BTN3A3	Other	0.0151485984887494	0.165781000311805
BTNL3	Other	0.463874677725223	0.347358598287475
BTNL8	Other	-0.164138394542513	-0.155774318976863
BTNL9	Other	0.639272658095764	0.57702915432479
BTRC	Other	0.0954126931340251	0.111821893862052
BUB1	Other	0.808658050916685	1.03943090928028
BUB1B	Other	0.532284775279033	0.839926475543168
BUB3	Other	-0.64034990436753	0.0902036150055118
BUD13	Other	-0.271794472866816	0.394125750163455
BUD31	Other	-0.395675312605941	0.274991056181187
BVES	Other	-0.0284052516894378	-0.107818101366514
BYSL	Other	0.0300067634169027	0.334573493632259
BZRAP1	Other	-0.0871805459513376	-0.00796139721499341
BZW1	Other	0.215745897349926	0.14505293568462
BZW2	Other	0.60691927185798	0.520001787123192
C10ORF10	Other	0.0743443170636867	0.103917732048297
C10ORF105	Other	-0.564836679548087	-0.603705267117106
C10ORF107	Other	0.204516100516688	0.339232906167041
C10ORF11	Other	0.511636376396371	0.442236978993096
C10ORF111	Other	0.0202175434475555	-0.187932726586332
C10ORF113	Nonessential	1.0502010383495	0.943202730121256
C10ORF12	Other	1.84361365106275	1.68743080833162
C10ORF120	Nonessential	0.109044201609916	0.0618197521990441
C10ORF126	Other	0.349404755398359	0.38072309344035
C10ORF128	Other	0.258688620130129	0.10597453719227
C10ORF2	Other	-0.221033318880882	-0.391434303322384
C10ORF25	Other	0.00214991896673539	-0.0643047019416876
C10ORF32	Other	-0.0679310592310332	-0.00131772654486783
C10ORF35	Other	0.266236028545712	0.248019370598851
C10ORF53	Nonessential	-0.141083276782579	-0.149916465944194
C10ORF54	Other	0.0243085775091158	0.049699367068174
C10ORF55	Other	0.83436782450083	0.828307232681714
C10ORF62	Other	0.21333405870492	0.363913009589648
C10ORF67	Other	-0.380551564968813	-0.496031700883088
C10ORF71	Other	0.58239828194082	0.379220165761847
C10ORF76	Other	-0.680803391479505	-0.484367642972745
C10ORF82	Other	0.415452599889787	0.337467295704416
C10ORF88	Other	0.00305666097381965	0.19458802600157
C10ORF90	Other	-0.186348090505777	-0.112952896122257
C10ORF91	Other	-0.184319824149038	-0.359561643806096
C10ORF95	Other	0.373740444913538	0.469169441412635
C10ORF99	Other	0.180554157774352	0.0968476190796011
C11ORF1	Other	-0.107341389955461	-0.107660389811546
C11ORF16	Other	0.347889464018717	0.185196876084373
C11ORF21	Other	0.21118612718159	0.0153937981004951
C11ORF24	Other	-0.0033173356649624	-0.102583222412706
C11ORF30	Other	0.550010718912776	0.492111905021399
C11ORF31	Other	-0.82904675895685	-0.582300422014613
C11ORF40	Nonessential	-0.240858043871313	-0.267561972112537
C11ORF42	Other	0.303671736304997	0.316205902916475
C11ORF44	Other	0.0382436779319303	-0.0603834143111333
C11ORF45	Other	-0.110189299833971	-0.172112701665914
C11ORF49	Other	0.446053463913174	0.431907260720685
C11ORF52	Other	-0.727595917978639	-0.584773827274347
C11ORF53	Other	0.449578655318367	0.557714336518449
C11ORF54	Other	0.827849247742132	0.760672350827476
C11ORF57	Other	0.69240614875999	0.79774121747687
C11ORF58	Other	0.226471529993924	0.319286796595807
C11ORF63	Other	0.368805634691904	0.427977034673389
C11ORF65	Other	0.18781691922822	0.361135213159487
C11ORF68	Other	-0.14058078762029	-0.022255034020105
C11ORF70	Other	0.430302521433935	0.491228416472342
C11ORF71	Other	-0.287908027277477	-0.297776204957671
C11ORF73	Other	-0.0512123998033374	-0.0515329998614485
C11ORF74	Other	0.27388758551889	0.131603744571445
C11ORF80	Other	0.508233234163213	0.584892506398654
C11ORF84	Other	0.646822406054662	0.750664989887146
C11ORF85	Other	0.356224031264905	0.416935375426345
C11ORF86	Other	0.0637913750885335	0.107626847914897
C11ORF87	Other	-0.286033791487964	-0.388596354097838
C11ORF88	Other	0.0372478277000571	0.0775449533389158
C11ORF91	Other	-0.908332476691698	-0.769735373351964
C11ORF94	Other	0.263630367900465	0.277257496076977
C12ORF10	Other	0.130567119588877	0.409322694781037
C12ORF29	Other	0.774552197187945	0.726133631648194
C12ORF4	Other	0.98122092769089	0.938217150578555
C12ORF40	Nonessential	1.1362584136292	0.948353550300468
C12ORF42	Other	0.149834020046333	0.147857616155301
C12ORF43	Other	0.38116799000819	0.411177947494327
C12ORF45	Other	0.483088465873319	0.437400740905542
C12ORF49	Other	0.203385308720108	0.274117139923348
C12ORF5	Other	0.234855641732848	0.200934277843672
C12ORF50	Other	-0.199413666191769	-0.281640049611594
C12ORF54	Other	0.652744804659777	0.533976363008313
C12ORF56	Other	-0.455449974032922	-0.327866714155385
C12ORF57	Other	-0.204749759290871	-0.225844404182672
C12ORF60	Other	-0.0389526519612955	0.137627995425265
C12ORF65	Other	0.034880134678897	0.145011898679755
C12ORF66	Essential	0.0373903719057533	0.136161012035434
C12ORF71	Other	-0.308537667311179	-0.18774144101029
C12ORF73	Other	-0.826012869957277	-0.850291531664647
C12ORF74	Other	0.290021457236829	0.28338461857676
C12ORF75	Other	-0.192572362882084	-0.309124664014487
C12ORF76	Other	-0.0020197886111741	0.0566402474591396
C12ORF77	Other	0.954329151348528	1.0046926160592
C12ORF79	Other	0.601332830607113	0.443345415060318
C14ORF1	Other	0.537680238282282	0.608985635214073
C14ORF105	Other	0.325008154840536	0.395295348255823
C14ORF119	Other	0.0987478913385048	0.125817594178672
C14ORF142	Other	-0.334616436878445	-0.226432020531438
C14ORF159	Other	0.294456863459056	0.066845589087051
C14ORF166	Other	0.430463062055272	0.423963614718564
C14ORF177	Other	0.384097358016204	0.369552886218395
C14ORF178	Other	-0.483109690625574	0.101291798217376
C14ORF180	Other	-0.0855282075650858	-0.119198987705271
C14ORF183	Nonessential	1.26815546648762	1.31296348488759
C14ORF2	Other	0.328328767787127	0.217998814415316
C14ORF28	Other	0.665930679306556	0.746688639672616
C14ORF37	Other	-0.24024726503156	-0.272449387747142
C14ORF39	Other	0.619092895076028	0.645825500705949
C14ORF79	Other	0.384537275975503	0.373036501771649
C14ORF80	Other	0.422895672690014	0.339824691891389
C14ORF93	Other	0.400344540921916	0.496238060420537
C15ORF26	Other	0.297010133222039	0.344329637967847
C15ORF27	Other	-0.0290065758107859	-0.112090924502207
C15ORF32	Other	0.773661045719271	0.665405018436348
C15ORF38-AP3S2	Other	1.10340767616267	0.988501332476632
C15ORF39	Other	-0.245472433122562	-0.0828299248337819
C15ORF40	Other	0.320062521144365	0.294272999566763
C15ORF41	Other	0.405413337961477	0.292466483844465
C15ORF43	Other	0.23303022874797	0.129447943211901
C15ORF48	Other	0.226002390232239	0.300197110199179
C15ORF52	Other	0.364182326544305	0.294498911680396
C15ORF53	Other	0.26354043571645	0.320565475349616
C15ORF54	Other	0.789964197683439	0.585026235905457
C15ORF56	Other	-0.164443922328639	-0.22155778572512
C15ORF57	Other	1.03416916212149	0.996300671847339
C15ORF59	Other	-0.0740635627539646	-0.194917234425763
C15ORF61	Other	-0.440746385117249	-0.676311186570414
C15ORF62	Other	0.15762525537462	0.205072364962697
C15ORF65	Other	0.147662064099318	0.140523687857685
C16ORF45	Other	0.407524537344531	0.3109480993434
C16ORF46	Other	-0.207209158196842	-0.202133665276868
C16ORF52	Other	-0.319361811229252	-0.338495637633941
C16ORF54	Other	0.431504752397757	0.475783074645283
C16ORF58	Other	0.475208497428566	0.335949898466632
C16ORF59	Other	-0.770264258484721	-0.773719574680187
C16ORF62	Other	0.21276168367949	0.184411277110725
C16ORF70	Other	0.123051322750148	0.258954214855526
C16ORF71	Other	-0.027705308970029	-0.120821316762319
C16ORF72	Other	-0.115649459057049	-0.0897864008440274
C16ORF74	Other	0.491314905498404	0.648382228860565
C16ORF78	Nonessential	0.626863401887619	0.469410249840856
C16ORF86	Other	-0.409010416993893	-0.318032498384704
C16ORF87	Other	-0.0191788402085685	0.0844767183349883
C16ORF89	Other	0.109523992537647	0.0049473713635624
C16ORF90	Other	0.299170217518108	0.29874802438973
C16ORF91	Other	0.20926652391596	0.0717672747961585
C16ORF92	Other	0.784769391341131	0.824902210685591
C16ORF93	Other	-0.217334471982135	-0.0436378417955642
C16ORF95	Other	-0.0863862911347889	-0.0106208198723069
C16ORF96	Other	0.0287853712057605	-0.00432826444038045
C16ORF97	Other	0.201360588573729	0.125126518113985
C17ORF102	Nonessential	0.374954215710612	0.347216894813356
C17ORF104	Other	0.511859298904977	0.77179418449807
C17ORF105	Other	1.14158603880178	1.17126127509124
C17ORF107	Other	0.388139938890989	0.420577620589999
C17ORF112	Other	1.44884204781921	1.31499140436799
C17ORF47	Other	-0.534627452969979	-0.425927452014299
C17ORF49	Other	0.379041578341627	0.487125571855793
C17ORF50	Other	-0.080731229119937	0.2070300134385
C17ORF51	Other	0.0282874541559072	0.0907885506224745
C17ORF53	Other	-0.0360458053755034	0.163174576587996
C17ORF58	Other	-0.0180118704283387	0.286925485410469
C17ORF59	Other	-0.185198912515748	-0.388166844099294
C17ORF62	Other	0.560988712510712	0.578599875369624
C17ORF64	Other	-0.278483042158894	-0.261910903082069
C17ORF67	Other	1.50437522376547	1.39926577163947
C17ORF70	Other	0.693847821007033	0.853648948456412
C17ORF74	Other	0.709636742786011	0.690964171876998
C17ORF75	Other	0.673599290041413	0.957284641641365
C17ORF77	Other	0.810397776098212	0.802508584031076
C17ORF78	Nonessential	0.0952871233497555	0.21339092270268
C17ORF80	Other	0.791442468853323	0.781252897720063
C17ORF82	Other	-0.33446969666444	0.0777973062191095
C17ORF85	Other	0.0802995762202337	0.0614732751059969
C17ORF89	Other	-0.918469243782235	-0.589965515040554
C17ORF96	Other	-0.686244430573048	-0.234378572978741
C17ORF97	Other	0.582331138319317	0.497799493600527
C17ORF98	Other	-0.906873146390447	-0.87235312292718
C17ORF99	Other	-0.0837129611998656	-0.0836442740378066
C18ORF21	Other	0.433094422450774	0.493078296479378
C18ORF25	Other	0.352662759584232	0.229888882832326
C18ORF32	Other	-0.0649498447257548	0.0512706355160916
C18ORF42	Other	1.31598595879097	1.22821447485122
C18ORF54	Other	0.8011759426996	0.828096885657879
C18ORF63	Other	0.0643436713796254	0.115910683107412
C18ORF8	Other	0.208827430119466	0.335419526049924
C19ORF10	Other	0.224586768064816	0.268125594102201
C19ORF12	Other	0.698609515035336	0.569288341137932
C19ORF18	Other	0.0243038160508842	-0.0109615876579859
C19ORF24	Other	-1.19517951239465	-1.07703186085573
C19ORF25	Other	0.544228995942427	0.362779829627572
C19ORF26	Other	0.215172995886469	0.13204271626676
C19ORF33	Other	-0.465691820609559	-0.439078761559307
C19ORF35	Other	-0.745177513572163	-0.686038796608288
C19ORF38	Other	-0.456003105342047	-0.329295518549972
C19ORF40	Other	0.764583226276095	0.676330945015085
C19ORF43	Other	-0.0864975389090275	-0.215207045523189
C19ORF44	Other	0.304302892569708	0.330508925596903
C19ORF45	Nonessential	-0.447249873817589	-0.507962160285233
C19ORF47	Other	-0.00116560159757594	0.0625790136315421
C19ORF48	Other	-0.178936806831401	-0.112191456393464
C19ORF52	Other	-0.414528645481919	-0.346658311176757
C19ORF53	Other	-0.222146567928959	-0.11612637597944
C19ORF54	Other	-0.221459703697897	-0.316046205085865
C19ORF57	Other	0.30969722764787	0.326098414720231
C19ORF60	Other	-0.438506532557488	-0.375277201742987
C19ORF66	Other	-0.310547567840646	-0.222556056939357
C19ORF67	Other	-0.556162364986094	-0.54760178170693
C19ORF70	Other	0.120309057381252	0.215538414283672
C19ORF71	Other	-0.402464298253216	-0.301505507925156
C19ORF73	Other	0.467424489354159	0.395734700633045
C19ORF80	Other	0.262423028220555	0.0100822988427891
C19ORF81	Other	-0.23349494773314	-0.321167653552637
C19ORF83	Other	0.153907464295927	0.325229519197003
C19ORF84	Other	0.422513686107896	0.196802906181767
C1D	Other	0.966633452212869	0.917600659924554
C1GALT1	Other	0.97695257627552	0.971514762982113
C1GALT1C1	Other	0.0644134726900392	-0.0110738239835081
C1ORF100	Other	0.696456932938278	0.943773337123544
C1ORF101	Other	0.294787225969196	0.189504139767437
C1ORF105	Other	0.248649804353127	0.369404898111789
C1ORF106	Other	-0.0958083455041891	-0.1607202057199
C1ORF109	Other	0.421569544882915	0.544288653541487
C1ORF110	Other	0.793822045331118	0.798064184170633
C1ORF111	Other	0.0426146888375937	0.062084144552051
C1ORF112	Other	0.265143258773171	0.264468916520134
C1ORF115	Other	0.208806686383983	0.271457219822257
C1ORF116	Other	0.00989134734595406	-0.0270871572541463
C1ORF122	Other	0.10024751618746	0.0904202569855236
C1ORF123	Other	0.481819575413575	0.639837852007779
C1ORF127	Other	0.183015406172688	0.336568447321449
C1ORF131	Other	-0.420603657917253	-0.477486491272312
C1ORF137	Other	0.218553413633432	0.22051366469308
C1ORF141	Other	0.166587539516333	0.255189157885305
C1ORF146	Nonessential	1.13485559525702	1.02131240145726
C1ORF158	Other	0.695661270521376	0.631532053904018
C1ORF159	Other	0.325420624659454	0.43739446987616
C1ORF162	Other	0.455343020581362	0.244859417113035
C1ORF168	Other	-0.280373682265706	-0.219946266374121
C1ORF174	Other	-0.187503907742834	-0.327434536166968
C1ORF177	Other	-0.146506783223228	0.0808781118680542
C1ORF185	Other	0.0812518114597406	0.0456711906655012
C1ORF186	Other	0.182655635343146	0.276824418475317
C1ORF189	Other	0.419461316571149	0.452104484248003
C1ORF194	Other	0.458432180404311	0.34810309035897
C1ORF195	Other	0.511584762209443	0.550599470712898
C1ORF198	Other	0.380942129490114	0.241822353678474
C1ORF204	Other	0.805794230259897	0.60627337999408
C1ORF21	Other	0.103062542776495	0.277629424058397
C1ORF210	Other	0.22438051284403	0.171063789837313
C1ORF216	Other	0.0821097695844857	-0.105691062827633
C1ORF226	Other	-0.479208247338243	-0.451724627685301
C1ORF228	Other	0.780191435327434	0.867491600140953
C1ORF229	Other	0.361522892955641	0.346606166704286
C1ORF233	Other	-1.08383790550875	-0.854750573048565
C1ORF234	Other	0.569189416340374	0.508003889078776
C1ORF27	Other	0.357002887163887	0.341902620757463
C1ORF35	Other	-0.149856509214829	0.0115245272488984
C1ORF43	Other	0.314176729110145	0.620089819228622
C1ORF50	Other	0.528309948049865	0.342380567274904
C1ORF52	Other	0.297590769082013	0.298497080746942
C1ORF53	Other	-0.297017061154619	-0.267013650394677
C1ORF54	Other	0.0965670456586874	0.266838976039527
C1ORF56	Other	-0.227229117241859	0.115834895093098
C1ORF61	Other	0.166139295003423	0.127158725189965
C1ORF64	Other	-0.00157018715119109	-0.194146001615808
C1ORF74	Other	-0.294633066613344	-0.0758076542552462
C1ORF85	Other	-0.544548905010158	-0.486201184147512
C1ORF86	Other	0.385349956309493	0.455434328988497
C1ORF87	Other	0.346922748743816	0.274881393339923
C1ORF94	Other	0.0713052220757226	-0.0229936224700076
C1ORF95	Other	-0.235714110188941	-0.0368955726513225
C1QA	Other	-0.142538340695886	-0.175863724079425
C1QB	Other	0.913114059923457	0.881762728472601
C1QBP	Other	-0.0767088443545631	-0.20857644283048
C1QC	Other	0.0906063077366111	0.0328346385832401
C1QL1	Other	-0.0622365212943843	-0.101002771293091
C1QL2	Other	-0.0133569448873571	-0.22735037374188
C1QL3	Other	-0.0625435331964829	-0.145059399050217
C1QL4	Other	0.150125017530127	-0.00551343699725517
C1QTNF1	Other	-0.0736380309014435	0.00852615682711472
C1QTNF2	Other	-0.381587630166276	-0.36426317265427
C1QTNF3	Other	0.515616984814661	0.354135694588881
C1QTNF4	Other	-1.55803369089621	-1.5088917367212
C1QTNF5	Other	-0.0682592912082296	-0.0897888033715789
C1QTNF6	Other	0.0802788630169241	-0.00761355410264508
C1QTNF7	Other	-0.164840093751245	-0.160810892195554
C1QTNF8	Other	0.586938276127392	0.476141148591147
C1QTNF9	Other	0.549978378817557	0.688775676419716
C1QTNF9B	Other	-0.320254790328013	-0.206521127442174
C1RL	Other	0.158915865955295	0.181117812318705
C1S	Other	0.849106013962463	0.846148071950651
C2	Other	0.279074426703171	0.241919405758578
C20ORF141	Other	0.877041728340802	0.831637615584935
C20ORF144	Other	-0.124654865151992	0.0894615363611925
C20ORF173	Nonessential	0.610305478574685	0.509250751194406
C20ORF194	Other	-0.663944983827224	-0.656979543009764
C20ORF195	Other	-0.588893340341013	-0.480167390579674
C20ORF196	Other	0.348971156784007	0.250667980467934
C20ORF197	Other	1.06846585900039	0.915022698148528
C20ORF202	Other	0.567454444944422	0.486523831482701
C20ORF24	Other	0.191367206861665	0.208422608170638
C20ORF27	Other	0.372242784758098	0.111269462949726
C20ORF85	Other	-0.766616002913051	-0.643675670189763
C20ORF96	Other	-0.191556740112549	-0.116370334444561
C21ORF140	Other	0.0807191870051392	0.0198780926736838
C21ORF2	Other	0.137799376989351	-0.0718130470565295
C21ORF33	Other	-0.699328588763029	-0.714005449548941
C21ORF58	Other	-0.204441231759987	-0.215228290371086
C21ORF59	Other	-0.351896315093675	-0.287474465445976
C21ORF62	Other	-0.0444261837131163	-0.277605121661813
C21ORF91	Other	0.760908326362019	0.770762675960638
C22ORF15	Other	0.324848827952239	0.384339041460109
C22ORF23	Other	0.322046135982279	0.483440655346576
C22ORF24	Other	0.451971304626323	0.373665803654615
C22ORF29	Other	-0.0364386305530919	0.0217907173258612
C22ORF31	Other	0.92300495786518	0.859881765348549
C22ORF39	Other	-0.203282156526751	-0.133830131400322
C22ORF42	Other	0.594815420395245	0.416132719418212
C22ORF46	Other	0.465578128063539	0.445783862690164
C2CD2	Other	-0.118721580755828	-0.154699642593801
C2CD2L	Other	0.00887807345607967	0.00697177961870165
C2CD3	Other	0.0176717295426245	0.0808063870410635
C2CD4A	Other	-0.518216164895571	-0.594593537741712
C2CD4B	Other	-0.974254856503607	-0.998761312418509
C2CD4C	Other	-0.00697885837648943	-0.00829526497517498
C2CD4D	Other	-0.826611491518947	-0.9352473798182
C2CD5	Other	1.18455048820985	0.987276266146869
C2ORF15	Other	0.534243466011067	0.654451098754532
C2ORF16	Other	0.232540331398892	0.236501497855902
C2ORF27A	Other	0.149260032793293	0.702412841731041
C2ORF27B	Other	0.345684840371826	0.671065751131736
C2ORF40	Other	-0.361292935753436	-0.40354134051684
C2ORF42	Other	0.47084853082628	0.484812638320204
C2ORF43	Other	0.429812363023805	0.435583361455792
C2ORF44	Other	1.07692726621876	1.05192595349236
C2ORF47	Other	-0.542540679020571	-0.251999596748043
C2ORF48	Other	0.944623065761362	0.849759501010907
C2ORF49	Other	1.00819739477365	0.840965948796669
C2ORF50	Other	-0.370846479492561	-0.5210926355729
C2ORF54	Other	-0.341300780207161	-0.341185177068584
C2ORF57	Nonessential	0.665738983632018	0.550774814175135
C2ORF61	Nonessential	0.615825014786996	0.561410276462903
C2ORF66	Other	0.468144745463966	0.373448282559721
C2ORF68	Other	-0.405549679746536	-0.0612990789937954
C2ORF69	Other	0.335684681323645	0.433021174887978
C2ORF70	Other	0.424451371202153	0.422087748251138
C2ORF71	Nonessential	0.540225040595501	0.502870039894748
C2ORF72	Other	-0.442297356965849	-0.535825549467195
C2ORF73	Other	0.484142362854761	0.653922325600463
C2ORF76	Other	0.212923404740146	0.330539380182672
C2ORF78	Other	-0.604659100233116	-0.514013051125708
C2ORF80	Other	0.2000233423141	0.153287241831365
C2ORF82	Other	0.601890185224476	0.661832000836027
C2ORF83	Nonessential	0.601945445223161	0.65826402595782
C2ORF88	Other	1.35421523195119	1.32365779588975
C2ORF91	Other	1.00089892054336	0.770802154611955
C3	Other	0.377974418414436	0.241452253378116
C3AR1	Other	1.26498278293577	1.17365835288475
C3ORF14	Other	-0.10695850180607	-0.229142160547022
C3ORF17	Other	-0.544944955605825	-0.0526463237469626
C3ORF18	Other	0.396478258325472	0.251571956365947
C3ORF20	Other	0.179605550516334	0.244712824374
C3ORF22	Other	0.0119081627398245	0.0311544632911118
C3ORF30	Nonessential	0.429757531636395	0.403423867538473
C3ORF33	Other	0.45382648174192	0.458388982745779
C3ORF35	Other	0.226820310387402	0.175234753003487
C3ORF36	Other	0.253603677094551	0.16133329117304
C3ORF38	Other	1.19604640194256	1.24254000314879
C3ORF52	Other	0.612190859928107	0.453867484893404
