Gene	Category	CCK-81-311cas9 Rep A p2	CCK-81-311cas9 Rep B p2	CCK-81-311cas9 Rep C p2	pDNA_0	pDNA_2
DMRTC1B	Other	1.13641219833878	1.16787648351152	1.17439434969739	1.24539464121738	1.11951103871265
DMRTC2	Nonessential	-0.489612812375923	-0.290274223337876	-0.488369014757128	-0.247400750015218	-0.442324967170708
DMTF1	Other	0.362432028220064	0.357465105321989	0.188110434772981	0.431625868355136	0.426996925232099
DMWD	Other	-0.156538765809797	-0.162782670290203	-0.107148441284557	-0.109585498953793	-0.0717948395781372
DMXL1	Other	0.594863249941214	0.532171381743989	0.55480404021772	0.76353826425507	0.593723637962378
DMXL2	Other	0.187064167523601	0.288746178157033	0.219060832872166	0.209598796688518	0.258867572781342
DNA2	Other	0.0455644223965421	0.0215278842306125	0.120903192429102	0.147264445156247	0.0795842846833835
DNAAF1	Other	0.917435807320023	0.671889331607022	0.636482193911947	0.627516958965809	0.665594841233161
DNAAF2	Other	-0.450883797152996	-0.33770290440366	-0.110796045370962	-0.23241407318529	-0.121867368504776
DNAAF3	Other	0.549862133897341	0.407688080679255	0.41042612932426	0.316526380590266	0.420738242207983
DNAAF5	Other	-0.361584417054089	-0.185271157994509	-0.256914121655205	-0.25724894019593	-0.346864683365768
DNAH1	Other	-0.0624336949418281	0.0289689880121552	-0.118707347375312	0.0915851400594032	0.0390225524766233
DNAH10	Other	-0.505657528821859	-0.457383612382281	-0.442552341133537	-0.448339162629705	-0.456377841549898
DNAH11	Other	-0.0988593951725977	-0.0806347159389438	-0.190377948666698	-0.0981118546129843	-0.168193051620149
DNAH12	Other	0.110017107498123	0.096945667904779	0.117417762201368	0.175119059729824	-0.100588249966756
DNAH2	Other	-0.17500248423554	-0.260083404712104	-0.313738872369323	0.0122028989818706	-0.338100944847332
DNAH3	Other	0.554098800337139	0.483164396589255	0.627810077037802	0.560548149366295	0.53250455522709
DNAH5	Other	0.61620845377042	0.539468712761464	0.475481526912856	0.660381764520695	0.446119755186231
DNAH6	Other	0.503574298087844	0.496937211242648	0.607700483905353	0.297195432880583	0.367826957736743
DNAH7	Other	0.223035737912957	0.273116616765015	0.298674971559324	0.579088073580138	0.450685649502169
DNAH9	Other	1.14475606909544	1.16212386261859	1.17990744442266	1.00422442082923	1.0928438361241
DNAI1	Other	0.775826233948022	0.837260721085684	0.65388023739525	0.833087492025639	0.833639829753204
DNAI2	Other	0.201838083077967	0.149267818217345	0.372591163274204	0.00204082330879329	0.105706275768118
DNAJA1	Other	-0.411547923847283	-0.469248008713582	-0.56817736406255	-0.176940561359006	-0.273798515284758
DNAJA2	Other	0.0677193956707591	0.196329876583815	-0.0672107646483878	-0.125113561590461	-0.00206565169133128
DNAJA3	Other	0.0864206888361329	0.166641155140698	-0.0193236859987309	0.156728067976132	0.21070867792964
DNAJA4	Other	-0.147760784750416	-0.0702573657817857	-0.117790517855314	-0.0276166869418812	-0.242146659232217
DNAJB1	Other	-0.25305808125832	-0.176373915893123	-0.280827982170414	-0.177852180695735	-0.341592836332872
DNAJB11	Other	0.0221803961528645	-0.0561307796265265	-0.0834676483546173	0.0588538505049539	-0.0738574844485877
DNAJB12	Other	-0.487997956522397	-0.30824830383229	-0.52177295620345	-0.330361259512763	-0.494133208293691
DNAJB13	Other	-0.472903059618566	-0.217003766451604	-0.352903380253331	-0.325305014397006	-0.406453614349427
DNAJB14	Other	0.326227075218381	0.433546871114216	0.2501395579212	0.312372161067842	0.277682185988025
DNAJB2	Other	0.272755076415214	0.349498392571757	0.275607763244203	0.358565244071308	0.313328471338941
DNAJB4	Other	0.862707240565913	1.04224090556084	0.811865185800856	0.740801539912673	0.940862539006157
DNAJB5	Other	0.576961487803647	0.465779827271493	0.302632882878078	0.386138082732063	0.329471482734243
DNAJB6	Other	0.37695938109314	0.119884007903713	0.4032156110784	0.404256261163175	0.375481909185713
DNAJB7	Other	-0.218071863252984	-0.429025109458072	-0.149472194186936	-0.246699562436967	-0.127983981134984
DNAJB8	Other	0.735480299994996	0.584882602151657	0.719296183557266	0.824661808344252	0.762884045781053
DNAJB9	Other	0.162005325509909	0.200459067913629	0.0814213668073229	0.145383434949373	0.244711064543607
DNAJC1	Other	0.295261066763633	0.210967824828138	0.151381313373823	0.295234385750004	0.174737887599661
DNAJC10	Other	0.614581398439838	0.564778321276855	0.368841523074744	0.796771152320493	0.648149608816279
DNAJC11	Other	-0.133060201046148	-0.131147391965396	-0.0467039251311591	-0.0992521090768683	-0.195932165709925
DNAJC12	Other	0.768951672887485	0.816884847612035	0.866202766563651	0.905546808936152	0.819182061161554
DNAJC13	Other	-0.459074411840139	-0.59216043966217	-0.497232864043535	-0.202068541856084	-0.222091341176917
DNAJC14	Other	0.351156444505565	0.371074901076919	0.553252582782564	0.175426013114233	0.378738918482051
DNAJC15	Other	0.78069554207604	0.533678405703166	0.737517689243524	0.861229417508341	0.701588611469218
DNAJC16	Other	-0.0514556798618929	-0.055935172617763	-0.0760219981290428	0.125511313229316	-0.00300913834120294
DNAJC17	Other	0.137457687939546	0.0646639696995267	-0.0848341134952118	0.130064027837628	0.400577162780446
DNAJC18	Other	0.820840300103165	0.630483183941531	0.694440273440317	0.664484913678336	0.703114522062
DNAJC19	Other	0.150585379325415	0.142741488895382	0.290864474213535	0.233195298233649	0.0871786459338486
DNAJC2	Other	-0.635076945496837	-0.597993393735183	-0.626996005885813	-0.548408505544323	-0.791411358283087
DNAJC21	Other	0.385996695563006	0.368446591144305	0.384303463234956	0.257330911003725	0.242054755593326
DNAJC22	Other	0.411847765857444	0.506133559041876	0.578245040302378	0.454890909663957	0.430501798805433
DNAJC24	Other	0.313815822710983	0.229684060420504	0.0951321763775043	0.0627984850778624	0.127602642056427
DNAJC25	Other	-0.710408572514592	-0.776687753009331	-0.714436576864875	-0.715929471104996	-0.729562931005786
DNAJC27	Other	0.206957721033565	0.35256169545503	0.118007798605014	0.308355335003928	-0.00958704454786583
DNAJC28	Other	1.06279172025702	1.05677261800556	1.01109430708765	1.02964418185847	0.908883745583221
DNAJC3	Other	0.0479265485708383	0.161774970573416	0.200100272559129	0.0682389516959703	0.0265873389360565
DNAJC30	Other	-0.0643287332266924	-0.322489086448854	-0.275679977375161	0.0408356449328902	-0.0774015626670233
DNAJC4	Other	0.685103033268562	0.615033425899481	0.59934027691607	0.640056560747177	0.612143823224398
DNAJC5	Other	-0.351949557331472	-0.247789789558576	-0.0455813738264451	-0.226909514180886	-0.230620006915462
DNAJC5B	Other	0.739068298752919	0.691703177777289	0.618188945632965	0.964805738180609	0.838063302781044
DNAJC5G	Other	-0.540530682482193	-0.470755224809301	-0.59365566802267	-0.306655971578061	-0.349395883161748
DNAJC6	Other	0.47654894399605	0.455935688368638	0.560491798242699	0.63222139497605	0.462532782245254
DNAJC7	Other	0.46330403050345	0.552966710646841	0.530855195831404	0.486088981181466	0.590784532830294
DNAJC8	Other	-0.461612010152077	-0.329017999790412	-0.544369925915808	-0.292968714860995	-0.23903049514411
DNAJC9	Other	-0.403629151904658	-0.382168722678948	-0.298127768488484	-0.0134909574410028	-0.0361865567526464
DNAL1	Other	0.740219041398708	0.671995027684499	0.744467221594714	0.881818532058473	0.809610624084023
DNAL4	Other	0.449142733543943	0.488969174903898	0.508411529271826	0.326233502875393	0.399219136883639
DNALI1	Other	0.191379940410943	0.0910481407259391	0.123982426818747	0.135992855824224	0.126569683711863
DNASE1	Other	0.259387353407299	0.450739477084467	0.21320323147588	0.559194447884932	0.275054644238935
DNASE1L1	Other	0.654115923471011	0.579559603674734	0.513645439520142	0.392867893264768	0.33288708430069
DNASE1L2	Other	0.648859128832641	0.694795604307795	0.642752911300302	0.674246720171028	0.529079957960382
DNASE1L3	Other	-0.0480280654770837	-0.09333487859417	-0.136676561369206	-0.140586827980145	-0.219712212531746
DNASE2	Other	0.0126715839265173	-0.0798783337911023	0.0098838066508458	0.011072962422126	-0.0318146801231404
DNASE2B	Other	0.593784587653339	0.608406673974543	0.659934142070808	0.584722236924229	0.5551252776788
DND1	Other	0.0705144305837915	0.129388997306222	0.195697346322756	0.178200955442437	0.12115378615888
DNER	Other	0.316902533286222	0.0936081441819959	0.288696179009614	0.237017776232381	0.19519103849501
DNHD1	Other	0.085781989421258	0.0463739308771578	0.1743023156177	-0.00767354854424868	-0.00413495271892805
DNLZ	Other	-0.666606259137492	-0.651384421160738	-0.670029705608289	-0.850460889391936	-0.74708292669539
DNM1	Other	-0.596318237260943	-0.830331649186664	-0.580934364869075	-0.224810603068732	-0.20055740317303
DNM1L	Other	0.0893592461841212	0.0942979596824355	-0.095163203175311	0.0987581907784268	0.125219993351859
DNM2	Essential	0.356406575273424	0.348156173835359	0.458494545115648	0.464218965621032	0.411372880678709
DNM3	Other	0.679387991184077	0.775925107831716	0.693532533789988	0.882656833327056	0.825830269631501
DNMBP	Other	0.344981148329926	0.394447902401128	0.224404169170599	0.397446735932708	0.255144204294527
DNMT1	Other	0.206028433140519	0.117385289984888	0.0350861716132694	0.193112197981006	0.0574807980284416
DNMT3A	Other	-0.0434206940541068	0.0522167881634323	-0.0311354374963349	-0.318127984845119	-0.185806422256366
DNMT3B	Other	-0.346078107510078	-0.2698475723216	-0.296845264421632	-0.22659335255236	-0.203813176517577
DNMT3L	Other	0.802040432129678	0.767735857494936	0.704385129267748	0.633328476680704	0.763161285861488
DNPEP	Other	-0.425525813058457	-0.184888963062531	-0.390677237876666	-0.359447111026598	-0.419073487575081
DNPH1	Other	-0.225730948749236	-0.183895313785179	-0.188322432553833	-0.182266097478604	-0.198535177751895
DNTT	Other	0.943549762294163	1.07575568164846	1.05596512229016	0.807222806504888	0.763828449954206
DNTTIP1	Other	0.541402971998655	0.572666304638782	0.456501527971325	0.404986332858936	0.318693959843324
DNTTIP2	Other	0.403375703371348	0.51400174941411	0.480012983246192	0.657580899002374	0.655645761452388
DOC2A	Other	0.555425133979675	0.668795965286978	0.642507397752273	0.654703067443496	0.603151470860927
DOCK10	Other	-0.0657963154491547	0.23694682861568	0.246173549395123	0.115783914912193	-0.0352037295831296
DOCK11	Other	1.02894863263323	0.964425281861936	1.02298351048701	1.06392080263203	0.956140718194904
DOCK2	Other	0.131781540856959	0.00116090720743312	0.101439234686104	-0.0557087650304594	-0.162559309868174
DOCK3	Other	0.686499392374305	0.726249384460694	0.751192350217098	0.788733749910403	0.673049614484158
DOCK4	Other	-0.0736638268105175	-0.251087863666027	-0.245154902241041	0.0216495770583573	-0.174801744984087
DOCK5	Other	0.501936232043077	0.640336344547474	0.578121392528634	0.397721719235065	0.396683957668021
DOCK6	Other	-0.193299696229426	0.0415100767298101	0.0590618716947984	-0.108463182142245	-0.077508559782485
DOCK7	Other	-0.134494927215522	-0.174030633929953	-0.0594574358255455	0.0314491063693195	-0.100332645250509
DOCK8	Other	0.491413468146866	0.497675112878953	0.510677558524065	0.575398950149928	0.517695770165104
DOCK9	Other	-0.0492303460321431	-0.00774907261603338	-0.00851024200337434	-0.135761179795692	-0.162843136749827
DOHH	Other	0.0761787755530132	0.121038118005056	0.0142880786257762	-0.156048505121507	-0.121045912745131
DOK1	Other	0.879267275525129	0.832284015714006	0.922454349696518	0.935784501951485	1.00374193389796
DOK2	Other	0.0251480865695592	-0.0214488152828799	0.0353980995424587	0.0180225323511212	0.0514105035617948
DOK3	Other	0.569567318128904	0.518554998329215	0.585971900659222	0.432412450405302	0.476085123528146
DOK4	Other	-0.113918439713454	-0.239579326314186	-0.268288641937543	-0.31791382767957	-0.269433326921313
DOK5	Other	-0.335234758473032	-0.290825199295813	-0.456831276585801	-0.367385925181899	-0.366078299452231
DOK6	Other	0.12504072400878	0.217245864076768	0.360314893988387	0.15156779800801	0.12298506449342
DOK7	Other	-0.179642250151766	-0.167448841511102	-0.187606843313933	-0.181557028949434	-0.267905246399516
DOLK	Other	0.152261104924688	0.236325950333622	-0.0109590426233324	0.196173661365495	0.375052260506547
DOLPP1	Other	-0.0920203986551336	0.0331286992809762	0.00725976148165333	0.112064061132762	0.0100496626965002
DONSON	Other	-1.19199748504955	-1.18833152226598	-1.10439369565824	-0.0984623432173484	-0.321303093562022
DOPEY1	Other	0.554586383312378	0.461853148987953	0.576012450400225	0.277956856495317	0.296855848174475
DOPEY2	Other	-0.508559129991423	-0.598667797240599	-0.485026931150306	-0.593985901161415	-0.619604372805759
DOT1L	Other	0.47351520007492	0.399608918440141	0.328648748898553	0.247468855103882	0.345914599909459
DPAGT1	Other	-0.0059375797982555	0.0409069177453294	0.0349104249443219	0.32935132328518	0.187720254488579
DPCD	Other	0.268217312533998	0.224373953162532	0.363893790027413	0.663004454181394	0.309279636668392
DPCR1	Nonessential	0.367334394851198	0.337753706915876	0.299048990058803	0.394919828136447	0.291605228765494
DPEP1	Other	0.481797936285135	0.557084649729316	0.618120920839329	0.445605309453327	0.522733535312393
DPEP2	Other	0.336152345303366	0.315751927270859	0.298453461567469	0.389423921156304	0.32102268343304
DPEP3	Other	-0.187658441915212	-0.233768589215026	-0.125353585956415	-0.0622905624078181	-0.264330858151318
DPF1	Other	-0.233443725900243	-0.36007082042469	-0.404469015363914	-0.221448368961394	-0.365176216364595
DPF2	Other	-0.974142616365795	-0.71814201984374	-0.933837451740785	-0.565033948912186	-0.436684566770988
DPF3	Other	0.291742195972589	0.342346610526919	0.212821010734751	0.266270507508652	0.151749448752576
DPH1	Other	0.569614907860719	0.656480979681076	0.590378742062692	0.604092536467363	0.431316588636013
DPH2	Other	0.279991190200911	0.155041245197369	0.243727251750013	0.345816072332983	0.156593492967867
DPH3	Other	0.214778844048613	0.252244955679327	0.270926086922257	0.400367590009424	0.260891554642827
DPH5	Other	0.615057043646834	0.804495079863351	0.716674499838348	0.67764937684631	0.634204785927307
DPH6	Other	0.0870246730341081	0.0866471258419392	0.144782943839705	0.254100915089683	0.216003190420647
DPH7	Other	0.26105046865296	0.145764803530406	0.392653259638966	0.22339388588237	0.464239257241688
DPM1	Other	-0.0548249911691889	-0.19022762281707	-0.0513827071081659	-0.13513955806692	0.17230437114042
DPM2	Other	0.971265558536549	0.962193627933731	0.981484412429949	1.10927017765709	1.26149315432697
DPM3	Other	-0.276997353868753	-0.00699407324312017	-0.0531827219241607	0.0725791669013763	0.22267108752387
DPP10	Other	-0.568440031942369	-0.607792870291286	-0.447327884416893	-0.586162524041308	-0.423651681921287
DPP3	Other	0.596738977624735	0.645873694467297	0.667016737742752	0.814316062900413	0.752329250948936
DPP4	Other	0.279830636392487	0.318063734751645	0.21880472578366	0.148920611760987	0.125141118381574
DPP7	Other	-0.282756204916209	-0.311610308116441	-0.45890630735538	-0.205255813232396	-0.200445209213759
DPP8	Other	-0.113778801082112	-0.0776207624878518	0.0093348679987651	0.0172426993171822	-0.0828128236113202
DPP9	Other	0.318076560008364	0.379986353352517	0.146374398856971	0.330964462089362	0.290415519296051
DPPA2	Other	0.519391196263522	0.56405037302114	0.584993971412676	0.667712668176063	0.771521802907884
DPPA3	Other	1.37425076121243	1.39462307460191	1.40109462225801	1.29189733126724	1.24654195000745
DPPA4	Other	0.287895528688182	0.306736537569237	0.272604689674614	0.0675070395084161	0.14504649381506
DPRX	Nonessential	0.229719305406398	0.169558389711775	0.0716684247783183	0.00810615941431788	0.211785510243419
DPT	Other	0.297097329276063	0.270195468484946	0.321945151202193	-0.0666306276837826	0.123880481681877
DPY19L1	Other	-0.597288484332061	-0.665265364657098	-0.688069936995213	-0.732186810268038	-0.673597775729435
DPY19L2	Other	-0.625055569384315	-0.507129265471815	-0.549827626013664	-0.283665511834353	-0.287315244836932
DPY19L3	Other	0.0369312250342629	-0.0702097976907994	0.0160006049712126	0.115140682368541	-0.0172172820886769
DPY19L4	Other	-0.16210568641498	-0.115813805548528	-0.19135974943921	-0.027492103999732	-0.10308524828861
DPY30	Other	0.00985511250275492	0.0114940694239773	-0.0497296005090785	0.169503609610728	-0.0364198724678045
DPYD	Other	-0.0810555425036424	-0.0586535352643849	-0.187477902951352	0.111806437465649	0.172984601518085
DPYS	Other	0.00455471285567782	0.22724089587825	0.163772861386222	0.0152111723266098	-0.174190543171636
DPYSL2	Other	0.676524915403157	0.744812508974897	0.796686638416223	0.691105836075239	0.632251675040224
DPYSL3	Other	1.1491984736778	1.18273321022076	1.20476513654499	1.31378963379605	1.1294696316347
DPYSL4	Other	0.153494991189925	0.0324691999004316	0.224155987508539	0.0640722604103419	0.0975303575224441
DPYSL5	Other	0.725976922193253	0.713015280704012	0.794516883882632	0.836523484898356	0.704277931602483
DQX1	Other	0.528671293007627	0.470023641058481	0.520321282455288	0.552745059263664	0.50005204333628
DR1	Other	0.0360153409070142	-0.00202815492897497	-0.0573264775954304	0.350355951276104	0.148880139651005
DRAM1	Other	-0.0312167945758586	-0.0136969476530007	0.186080473437102	-0.234053732659846	0.0587633986203181
DRAM2	Other	-0.150465726371174	-0.234437899412129	-0.211787376563481	-0.155347854831301	-0.235470990766092
DRAP1	Other	-0.540405429621683	-0.513450110188159	-0.499902946719041	-0.447150309603005	-0.372926867262692
DRAXIN	Other	0.243859458219317	0.0483645586767686	0.104528554525607	-0.0662644637358897	0.0379516785921235
DRC1	Other	0.655015962863773	0.697212875737206	0.730463777190448	0.672414675237564	0.688709840467519
DRC7	Other	0.687062194423553	0.770569217132595	0.726721229354695	0.703476660413103	0.561432753180741
DRD1	Other	0.701737353122965	0.779022500870085	0.855961804932509	0.832827971211314	0.73670079468165
DRD2	Other	0.180370538509121	0.258145996957797	0.369438106802386	0.157890331601351	0.224859631544872
DRD3	Nonessential	-0.24487176435215	-0.193926025811271	-0.18304878939102	-0.109951113493141	-0.119736588298943
DRD4	Other	0.258076801229727	0.438233671302874	0.496563473444923	0.156632743189943	0.154429962856708
DRD5	Other	-0.0879298498475651	-0.278874375964109	-0.214467079370321	0.026103956841565	-0.0978997331059317
DRG1	Other	0.0891230089546571	0.00820639716969211	-0.15135345302631	0.220715982705635	0.291493679748711
DRG2	Other	-0.253572342742744	-0.502302265654593	-0.303961530380925	0.0147474945610577	-0.135364930810636
DRGX	Nonessential	-0.28856456113738	-0.297085892481439	-0.146910298024723	-0.184189467272886	-0.298197961399538
DRICH1	Other	0.716068404888101	0.770378426474237	0.711063377983893	0.5745128982199	0.730114292315096
DROSHA	Other	0.534446777898868	0.489383507103541	0.496875708851683	0.482540887311185	0.531780760755721
DRP2	Other	0.938130553032648	0.921143458377016	0.920572622543825	0.857664912897765	0.710774482907758
DSC1	Other	0.793640818812857	0.677310598405197	0.720003086615762	0.689295577680441	0.73255511683927
DSC2	Other	-0.667992450524418	-0.613195117548073	-0.733209104751596	-0.605422104202881	-0.849735921100739
DSC3	Other	-0.155675549436837	-0.20092263073095	0.0571992427502364	-0.263003317343573	-0.155954462847552
DSCAM	Other	0.265695878137591	0.285953635880437	0.229179340074923	0.234403483139325	0.343426626692406
DSCAML1	Other	1.15939202055366	1.12242814463201	1.20753311672133	1.16066987842631	1.11267339781553
DSCC1	Other	0.000879113008593432	-0.132706878998745	-0.0206298120989163	-0.276329650416061	-0.402810285467068
DSCR3	Other	0.141562393704083	0.0395348481758731	-0.122831573580462	0.150444398624294	0.111996214730283
DSCR4	Nonessential	0.853784006561246	0.895483874856055	0.913177350480882	0.701036207138743	0.903349504297354
DSE	Other	-0.162360347843184	-0.145166446580716	-0.225360297612911	-0.237232303284309	-0.280630738740897
DSEL	Other	0.483861531488327	0.434461954166358	0.480818755098837	0.35236599392699	0.370980958582317
DSG1	Other	0.66592222072454	0.59280117376027	0.634342151140003	0.847503963014651	0.715815931473898
DSG2	Other	0.0360822638196347	0.0162986202090644	-0.0677410309929587	0.00222997144037704	0.0357379037733851
DSG3	Other	1.2721496381913	1.44061996720673	1.35452221992462	1.27594608031564	1.24149880784966
DSG4	Nonessential	1.01694305653542	1.098554363528	0.991243414069799	0.891508797496053	1.06878325884567
DSN1	Other	-0.199161794988948	-0.041445963078856	-0.099656379213074	0.0241085817154259	-0.161376124961676
DSP	Other	0.00410284772659868	0.0301771795278131	0.0824218889023801	0.196792909113131	0.0707797012504793
DSPP	Nonessential	-0.337323698207658	-0.584524158501742	-0.502377071627431	-0.259525461777406	-0.470547588044377
DST	Other	-0.0112300423268492	-0.119832688391483	-0.0551176141752428	-0.0763223658260305	0.0489785980156651
DSTN	Other	0.136224497567871	0.182881647721327	0.0326402290532841	0.355654196596793	0.0590702361416876
DSTYK	Other	-0.0808845284585246	-0.24269264280835	-0.0276609141805411	0.0200313136051177	0.105025277138884
DTD1	Other	-0.796551300814917	-0.745843241567128	-0.697323184940878	-0.604071818905759	-0.589666635126837
DTD2	Other	0.439965998892553	0.336739998320576	0.349399866538462	0.722241677595418	0.50580407494683
DTHD1	Other	-0.203137405295949	-0.202985757839899	-0.247357939586197	-0.0307153497627915	0.0113494485899947
DTL	Other	-0.0458017510748443	-0.100871654478197	-0.271416492687891	0.243157285802727	0.28198262198109
DTNA	Other	0.466283097984098	0.554484348974929	0.497413520538719	0.568285774424946	0.607245844272347
DTNB	Other	0.50334048423401	0.585525452533364	0.521566550726684	0.531882314428212	0.578470723474755
DTNBP1	Other	-0.141858988898157	-0.126306723161053	-0.273099669582446	-0.167308729352356	-0.120102421359845
DTWD1	Other	0.624837364943731	0.460346083699519	0.554155225406453	0.487626533189724	0.262207114039052
DTWD2	Other	0.80902841417364	0.879731166278422	1.03423542331564	0.92781426945061	0.988899559796772
DTX1	Other	0.475918073431735	0.569343302711165	0.551095089221288	0.613388049803841	0.283301338744674
DTX2	Nonessential	-0.23061734892449	-0.180003324397998	-0.26263553409874	0.119807366623306	-0.105130038330962
DTX3	Other	0.552588821115704	0.584627042727034	0.589185482119757	0.874413994056612	0.453321580961013
DTX3L	Other	0.173308333799214	0.192511971233974	0.1843324367497	0.115978139542544	0.315938170836558
DTX4	Other	0.458729902572961	0.414754597063529	0.49463794445816	0.275559945235731	0.404590376551744
DTYMK	Other	0.286558839831994	0.268547000444659	0.317515005379326	0.452305361579821	0.47730927657994
DUOX1	Other	0.258825239413866	0.217459266003047	0.306473576749566	0.295230413390301	0.126088853806113
DUOX2	Other	-0.292455214919349	-0.171240753057788	-0.283461805613081	-0.170748902917331	-0.113677389979181
DUOXA1	Other	-0.560176702575724	-0.837795788102646	-0.703497605501877	-0.85101677887209	-0.858853063445175
DUOXA2	Other	-0.259968365659941	-0.132243549763051	-0.122765488783873	-0.0282106041627441	-0.200946413479006
DUPD1	Other	0.796647374831306	0.71823056053417	0.625702670895229	0.697179773098389	0.630203019788151
DUS1L	Other	-0.122741384901838	-0.0413077866044414	-0.0843074769785508	0.148032133343873	-0.0525793054713522
DUS2	Other	1.41835804836486	1.44569996232402	1.51695572657692	1.35064755823044	1.3432000594058
DUS3L	Other	0.976275264676394	1.08713443877852	1.09431676799562	0.918082500139277	0.989166062761181
DUS4L	Other	0.128316182841285	-0.0470151244758545	0.00437552633298072	0.291805695468662	0.130794291883707
DUSP1	Other	0.00437306317332916	0.172116195532269	0.226299030848279	-0.000705188731986571	-0.0831456701287874
DUSP10	Other	0.286536391443996	0.366182328831144	0.20233224464862	0.226220955178111	0.41781943578393
DUSP11	Other	0.0327305920862353	0.0917601431783706	-0.050162212478254	0.343614135698959	0.286154625111849
DUSP12	Other	-0.433644682152788	-0.589964915254439	-0.428961295972306	-0.548055067123461	-0.229681116535154
DUSP13	Other	0.423140054264926	0.361809719825178	0.336236997376953	0.44330246977728	0.503582938040059
DUSP14	Other	-0.0471850762543748	-0.122106968292794	-0.0744026534387611	0.0396035761661716	0.00240152278583403
DUSP15	Other	0.569570432559293	0.483674678594899	0.381921186880997	0.430308970860331	0.54003248370137
DUSP16	Other	0.249015853654533	0.171848786329025	0.205978298873399	0.262114658475508	0.204195583145569
DUSP18	Other	0.172599570254701	-0.0554018960043027	-0.0018731682144229	0.00452749392959464	-0.0346001501340481
DUSP19	Other	0.0709833021991543	0.109175917661215	0.120408749160365	0.31083708719845	0.392292788182157
DUSP2	Other	0.0987513146467471	0.143349693576177	0.0845068093411739	-0.118083069479676	-0.0112127755011244
DUSP21	Nonessential	0.0928417265633353	0.148039882546624	0.244650876938987	-0.111711347437556	0.237442847227885
DUSP22	Other	0.195782475470981	0.143624062080539	0.319476404963187	0.350652656273714	0.345674536882194
DUSP23	Other	0.293248892159552	0.242618797526696	0.0862294180112247	0.105686112382019	0.224130923466487
DUSP26	Other	-0.0909129064891084	-0.0976076163292315	-0.037158357249299	-0.274530886308777	-0.253115726559405
DUSP27	Other	-0.510626686504569	-0.407001843079613	-0.693309261183846	-0.487194002398361	-0.495817025464793
DUSP28	Other	-0.981766354741778	-0.898472605247887	-0.812529203973665	-0.898958258816145	-0.905060405417036
DUSP3	Other	-0.718612960480162	-0.822718903437607	-0.710625322115314	-0.495240852488338	-0.661831667550858
DUSP4	Other	0.400041398726801	0.507187511177195	0.561274206766094	0.403891594597558	0.37475132420509
DUSP5	Other	0.383851040949266	0.340430214508783	0.20991699375173	0.328622017328223	0.239861037578606
DUSP6	Other	0.507514741994987	0.570017231586358	0.605902491985289	0.475024438047016	0.38885392321926
DUSP7	Other	0.051326513924901	0.0683989637852843	-0.0711150853908691	-0.0399555902101296	0.069316060887829
DUSP8	Other	-0.370198612713732	-0.170340533379715	-0.351259907700751	-0.220028009110519	-0.288005372945493
DUSP9	Other	0.0316216174380865	0.0496439956756309	0.250554896305251	0.280958825017462	0.0726894359976207
DUT	Other	-1.12147031910881	-1.09561541379339	-1.12179633627904	-0.382208338178862	-0.566711628987518
DUX4L1	Other	0.878648882977097	0.873683757563073	0.836059313630267	2.42225822303072	2.24806301993159
DUX4L3	Other	0.878648882977097	0.873683757563073	0.836059313630267	2.42225822303072	2.24806301993159
DUX4L4	Other	0.746691693426609	0.758858031496822	0.736282105065703	2.3022661064552	2.11719930312229
DUX4L7	Nonessential	0.746691693426609	0.758858031496822	0.736282105065703	2.3022661064552	2.11719930312229
DUXA	Nonessential	0.589966672650389	0.575565644669382	0.560803127036978	0.723261219871439	0.691293127136625
DVL1	Other	0.172792339883116	0.174646126894395	0.0744740397368258	0.157519946486136	0.336153492155877
DVL2	Other	0.495042468782746	0.572510546861392	0.594707463247319	0.353321338723702	0.416107064536901
DVL3	Other	0.286638788367668	0.328263158033214	0.2378863994077	0.338715022249975	0.496041349500997
DXO	Other	-0.283491572088403	-0.0280920529927257	-0.010716210051369	-0.142909503224302	0.0931754072899287
DYDC1	Other	0.092453627826235	0.172887174789264	0.2351657618847	0.33293234956531	0.22150062051987
DYDC2	Other	0.918980566180829	0.950886943099801	0.942142437302444	0.662144457419057	0.735625196824656
DYM	Other	0.522967549642553	0.252462293397457	0.224589917732873	-0.0332222612032677	0.274974639314556
DYNAP	Other	0.730561593294476	0.7495387478448	0.773785440579355	0.637991777927813	0.640684260056875
DYNC1H1	Essential	-0.626904576950755	-0.865809341440318	-0.711173903030681	-0.519241929064469	-0.629926568080779
DYNC1I1	Other	0.681017779878625	0.617753445897478	0.528479039886155	0.578999922105081	0.484506871499892
DYNC1I2	Essential	-0.0427208918380177	-0.0876446755970685	-0.224874392080582	0.0946356390063727	0.0686907860433281
DYNC1LI1	Other	0.223557891448187	0.186584414487218	0.266214776803841	0.295321160117239	0.187706852883038
DYNC1LI2	Other	0.906826837800102	0.762910623600472	0.772032301936915	0.750960759372679	0.756925552091652
DYNC2H1	Other	1.11364590983273	1.05322170428124	0.98324599943281	1.19231975923703	1.08921113044925
DYNC2LI1	Other	0.673848399536697	0.563976813756138	0.562682940060629	0.752216259385573	0.536385039128464
DYNLL1	Other	-0.221533293883661	-0.179994670064616	-0.0957588581342219	-0.0738123324748669	-0.163265789469275
DYNLL2	Other	0.0865436276647844	-0.0948570735554723	-0.0696050978230014	-0.0195190844875547	-0.0934740138652731
