sgRNA,Gene,Category
GUCA1B-3,GUCA1B,Other
GUCA1B-4,GUCA1B,Other
GUCA2A-1,GUCA2A,Other
GUCA2A-2,GUCA2A,Other
GUCA2A-3,GUCA2A,Other
GUCA2A-4,GUCA2A,Other
GUCA2B-1,GUCA2B,Other
GUCA2B-2,GUCA2B,Other
GUCA2B-3,GUCA2B,Other
GUCA2B-4,GUCA2B,Other
GUCY1A3-1,GUCY1A3,Other
GUCY1A3-2,GUCY1A3,Other
GUCY1A3-3,GUCY1A3,Other
GUCY1A3-4,GUCY1A3,Other
GUCY1B3-1,GUCY1B3,Other
GUCY1B3-2,GUCY1B3,Other
GUCY1B3-3,GUCY1B3,Other
GUCY1B3-4,GUCY1B3,Other
GUCY2C-1,GUCY2C,Other
GUCY2C-2,GUCY2C,Other
GUCY2C-3,GUCY2C,Other
GUCY2C-4,GUCY2C,Other
GUCY2F-1,GUCY2F,Other
GUCY2F-2,GUCY2F,Other
GUCY2F-3,GUCY2F,Other
GUCY2F-4,GUCY2F,Other
GUK1-1,GUK1,Other
GUK1-2,GUK1,Other
GUK1-3,GUK1,Other
GUK1-4,GUK1,Other
GUSB-1,GUSB,Other
GUSB-2,GUSB,Other
GUSB-3,GUSB,Other
GUSB-4,GUSB,Other
GYG1-1,GYG1,Other
GYG1-2,GYG1,Other
GYG1-3,GYG1,Other
GYG1-4,GYG1,Other
GYPA-1,GYPA,Other
GYPA-2,GYPA,Other
GYPA-3,GYPA,Other
GYPA-4,GYPA,Other
GYPB-1,GYPB,Other
GYPB-2,GYPB,Other
GYPB-3,GYPB,Other
GYPB-4,GYPB,Other
GYPC-1,GYPC,Other
GYPC-2,GYPC,Other
GYPC-3,GYPC,Other
GYPC-4,GYPC,Other
GYPE-1,GYPE,Other
GYPE-2,GYPE,Other
GYPE-3,GYPE,Other
GYPE-4,GYPE,Other
GYS1-1,GYS1,Other
GYS1-2,GYS1,Other
GYS1-3,GYS1,Other
GYS1-4,GYS1,Other
GYS2-1,GYS2,Other
GYS2-2,GYS2,Other
GYS2-3,GYS2,Other
GYS2-4,GYS2,Other
GZMH-1,GZMH,Other
GZMH-2,GZMH,Other
GZMH-3,GZMH,Other
GZMH-4,GZMH,Other
GUCY2D-1,GUCY2D,Other
GUCY2D-2,GUCY2D,Other
GUCY2D-3,GUCY2D,Other
GUCY2D-4,GUCY2D,Other
GZMA-1,GZMA,Other
GZMA-2,GZMA,Other
GZMA-3,GZMA,Other
GZMA-4,GZMA,Other
GZMB-1,GZMB,Other
GZMB-2,GZMB,Other
GZMB-3,GZMB,Other
GZMB-4,GZMB,Other
GZMK-1,GZMK,Other
GZMK-2,GZMK,Other
GZMK-3,GZMK,Other
GZMK-4,GZMK,Other
GZMM-1,GZMM,Other
GZMM-2,GZMM,Other
GZMM-3,GZMM,Other
GZMM-4,GZMM,Other
H1F0-1,H1F0,Other
H1F0-2,H1F0,Other
H1F0-3,H1F0,Other
H1F0-4,H1F0,Other
HIST1H1C-1,HIST1H1C,Other
HIST1H1C-2,HIST1H1C,Other
HIST1H1C-3,HIST1H1C,Other
HIST1H1C-4,HIST1H1C,Other
HIST1H1D-1,HIST1H1D,Other
HIST1H1D-2,HIST1H1D,Other
HIST1H1D-3,HIST1H1D,Other
HIST1H1D-4,HIST1H1D,Other
HIST1H1E-1,HIST1H1E,Other
HIST1H1E-2,HIST1H1E,Other
HIST1H1E-3,HIST1H1E,Other
HIST1H1E-4,HIST1H1E,Other
HIST1H1B-1,HIST1H1B,Other
HIST1H1B-2,HIST1H1B,Other
HIST1H1B-3,HIST1H1B,Other
HIST1H1B-4,HIST1H1B,Other
HIST1H1T-1,HIST1H1T,Other
HIST1H1T-2,HIST1H1T,Other
HIST1H1T-3,HIST1H1T,Other
HIST1H1T-4,HIST1H1T,Other
HIST1H2AE-1,HIST1H2AE,Other
HIST1H2AE-2,HIST1H2AE,Other
HIST1H2AE-3,HIST1H2AE,Other
HIST1H2AE-4,HIST1H2AE,Other
HIST1H2AD-1,HIST1H2AD,Other
HIST1H2AD-2,HIST1H2AD,Other
HIST1H2AD-3,HIST1H2AD,Other
HIST1H2AD-4,HIST1H2AD,Other
H2AFX-1,H2AFX,Other
H2AFX-2,H2AFX,Other
H2AFX-3,H2AFX,Other
H2AFX-4,H2AFX,Other
H2AFZ-1,H2AFZ,Other
H2AFZ-2,H2AFZ,Other
H2AFZ-3,H2AFZ,Other
H2AFZ-4,H2AFZ,Other
HIST1H2BD-1,HIST1H2BD,Other
HIST1H2BD-2,HIST1H2BD,Other
HIST1H2BD-3,HIST1H2BD,Other
HIST1H2BD-4,HIST1H2BD,Other
HIST1H2BB-1,HIST1H2BB,Other
HIST1H2BB-2,HIST1H2BB,Other
HIST1H2BB-3,HIST1H2BB,Other
HIST1H2BB-4,HIST1H2BB,Other
H3F3A-1,H3F3A,Other
H3F3A-2,H3F3A,Other
H3F3A-3,H3F3A,Other
H3F3A-4,H3F3A,Other
H3F3B-1,H3F3B,Other
H3F3B-2,H3F3B,Other
H3F3B-3,H3F3B,Other
H3F3B-4,H3F3B,Other
HIST1H1A-1,HIST1H1A,Other
HIST1H1A-2,HIST1H1A,Other
HIST1H1A-3,HIST1H1A,Other
HIST1H1A-4,HIST1H1A,Other
HABP2-1,HABP2,Other
HABP2-2,HABP2,Other
HABP2-3,HABP2,Other
HABP2-4,HABP2,Other
HSD17B10-1,HSD17B10,Other
HSD17B10-2,HSD17B10,Other
HSD17B10-3,HSD17B10,Other
HSD17B10-4,HSD17B10,Other
HAGH-1,HAGH,Other
HAGH-2,HAGH,Other
HAGH-3,HAGH,Other
HAGH-4,HAGH,Other
HADHA-1,HADHA,Other
HADHA-2,HADHA,Other
HADHA-3,HADHA,Other
HADHA-4,HADHA,Other
HADHB-1,HADHB,Other
HADHB-2,HADHB,Other
HADHB-3,HADHB,Other
HADHB-4,HADHB,Other
HADH-1,HADH,Other
HADH-2,HADH,Other
HADH-3,HADH,Other
HADH-4,HADH,Other
HAL-1,HAL,Other
HAL-2,HAL,Other
HAL-3,HAL,Other
HAL-4,HAL,Other
HARS-1,HARS,Other
HARS-2,HARS,Other
HARS-3,HARS,Other
HARS-4,HARS,Other
HAS1-1,HAS1,Other
HAS1-2,HAS1,Other
HAS1-3,HAS1,Other
HAS1-4,HAS1,Other
HAS2-1,HAS2,Other
HAS2-2,HAS2,Other
HAS2-3,HAS2,Other
HAS2-4,HAS2,Other
HAS3-1,HAS3,Other
HAS3-2,HAS3,Other
HAS3-3,HAS3,Other
HAS3-4,HAS3,Other
HBA1-1,HBA1,Other
HBA1-2,HBA1,Other
HBA1-3,HBA1,Other
HBA1-4,HBA1,Other
HBA2-1,HBA2,Other
HBA2-2,HBA2,Other
HBA2-3,HBA2,Other
HBA2-4,HBA2,Other
HBM-1,HBM,Other
HBM-2,HBM,Other
HBM-3,HBM,Other
HBM-4,HBM,Other
HBB-1,HBB,Other
HBB-2,HBB,Other
HBB-3,HBB,Other
HBB-4,HBB,Other
HBD-1,HBD,Other
HBD-2,HBD,Other
HBD-3,HBD,Other
HBD-4,HBD,Other
HBE1-1,HBE1,Other
HBE1-2,HBE1,Other
HBE1-3,HBE1,Other
HBE1-4,HBE1,Other
HBG1-1,HBG1,Other
HBG1-2,HBG1,Other
HBG1-3,HBG1,Other
HBG1-4,HBG1,Other
HBG2-1,HBG2,Other
HBG2-2,HBG2,Other
HBG2-3,HBG2,Other
HBG2-4,HBG2,Other
HBQ1-1,HBQ1,Other
HBQ1-2,HBQ1,Other
HBQ1-3,HBQ1,Other
HBQ1-4,HBQ1,Other
HBZ-1,HBZ,Other
HBZ-2,HBZ,Other
HBZ-3,HBZ,Other
HBZ-4,HBZ,Other
HCCS-1,HCCS,Other
HCCS-2,HCCS,Other
HCCS-3,HCCS,Other
HCCS-4,HCCS,Other
SERPIND1-1,SERPIND1,Other
SERPIND1-2,SERPIND1,Other
SERPIND1-3,SERPIND1,Other
SERPIND1-4,SERPIND1,Other
HCFC1-1,HCFC1,Other
HCFC1-2,HCFC1,Other
HCFC1-3,HCFC1,Other
HCFC1-4,HCFC1,Other
HCK-1,HCK,Other
HCK-2,HCK,Other
HCK-3,HCK,Other
HCK-4,HCK,Other
HCLS1-1,HCLS1,Other
HCLS1-2,HCLS1,Other
HCLS1-3,HCLS1,Other
HCLS1-4,HCLS1,Other
HCRT-1,HCRT,Other
HCRT-2,HCRT,Other
HCRT-3,HCRT,Other
HCRT-4,HCRT,Other
HCRTR1-1,HCRTR1,Other
HCRTR1-2,HCRTR1,Other
HCRTR1-3,HCRTR1,Other
HCRTR1-4,HCRTR1,Other
HCRTR2-1,HCRTR2,Other
HCRTR2-2,HCRTR2,Other
HCRTR2-3,HCRTR2,Other
HCRTR2-4,HCRTR2,Other
HTT-1,HTT,Other
HTT-2,HTT,Other
HTT-3,HTT,Other
HTT-4,HTT,Other
HDAC1-1,HDAC1,Other
HDAC1-2,HDAC1,Other
HDAC1-3,HDAC1,Other
HDAC1-4,HDAC1,Other
HDAC2-1,HDAC2,Other
HDAC2-2,HDAC2,Other
HDAC2-3,HDAC2,Other
HDAC2-4,HDAC2,Other
HDC-1,HDC,Other
HDC-2,HDC,Other
HDC-3,HDC,Other
HDC-4,HDC,Other
HDGF-1,HDGF,Other
HDGF-2,HDGF,Other
HDGF-3,HDGF,Other
HDGF-4,HDGF,Other
HDLBP-1,HDLBP,Other
HDLBP-2,HDLBP,Other
HDLBP-3,HDLBP,Other
HDLBP-4,HDLBP,Other
HELLS-1,HELLS,Other
HELLS-2,HELLS,Other
HELLS-3,HELLS,Other
HELLS-4,HELLS,Other
NCKAP1L-1,NCKAP1L,Other
NCKAP1L-2,NCKAP1L,Other
NCKAP1L-3,NCKAP1L,Other
NCKAP1L-4,NCKAP1L,Other
HEXA-1,HEXA,Other
HEXA-2,HEXA,Other
HEXA-3,HEXA,Other
HEXA-4,HEXA,Other
HEXB-1,HEXB,Other
HEXB-2,HEXB,Other
HEXB-3,HEXB,Other
HEXB-4,HEXB,Other
CFH-1,CFH,Other
CFH-2,CFH,Other
CFH-3,CFH,Other
CFH-4,CFH,Other
HFE-1,HFE,Other
HFE-2,HFE,Other
HFE-3,HFE,Other
HFE-4,HFE,Other
CFHR1-1,CFHR1,Other
CFHR1-2,CFHR1,Other
CFHR1-3,CFHR1,Other
CFHR1-4,CFHR1,Other
CFHR2-1,CFHR2,Other
CFHR2-2,CFHR2,Other
CFHR2-3,CFHR2,Other
CFHR2-4,CFHR2,Other
HGD-1,HGD,Other
HGD-2,HGD,Other
HGD-3,HGD,Other
HGD-4,HGD,Other
HGF-1,HGF,Other
HGF-2,HGF,Other
HGF-3,HGF,Other
HGF-4,HGF,Other
HGFAC-1,HGFAC,Other
HGFAC-2,HGFAC,Other
HGFAC-3,HGFAC,Other
HGFAC-4,HGFAC,Other
NRG1-1,NRG1,Other
NRG1-2,NRG1,Other
NRG1-3,NRG1,Other
NRG1-4,NRG1,Other
HHEX-1,HHEX,Other
HHEX-2,HHEX,Other
HHEX-3,HHEX,Other
HHEX-4,HHEX,Other
HIC1-1,HIC1,Other
HIC1-2,HIC1,Other
HIC1-3,HIC1,Other
HIC1-4,HIC1,Other
HIF1A-1,HIF1A,Other
HIF1A-2,HIF1A,Other
HIF1A-3,HIF1A,Other
HIF1A-4,HIF1A,Other
HIP1-1,HIP1,Other
HIP1-2,HIP1,Other
HIP1-3,HIP1,Other
HIP1-4,HIP1,Other
UBE2K-1,UBE2K,Other
UBE2K-2,UBE2K,Other
UBE2K-3,UBE2K,Other
UBE2K-4,UBE2K,Other
HINT1-1,HINT1,Other
HINT1-2,HINT1,Other
HINT1-3,HINT1,Other
HINT1-4,HINT1,Other
HIVEP1-1,HIVEP1,Other
HIVEP1-2,HIVEP1,Other
HIVEP1-3,HIVEP1,Other
HIVEP1-4,HIVEP1,Other
HIVEP2-1,HIVEP2,Other
HIVEP2-2,HIVEP2,Other
HIVEP2-3,HIVEP2,Other
HIVEP2-4,HIVEP2,Other
HK1-1,HK1,Other
HK1-2,HK1,Other
HK1-3,HK1,Other
HK1-4,HK1,Other
HK2-1,HK2,Other
HK2-2,HK2,Other
HK2-3,HK2,Other
HK2-4,HK2,Other
HK3-1,HK3,Other
HK3-2,HK3,Other
HK3-3,HK3,Other
HK3-4,HK3,Other
ZBTB48-1,ZBTB48,Other
ZBTB48-2,ZBTB48,Other
ZBTB48-3,ZBTB48,Other
ZBTB48-4,ZBTB48,Other
HLA-A-1,HLA-A,Other
HLA-A-2,HLA-A,Other
HLA-A-3,HLA-A,Other
HLA-A-4,HLA-A,Other
HLA-B-1,HLA-B,Other
HLA-B-2,HLA-B,Other
HLA-B-3,HLA-B,Other
HLA-B-4,HLA-B,Other
HLA-C-1,HLA-C,Other
HLA-C-2,HLA-C,Other
HLA-C-3,HLA-C,Other
HLA-C-4,HLA-C,Other
HLA-DMA-1,HLA-DMA,Other
HLA-DMA-2,HLA-DMA,Other
HLA-DMA-3,HLA-DMA,Other
HLA-DMA-4,HLA-DMA,Other
HLA-DMB-1,HLA-DMB,Other
HLA-DMB-2,HLA-DMB,Other
HLA-DMB-3,HLA-DMB,Other
HLA-DMB-4,HLA-DMB,Other
MNX1-1,MNX1,Other
MNX1-2,MNX1,Other
MNX1-3,MNX1,Other
MNX1-4,MNX1,Other
HLA-DOA-1,HLA-DOA,Other
HLA-DOA-2,HLA-DOA,Other
HLA-DOA-3,HLA-DOA,Other
HLA-DOA-4,HLA-DOA,Other
HLA-DOB-1,HLA-DOB,Other
HLA-DOB-2,HLA-DOB,Other
HLA-DOB-3,HLA-DOB,Other
HLA-DOB-4,HLA-DOB,Other
HLA-DPA1-1,HLA-DPA1,Other
HLA-DPA1-2,HLA-DPA1,Other
HLA-DPA1-3,HLA-DPA1,Other
HLA-DPA1-4,HLA-DPA1,Other
HLA-DPB1-1,HLA-DPB1,Other
HLA-DPB1-2,HLA-DPB1,Other
HLA-DPB1-3,HLA-DPB1,Other
HLA-DPB1-4,HLA-DPB1,Other
HLA-DQA1-1,HLA-DQA1,Other
HLA-DQA1-2,HLA-DQA1,Other
HLA-DQA1-3,HLA-DQA1,Other
HLA-DQA1-4,HLA-DQA1,Other
HLA-DQA2-1,HLA-DQA2,Other
HLA-DQA2-2,HLA-DQA2,Other
HLA-DQA2-3,HLA-DQA2,Other
HLA-DQA2-4,HLA-DQA2,Other
HLA-DQB1-1,HLA-DQB1,Other
HLA-DQB1-2,HLA-DQB1,Other
HLA-DQB1-3,HLA-DQB1,Other
HLA-DQB1-4,HLA-DQB1,Other
HLA-DQB2-1,HLA-DQB2,Other
HLA-DQB2-2,HLA-DQB2,Other
HLA-DQB2-3,HLA-DQB2,Other
HLA-DQB2-4,HLA-DQB2,Other
HLA-DRA-1,HLA-DRA,Other
HLA-DRA-2,HLA-DRA,Other
HLA-DRA-3,HLA-DRA,Other
HLA-DRA-4,HLA-DRA,Other
HLA-DRB1-1,HLA-DRB1,Other
HLA-DRB1-2,HLA-DRB1,Other
HLA-DRB1-3,HLA-DRB1,Other
HLA-DRB1-4,HLA-DRB1,Other
HLA-DRB5-1,HLA-DRB5,Other
HLA-DRB5-2,HLA-DRB5,Other
HLA-DRB5-3,HLA-DRB5,Other
HLA-DRB5-4,HLA-DRB5,Other
HLF-1,HLF,Other
HLF-2,HLF,Other
HLF-3,HLF,Other
HLF-4,HLF,Other
HLA-E-1,HLA-E,Other
HLA-E-2,HLA-E,Other
HLA-E-3,HLA-E,Other
HLA-E-4,HLA-E,Other
HLA-F-1,HLA-F,Other
HLA-F-2,HLA-F,Other
HLA-F-3,HLA-F,Other
HLA-F-4,HLA-F,Other
HLA-G-1,HLA-G,Other
HLA-G-2,HLA-G,Other
HLA-G-3,HLA-G,Other
HLA-G-4,HLA-G,Other
MR1-1,MR1,Other
MR1-2,MR1,Other
MR1-3,MR1,Other
MR1-4,MR1,Other
HLCS-1,HLCS,Other
HLCS-2,HLCS,Other
HLCS-3,HLCS,Other
HLCS-4,HLCS,Other
HLX-1,HLX,Other
HLX-2,HLX,Other
HLX-3,HLX,Other
HLX-4,HLX,Other
HMBS-1,HMBS,Other
HMBS-2,HMBS,Other
HMBS-3,HMBS,Other
HMBS-4,HMBS,Other
HMGB1-1,HMGB1,Other
HMGB1-2,HMGB1,Other
HMGB1-3,HMGB1,Other
HMGB1-4,HMGB1,Other
HMGB2-1,HMGB2,Other
HMGB2-2,HMGB2,Other
HMGB2-3,HMGB2,Other
HMGB2-4,HMGB2,Other
HMGB3-1,HMGB3,Other
HMGB3-2,HMGB3,Other
HMGB3-3,HMGB3,Other
HMGB3-4,HMGB3,Other
HMGN1-1,HMGN1,Other
HMGN1-2,HMGN1,Other
HMGN1-3,HMGN1,Other
HMGN1-4,HMGN1,Other
HMGN2-1,HMGN2,Other
HMGN2-2,HMGN2,Other
HMGN2-3,HMGN2,Other
HMGN2-4,HMGN2,Other
HMGCL-1,HMGCL,Other
HMGCL-2,HMGCL,Other
HMGCL-3,HMGCL,Other
HMGCL-4,HMGCL,Other
HMGCR-1,HMGCR,Other
HMGCR-2,HMGCR,Other
HMGCR-3,HMGCR,Other
HMGCR-4,HMGCR,Other
HMGCS1-1,HMGCS1,Other
HMGCS1-2,HMGCS1,Other
HMGCS1-3,HMGCS1,Other
HMGCS1-4,HMGCS1,Other
HMGCS2-1,HMGCS2,Other
HMGCS2-2,HMGCS2,Other
HMGCS2-3,HMGCS2,Other
HMGCS2-4,HMGCS2,Other
HMGA1-1,HMGA1,Other
HMGA1-2,HMGA1,Other
HMGA1-3,HMGA1,Other
HMGA1-4,HMGA1,Other
HMMR-1,HMMR,Other
HMMR-2,HMMR,Other
HMMR-3,HMMR,Other
HMMR-4,HMMR,Other
HMOX1-1,HMOX1,Other
HMOX1-2,HMOX1,Other
HMOX1-3,HMOX1,Other
HMOX1-4,HMOX1,Other
HMOX2-1,HMOX2,Other
HMOX2-2,HMOX2,Other
HMOX2-3,HMOX2,Other
HMOX2-4,HMOX2,Other
NR4A1-1,NR4A1,Other
NR4A1-2,NR4A1,Other
NR4A1-3,NR4A1,Other
NR4A1-4,NR4A1,Other
HMX1-1,HMX1,Other
HMX1-2,HMX1,Other
HMX1-3,HMX1,Other
HMX1-4,HMX1,Other
HMX2-1,HMX2,Other
HMX2-2,HMX2,Other
HMX2-3,HMX2,Other
HMX2-4,HMX2,Other
FOXA1-1,FOXA1,Other
FOXA1-2,FOXA1,Other
FOXA1-3,FOXA1,Other
FOXA1-4,FOXA1,Other
FOXA2-1,FOXA2,Other
FOXA2-2,FOXA2,Other
FOXA2-3,FOXA2,Other
FOXA2-4,FOXA2,Other
FOXA3-1,FOXA3,Other
FOXA3-2,FOXA3,Other
FOXA3-3,FOXA3,Other
FOXA3-4,FOXA3,Other
HNF4A-1,HNF4A,Other
HNF4A-2,HNF4A,Other
HNF4A-3,HNF4A,Other
HNF4A-4,HNF4A,Other
HNF4G-1,HNF4G,Other
HNF4G-2,HNF4G,Other
HNF4G-3,HNF4G,Other
HNF4G-4,HNF4G,Other
ONECUT1-1,ONECUT1,Other
ONECUT1-2,ONECUT1,Other
ONECUT1-3,ONECUT1,Other
ONECUT1-4,ONECUT1,Other
HNMT-1,HNMT,Other
HNMT-2,HNMT,Other
HNMT-3,HNMT,Other
HNMT-4,HNMT,Other
SLC29A2-1,SLC29A2,Other
SLC29A2-2,SLC29A2,Other
SLC29A2-3,SLC29A2,Other
SLC29A2-4,SLC29A2,Other
HNRNPA1-1,HNRNPA1,Other
HNRNPA1-2,HNRNPA1,Other
HNRNPA1-3,HNRNPA1,Other
HNRNPA1-4,HNRNPA1,Other
HNRNPA2B1-1,HNRNPA2B1,Other
HNRNPA2B1-2,HNRNPA2B1,Other
HNRNPA2B1-3,HNRNPA2B1,Other
HNRNPA2B1-4,HNRNPA2B1,Other
HNRNPAB-1,HNRNPAB,Other
HNRNPAB-2,HNRNPAB,Other
HNRNPAB-3,HNRNPAB,Other
HNRNPAB-4,HNRNPAB,Other
HNRNPC-1,HNRNPC,Other
HNRNPC-2,HNRNPC,Other
HNRNPC-3,HNRNPC,Other
HNRNPC-4,HNRNPC,Other
HNRNPD-1,HNRNPD,Other
HNRNPD-2,HNRNPD,Other
HNRNPD-3,HNRNPD,Other
HNRNPD-4,HNRNPD,Other
HNRNPF-1,HNRNPF,Other
HNRNPF-2,HNRNPF,Other
HNRNPF-3,HNRNPF,Other
HNRNPF-4,HNRNPF,Other
HNRNPH1-1,HNRNPH1,Other
HNRNPH1-2,HNRNPH1,Other
HNRNPH1-3,HNRNPH1,Other
HNRNPH1-4,HNRNPH1,Other
HNRNPH2-1,HNRNPH2,Other
HNRNPH2-2,HNRNPH2,Other
HNRNPH2-3,HNRNPH2,Other
HNRNPH2-4,HNRNPH2,Other
HNRNPH3-1,HNRNPH3,Other
HNRNPH3-2,HNRNPH3,Other
HNRNPH3-3,HNRNPH3,Other
HNRNPH3-4,HNRNPH3,Other
HNRNPK-1,HNRNPK,Other
HNRNPK-2,HNRNPK,Other
HNRNPK-3,HNRNPK,Other
HNRNPK-4,HNRNPK,Other
HNRNPL-1,HNRNPL,Other
HNRNPL-2,HNRNPL,Other
HNRNPL-3,HNRNPL,Other
HNRNPL-4,HNRNPL,Other
HNRNPU-1,HNRNPU,Other
HNRNPU-2,HNRNPU,Other
HNRNPU-3,HNRNPU,Other
HNRNPU-4,HNRNPU,Other
TLX1-1,TLX1,Other
TLX1-2,TLX1,Other
TLX1-3,TLX1,Other
TLX1-4,TLX1,Other
TLX2-1,TLX2,Other
TLX2-2,TLX2,Other
TLX2-3,TLX2,Other
TLX2-4,TLX2,Other
HOXA1-1,HOXA1,Other
HOXA1-2,HOXA1,Other
HOXA1-3,HOXA1,Other
HOXA1-4,HOXA1,Other
HOXA2-1,HOXA2,Other
HOXA2-2,HOXA2,Other
HOXA2-3,HOXA2,Other
HOXA2-4,HOXA2,Other
HOXA3-1,HOXA3,Other
HOXA3-2,HOXA3,Other
HOXA3-3,HOXA3,Other
HOXA3-4,HOXA3,Other
HOXA4-1,HOXA4,Other
HOXA4-2,HOXA4,Other
HOXA4-3,HOXA4,Other
HOXA4-4,HOXA4,Other
HOXA5-1,HOXA5,Other
HOXA5-2,HOXA5,Other
HOXA5-3,HOXA5,Other
HOXA5-4,HOXA5,Other
HOXA6-1,HOXA6,Other
HOXA6-2,HOXA6,Other
HOXA6-3,HOXA6,Other
HOXA6-4,HOXA6,Other
HOXA7-1,HOXA7,Other
HOXA7-2,HOXA7,Other
HOXA7-3,HOXA7,Other
HOXA7-4,HOXA7,Other
HOXA9-1,HOXA9,Other
HOXA9-2,HOXA9,Other
HOXA9-3,HOXA9,Other
HOXA9-4,HOXA9,Other
HOXA10-1,HOXA10,Other
HOXA10-2,HOXA10,Other
HOXA10-3,HOXA10,Other
HOXA10-4,HOXA10,Other
HOXA11-1,HOXA11,Other
HOXA11-2,HOXA11,Other
HOXA11-3,HOXA11,Other
HOXA11-4,HOXA11,Other
HPCA-1,HPCA,Other
HPCA-2,HPCA,Other
HPCA-3,HPCA,Other
HPCA-4,HPCA,Other
HOXA13-1,HOXA13,Other
HOXA13-2,HOXA13,Other
HOXA13-3,HOXA13,Other
HOXA13-4,HOXA13,Other
HOXB1-1,HOXB1,Other
HOXB1-2,HOXB1,Other
HOXB1-3,HOXB1,Other
HOXB1-4,HOXB1,Other
HOXB2-1,HOXB2,Other
HOXB2-2,HOXB2,Other
HOXB2-3,HOXB2,Other
HOXB2-4,HOXB2,Other
HOXB3-1,HOXB3,Other
HOXB3-2,HOXB3,Other
HOXB3-3,HOXB3,Other
HOXB3-4,HOXB3,Other
HOXB4-1,HOXB4,Other
HOXB4-2,HOXB4,Other
HOXB4-3,HOXB4,Other
HOXB4-4,HOXB4,Other
HOXB5-1,HOXB5,Other
HOXB5-2,HOXB5,Other
HOXB5-3,HOXB5,Other
HOXB5-4,HOXB5,Other
HOXB6-1,HOXB6,Other
HOXB6-2,HOXB6,Other
HOXB6-3,HOXB6,Other
HOXB6-4,HOXB6,Other
HOXB7-1,HOXB7,Other
HOXB7-2,HOXB7,Other
HOXB7-3,HOXB7,Other
HOXB7-4,HOXB7,Other
HOXB8-1,HOXB8,Other
HOXB8-2,HOXB8,Other
HOXB8-3,HOXB8,Other
HOXB8-4,HOXB8,Other
HOXB9-1,HOXB9,Other
HOXB9-2,HOXB9,Other
HOXB9-3,HOXB9,Other
HOXB9-4,HOXB9,Other
HOXC4-1,HOXC4,Other
HOXC4-2,HOXC4,Other
HOXC4-3,HOXC4,Other
HOXC4-4,HOXC4,Other
HOXC5-1,HOXC5,Other
HOXC5-2,HOXC5,Other
HOXC5-3,HOXC5,Other
HOXC5-4,HOXC5,Other
HOXC6-1,HOXC6,Other
HOXC6-2,HOXC6,Other
HOXC6-3,HOXC6,Other
HOXC6-4,HOXC6,Other
HOXC8-1,HOXC8,Other
HOXC8-2,HOXC8,Other
HOXC8-3,HOXC8,Other
HOXC8-4,HOXC8,Other
HOXC9-1,HOXC9,Other
HOXC9-2,HOXC9,Other
HOXC9-3,HOXC9,Other
HOXC9-4,HOXC9,Other
HOXC10-1,HOXC10,Other
HOXC10-2,HOXC10,Other
HOXC10-3,HOXC10,Other
HOXC10-4,HOXC10,Other
HOXC11-1,HOXC11,Other
HOXC11-2,HOXC11,Other
HOXC11-3,HOXC11,Other
HOXC11-4,HOXC11,Other
HOXC12-1,HOXC12,Other
HOXC12-2,HOXC12,Other
HOXC12-3,HOXC12,Other
HOXC12-4,HOXC12,Other
HOXC13-1,HOXC13,Other
HOXC13-2,HOXC13,Other
HOXC13-3,HOXC13,Other
HOXC13-4,HOXC13,Other
HOXD1-1,HOXD1,Other
HOXD1-2,HOXD1,Other
HOXD1-3,HOXD1,Other
HOXD1-4,HOXD1,Other
HOXD3-1,HOXD3,Other
HOXD3-2,HOXD3,Other
HOXD3-3,HOXD3,Other
HOXD3-4,HOXD3,Other
HOXD4-1,HOXD4,Other
HOXD4-2,HOXD4,Other
HOXD4-3,HOXD4,Other
HOXD4-4,HOXD4,Other
HOXD8-1,HOXD8,Other
HOXD8-2,HOXD8,Other
HOXD8-3,HOXD8,Other
HOXD8-4,HOXD8,Other
HOXD9-1,HOXD9,Other
HOXD9-2,HOXD9,Other
HOXD9-3,HOXD9,Other
HOXD9-4,HOXD9,Other
HOXD10-1,HOXD10,Other
HOXD10-2,HOXD10,Other
HOXD10-3,HOXD10,Other
HOXD10-4,HOXD10,Other
HOXD11-1,HOXD11,Other
HOXD11-2,HOXD11,Other
HOXD11-3,HOXD11,Other
HOXD11-4,HOXD11,Other
HOXD12-1,HOXD12,Other
HOXD12-2,HOXD12,Other
HOXD12-3,HOXD12,Other
HOXD12-4,HOXD12,Other
HOXD13-1,HOXD13,Other
HOXD13-2,HOXD13,Other
HOXD13-3,HOXD13,Other
HOXD13-4,HOXD13,Other
HP-1,HP,Other
HP-2,HP,Other
HP-3,HP,Other
HP-4,HP,Other
HPCAL1-1,HPCAL1,Other
HPCAL1-2,HPCAL1,Other
HPCAL1-3,HPCAL1,Other
HPCAL1-4,HPCAL1,Other
HPD-1,HPD,Other
HPD-2,HPD,Other
HPD-3,HPD,Other
HPD-4,HPD,Other
HPGD-1,HPGD,Other
HPGD-2,HPGD,Other
HPGD-3,HPGD,Other
HPGD-4,HPGD,Other
HPN-1,HPN,Other
HPN-2,HPN,Other
HPN-3,HPN,Other
HPN-4,HPN,Other
HPR-1,HPR,Other
HPR-2,HPR,Other
HPR-3,HPR,Other
HPR-4,HPR,Other
HPRT1-1,HPRT1,Other
HPRT1-2,HPRT1,Other
HPRT1-3,HPRT1,Other
HPRT1-4,HPRT1,Other
HPS1-1,HPS1,Other
HPS1-2,HPS1,Other
