Gene	Category	CCK_biased	CCK_biased.1	CCK	Z	P(-)	FDR(-)	P(+)	FDR(+)	P(replicates)	FDR(replicates)	P(sgRNAs)	FDR(sgRNAs)
ATP5E	Other	-0.0880255831736102	-0.0880255831736102	-0.0874504595398077	NA	NA	NA	NA	NA	0.983223830999836	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5F1	Other	-0.097449847378084	-0.097449847378084	-0.0974629099796412	NA	NA	NA	NA	NA	0.999781288561403	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5G1	Other	-0.328426557651342	-0.328426557651342	-0.32912353235933	NA	NA	NA	NA	NA	0.992766939416415	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5G2	Other	-0.117478690323623	-0.117478690323623	-0.116743664471526	NA	NA	NA	NA	NA	0.985952134040199	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5G3	Other	-0.0717162948136183	-0.0717162948136183	-0.0720670877341127	NA	NA	NA	NA	NA	0.993638902555446	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5H	Other	0.0492540421842103	0.0492540421842103	0.0499742615872015	NA	NA	NA	NA	NA	0.992095892969921	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5I	Other	-0.186986354931656	-0.186986354931656	-0.185911672254215	NA	NA	NA	NA	NA	0.981466303433327	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5J	Other	-0.129589280351277	-0.129589280351277	-0.128820024270915	NA	NA	NA	NA	NA	0.986608883963232	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5J2	Other	-0.168789212527325	-0.168789212527325	-0.16860012412866	NA	NA	NA	NA	NA	0.990952783542493	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5J2-PTCD1	Other	0.00296807893672598	0.00296807893672598	0.00163167353250552	NA	NA	NA	NA	NA	0.985913781961994	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5L	Other	-0.285294660341393	-0.285294660341393	-0.285912147880893	NA	NA	NA	NA	NA	0.992614037447387	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5L2	Other	-0.1250013760084	-0.1250013760084	-0.124522308529115	NA	NA	NA	NA	NA	0.985612815595478	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5O	Other	-0.0422193695639076	-0.0422193695639076	-0.0431850232431954	NA	NA	NA	NA	NA	0.992121225302287	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5S	Other	0.0882492035110184	0.0882492035110184	0.0882293013662391	NA	NA	NA	NA	NA	0.999247805543297	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP5SL	Other	0.176881848510826	0.176881848510826	0.175174077490161	NA	NA	NA	NA	NA	0.984920333539461	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6AP1	Other	-0.352921985000488	-0.352921985000488	-0.353680537423504	NA	NA	NA	NA	NA	0.995569580474157	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6AP1L	Other	-0.217598097480084	-0.217598097480084	-0.218097271986592	NA	NA	NA	NA	NA	0.974434012181181	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6AP2	Other	-0.261501186742454	-0.261501186742454	-0.261997813987207	NA	NA	NA	NA	NA	0.994486834356314	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V0A1	Other	-0.0456526895911227	-0.0456526895911227	-0.0439653785258488	NA	NA	NA	NA	NA	0.982003575215969	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V0A2	Other	-0.00593608926608137	-0.00593608926608137	-0.00508772029457544	NA	NA	NA	NA	NA	0.986172868423232	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V0A4	Other	-0.0143382383032295	-0.0143382383032295	-0.0140606054650228	NA	NA	NA	NA	NA	0.98516409004503	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V0B	Other	-0.261336627197302	-0.261336627197302	-0.260709572952745	NA	NA	NA	NA	NA	0.988548641051696	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V0C	Other	-0.403955326418445	-0.403955326418445	-0.405170837570684	NA	NA	NA	NA	NA	0.98977104147047	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V0D1	Other	0.127323357967694	0.127323357967694	0.128739168147923	NA	NA	NA	NA	NA	0.989089834269409	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V0D2	Other	0.156252854710423	0.156252854710423	0.154112925848478	NA	NA	NA	NA	NA	0.979113508529653	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V0E1	Other	-0.0382628889549463	-0.0382628889549463	-0.0380104646274342	NA	NA	NA	NA	NA	0.983055351191493	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V0E2	Other	-0.0662361426960766	-0.0662361426960766	-0.0658884461619769	NA	NA	NA	NA	NA	0.985178363199893	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V1A	Other	-0.0978008456674192	-0.0978008456674192	-0.0968858875795113	NA	NA	NA	NA	NA	0.982257768188373	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V1B1	Other	-0.0199052792838302	-0.0199052792838302	-0.0200778310249212	NA	NA	NA	NA	NA	0.99765023270984	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V1B2	Other	-0.321834269608509	-0.321834269608509	-0.322066059755043	NA	NA	NA	NA	NA	0.99318632031089	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V1C1	Other	-0.0255439300581311	-0.0255439300581311	-0.0258877011212983	NA	NA	NA	NA	NA	0.993129913159206	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V1C2	Other	-0.0453163475225707	-0.0453163475225707	-0.0447463808354817	NA	NA	NA	NA	NA	0.98709783056496	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V1D	Other	-0.292106151201075	-0.292106151201075	-0.291169210773028	NA	NA	NA	NA	NA	0.989466221629724	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V1E1	Other	0.0376414992023891	0.0376414992023891	0.0373933274489953	NA	NA	NA	NA	NA	0.994330155316485	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V1E2	Other	0.13234276788295	0.13234276788295	0.133264560717181	NA	NA	NA	NA	NA	0.990960779750342	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V1F	Other	-0.0230134658948145	-0.0230134658948145	-0.0225094683537526	NA	NA	NA	NA	NA	0.990307350316511	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V1G1	Other	-0.0569901455988199	-0.0569901455988199	-0.0583602483090465	NA	NA	NA	NA	NA	0.982935887644944	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V1G2	Other	0.10325063670964	0.10325063670964	0.103627587927916	NA	NA	NA	NA	NA	0.991751937074766	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP6V1H	Other	0.0615759568865559	0.0615759568865559	0.061798795101657	NA	NA	NA	NA	NA	0.991978183279882	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP7A	Other	-0.0199087373042588	-0.0199087373042588	-0.0197305287361121	NA	NA	NA	NA	NA	0.997349629064388	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP7B	Other	0.0868447066621898	0.0868447066621898	0.0857002606579998	NA	NA	NA	NA	NA	0.985664354885768	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP8A1	Other	0.0219375884736175	0.0219375884736175	0.0220879766329328	NA	NA	NA	NA	NA	0.99631741390489	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP8A2	Other	-0.0973865034707896	-0.0973865034707896	-0.0960249243758297	NA	NA	NA	NA	NA	0.983071787256577	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP8B2	Other	0.0517176505652496	0.0517176505652496	0.052188468836936	NA	NA	NA	NA	NA	0.990927215120527	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP8B3	Other	0.0680303870720094	0.0680303870720094	0.0651472059633547	NA	NA	NA	NA	NA	0.982155846295225	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP8B4	Other	0.192265215612072	0.192265215612072	0.19295850317607	NA	NA	NA	NA	NA	0.990333622479158	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP9A	Other	-0.0955459434097242	-0.0955459434097242	-0.0953661858583977	NA	NA	NA	NA	NA	0.998000602478437	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATP9B	Other	0.0988269380152047	0.0988269380152047	0.0997726134992926	NA	NA	NA	NA	NA	0.990623822566725	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATPAF1	Other	-0.227284601009864	-0.227284601009864	-0.228105254316494	NA	NA	NA	NA	NA	0.992356048526703	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATPAF2	Other	-0.156971206814764	-0.156971206814764	-0.15681015178579	NA	NA	NA	NA	NA	0.998112491451202	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATPIF1	Other	-0.127860092898055	-0.127860092898055	-0.126580363759509	NA	NA	NA	NA	NA	0.982375302655926	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATR	Other	-0.0856851274418802	-0.0856851274418802	-0.0846921488038828	NA	NA	NA	NA	NA	0.988416311069207	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATRAID	Other	0.0881021543549555	0.0881021543549555	0.0887176902840237	NA	NA	NA	NA	NA	0.989418342757269	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATRIP	Other	0.0170050075078435	0.0170050075078435	0.0175925781346827	NA	NA	NA	NA	NA	0.994522180505985	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATRN	Other	0.00125834894295472	0.00125834894295472	0.00314915984088341	NA	NA	NA	NA	NA	0.986196068759146	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATRNL1	Other	0.160413351224045	0.160413351224045	0.158634460743965	NA	NA	NA	NA	NA	0.982077178171385	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATRX	Other	-0.0249223920545273	-0.0249223920545273	-0.024746904392163	NA	NA	NA	NA	NA	0.993936867045321	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATXN1	Other	-0.180632064069707	-0.180632064069707	-0.180991757928872	NA	NA	NA	NA	NA	0.98539607731079	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATXN10	Other	0.239168107813123	0.239168107813123	0.240111029878112	NA	NA	NA	NA	NA	0.969156837819621	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATXN1L	Other	0.0141149817507086	0.0141149817507086	0.0145875142282847	NA	NA	NA	NA	NA	0.989204860844879	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATXN2	Other	0.127282425743829	0.127282425743829	0.127703044442994	NA	NA	NA	NA	NA	0.995410683066651	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATXN2L	Other	0.101879815171431	0.101879815171431	0.102209243544557	NA	NA	NA	NA	NA	0.993871832549936	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATXN3	Other	0.0367465734614462	0.0367465734614462	0.0366486975185489	NA	NA	NA	NA	NA	0.998526624735124	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATXN3L	Other	0.12605307435523	0.12605307435523	0.125247916857663	NA	NA	NA	NA	NA	0.984566142112835	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATXN7	Other	0.058031726953593	0.058031726953593	0.0583196043245873	NA	NA	NA	NA	NA	0.990517777319318	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATXN7L1	Other	-0.108337570283094	-0.108337570283094	-0.110241493772146	NA	NA	NA	NA	NA	0.98416823861976	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATXN7L2	Other	0.089262855017124	0.089262855017124	0.0885697243728795	NA	NA	NA	NA	NA	0.98662183997475	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATXN7L3	Other	0.0980279395008359	0.0980279395008359	0.0985286900967679	NA	NA	NA	NA	NA	0.988893989103743	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
ATXN7L3B	Other	-0.0831264028953609	-0.0831264028953609	-0.0831866349639181	NA	NA	NA	NA	NA	0.998811052714426	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AUH	Other	-0.0101689513463849	-0.0101689513463849	-0.00965859362892932	NA	NA	NA	NA	NA	0.990479786183524	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AUNIP	Other	0.00737972349502625	0.00737972349502625	0.00904130149488931	NA	NA	NA	NA	NA	0.98616869665211	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AUP1	Other	0.0538035236272256	0.0538035236272256	0.0544069787280731	NA	NA	NA	NA	NA	0.992656721985279	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AURKA	Other	-0.116475933058766	-0.116475933058766	-0.118523149919675	NA	NA	NA	NA	NA	0.975196936748467	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AURKAIP1	Other	-0.141018979019876	-0.141018979019876	-0.141085034713064	NA	NA	NA	NA	NA	0.998711915381623	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AURKB	Other	-0.141294477096163	-0.141294477096163	-0.140548109923212	NA	NA	NA	NA	NA	0.990833390312379	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AURKC	Other	-0.0409203673542817	-0.0409203673542817	-0.0437431263242541	NA	NA	NA	NA	NA	0.98113194967358	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AUTS2	Other	0.120082823674736	0.120082823674736	0.120036305828153	NA	NA	NA	NA	NA	0.999478052990991	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AVEN	Other	0.0206411724827555	0.0206411724827555	0.019988439120293	NA	NA	NA	NA	NA	0.993935892796692	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AVIL	Other	-0.0434566745667491	-0.0434566745667491	-0.0441175616440784	NA	NA	NA	NA	NA	0.983512188408511	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AVL9	Other	0.0693501232237424	0.0693501232237424	0.0693320244338306	NA	NA	NA	NA	NA	0.998810053078049	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AVP	Other	0.0936393341938105	0.0936393341938105	0.0937801056665795	NA	NA	NA	NA	NA	0.998814128576323	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AVPI1	Other	-0.108614338329862	-0.108614338329862	-0.110308441850666	NA	NA	NA	NA	NA	0.982262894728021	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AVPR1A	Other	0.0266891809902125	0.0266891809902125	0.0248035769664693	NA	NA	NA	NA	NA	0.984538004335834	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AVPR1B	Other	0.0339706007172997	0.0339706007172997	0.0335970316525983	NA	NA	NA	NA	NA	0.990752043711052	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AVPR2	Other	-0.00698877150804466	-0.00698877150804466	-0.00626982747752284	NA	NA	NA	NA	NA	0.986458685413202	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AWAT1	Nonessential	0.171283551067988	0.171283551067988	0.171579380767719	NA	NA	NA	NA	NA	0.989601957323538	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AWAT2	Nonessential	0.0684975231504441	0.0684975231504441	0.0679380072210686	NA	NA	NA	NA	NA	0.988376746649243	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AXDND1	Other	-0.203516677595084	-0.203516677595084	-0.203630029830603	NA	NA	NA	NA	NA	0.998098963522359	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AXIN1	Other	0.235783789029648	0.235783789029648	0.231821936058179	NA	NA	NA	NA	NA	0.961063429278185	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AXIN2	Other	-0.151856167590243	-0.151856167590243	-0.151600704594188	NA	NA	NA	NA	NA	0.997533602130926	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AXL	Other	-0.0632831008812163	-0.0632831008812163	-0.0647444993428487	NA	NA	NA	NA	NA	0.983478946048527	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AZGP1	Other	-0.0452334325585132	-0.0452334325585132	-0.0458029127923186	NA	NA	NA	NA	NA	0.983314150088292	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AZI2	Other	0.0913995789221528	0.0913995789221528	0.0906758148133208	NA	NA	NA	NA	NA	0.991235209983792	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AZIN1	Other	-0.199166833325486	-0.199166833325486	-0.199918320066729	NA	NA	NA	NA	NA	0.990593567797349	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AZIN2	Other	0.125565094621625	0.125565094621625	0.125101119207771	NA	NA	NA	NA	NA	0.984638278479019	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
AZU1	Other	0.048497990985795	0.048497990985795	0.0479610656978199	NA	NA	NA	NA	NA	0.988363321850736	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B2M	Other	0.0576281521667695	0.0576281521667695	0.0577648515590944	NA	NA	NA	NA	NA	0.991084046762429	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GALNT1	Other	0.10793097642502	0.10793097642502	0.108011140698035	NA	NA	NA	NA	NA	0.998530013921519	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GALNT2	Other	-0.736204933675301	-0.736204933675301	-0.740824001070273	NA	NA	NA	NA	NA	0.973710313672846	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GALT1	Other	-0.0190422862893675	-0.0190422862893675	-0.0197428419742772	NA	NA	NA	NA	NA	0.987860008706648	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GALT2	Other	-0.0319404043329315	-0.0319404043329315	-0.0316850625057018	NA	NA	NA	NA	NA	0.997703210335174	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GALT4	Other	-0.00540819955096457	-0.00540819955096457	-0.00488517668039198	NA	NA	NA	NA	NA	0.988920176308223	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GALT5	Other	0.151009752571231	0.151009752571231	0.151512544074786	NA	NA	NA	NA	NA	0.992112603581209	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GALT6	Other	0.0903696377950075	0.0903696377950075	0.0902184152902299	NA	NA	NA	NA	NA	0.998400750409105	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GALTL	Other	0.0109570397201036	0.0109570397201036	0.0112995108215566	NA	NA	NA	NA	NA	0.993877211003974	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GAT1	Other	0.0151550127517778	0.0151550127517778	0.0155163145077471	NA	NA	NA	NA	NA	0.995828620628166	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GAT2	Other	0.164603929885345	0.164603929885345	0.16572825949753	NA	NA	NA	NA	NA	0.979812797282411	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GAT3	Other	0.200552638502898	0.200552638502898	0.201534214670107	NA	NA	NA	NA	NA	0.986902843195962	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GNT2	Other	-0.0318482055256492	-0.0318482055256492	-0.0324634913056427	NA	NA	NA	NA	NA	0.984479112085493	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GNT3	Other	-0.0104033648012694	-0.0104033648012694	-0.0118428452345288	NA	NA	NA	NA	NA	0.985448781361055	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GNT4	Other	-0.0517093277272302	-0.0517093277272302	-0.0512226935021604	NA	NA	NA	NA	NA	0.988130912593588	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GNT5	Other	0.0484219858759209	0.0484219858759209	0.0481694216529928	NA	NA	NA	NA	NA	0.996400637778893	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GNT6	Nonessential	0.136083500341779	0.136083500341779	0.136523510760994	NA	NA	NA	NA	NA	0.986661783581598	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GNT8	Other	0.117195893916085	0.117195893916085	0.116200750473309	NA	NA	NA	NA	NA	0.988628262581246	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GNT9	Other	-0.0867596502918428	-0.0867596502918428	-0.086845813854154	NA	NA	NA	NA	NA	0.998408674284139	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B3GNTL1	Other	0.102713685918369	0.102713685918369	0.102960064890572	NA	NA	NA	NA	NA	0.998072690540333	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B4GALNT1	Other	-0.0120174038844125	-0.0120174038844125	-0.0107248931181918	NA	NA	NA	NA	NA	0.986138770741916	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B4GALNT2	Other	0.163859626838448	0.163859626838448	0.164368661401744	NA	NA	NA	NA	NA	0.98760696356769	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B4GALNT3	Other	0.0269294061936846	0.0269294061936846	0.0273097219193132	NA	NA	NA	NA	NA	0.992667331673115	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B4GALNT4	Other	0.0938320801466896	0.0938320801466896	0.0942301318896925	NA	NA	NA	NA	NA	0.992763716325322	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B4GALT1	Other	-0.0911862399654473	-0.0911862399654473	-0.0905609760959832	NA	NA	NA	NA	NA	0.980406761104651	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B4GALT2	Other	-0.0502733053591317	-0.0502733053591317	-0.0495476364380903	NA	NA	NA	NA	NA	0.985449465130062	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B4GALT3	Other	-0.23200475334384	-0.23200475334384	-0.2332099533812	NA	NA	NA	NA	NA	0.991056730195748	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B4GALT4	Other	0.0333763419190849	0.0333763419190849	0.0334511340481247	NA	NA	NA	NA	NA	0.995315010677168	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B4GALT5	Other	-0.0691324802902512	-0.0691324802902512	-0.0690082816760407	NA	NA	NA	NA	NA	0.997328101355405	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B4GALT6	Other	-0.0681399692624617	-0.0681399692624617	-0.0693117068164011	NA	NA	NA	NA	NA	0.980786983077305	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B4GALT7	Other	-0.0956768940855359	-0.0956768940855359	-0.0957012400598592	NA	NA	NA	NA	NA	0.999101074628622	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B4GAT1	Other	-0.0140507491371935	-0.0140507491371935	-0.0140372265559902	NA	NA	NA	NA	NA	0.996995976410334	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B9D1	Other	-0.0203109625006441	-0.0203109625006441	-0.0211042629663033	NA	NA	NA	NA	NA	0.987604256881232	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
B9D2	Other	0.00553250223723234	0.00553250223723234	0.00381443933176115	NA	NA	NA	NA	NA	0.984907254702844	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAALC	Other	0.0828630544023081	0.0828630544023081	0.0844510698933065	NA	NA	NA	NA	NA	0.988793811666399	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAAT	Other	-0.041130697036294	-0.041130697036294	-0.0424548516338973	NA	NA	NA	NA	NA	0.983364228603557	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BABAM1	Other	0.175028764757862	0.175028764757862	0.172903367666263	NA	NA	NA	NA	NA	0.978043496757571	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BACE1	Other	-0.147539273739444	-0.147539273739444	-0.149701135630481	NA	NA	NA	NA	NA	0.98213175143647	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BACE2	Other	-0.121793864360237	-0.121793864360237	-0.123308104469383	NA	NA	NA	NA	NA	0.986954131221072	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BACH1	Other	0.0692758766232008	0.0692758766232008	0.0684900751014593	NA	NA	NA	NA	NA	0.987555546639832	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BACH2	Other	0.0732910667449131	0.0732910667449131	0.0742030872035144	NA	NA	NA	NA	NA	0.989620892542906	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAD	Other	0.0993379758046641	0.0993379758046641	0.100737987456272	NA	NA	NA	NA	NA	0.986955035332628	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAG1	Other	0.145752062553393	0.145752062553393	0.145568286300222	NA	NA	NA	NA	NA	0.997868139713368	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAG2	Other	0.112391850186922	0.112391850186922	0.110205867299236	NA	NA	NA	NA	NA	0.982608407259892	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAG3	Other	0.0315514426944407	0.0315514426944407	0.0311385895781424	NA	NA	NA	NA	NA	0.993133272897541	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAG4	Other	0.0854914687465643	0.0854914687465643	0.0842323226084155	NA	NA	NA	NA	NA	0.984924795319038	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAG5	Other	-0.118651964853455	-0.118651964853455	-0.119122379058938	NA	NA	NA	NA	NA	0.9919695938127	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAG6	Other	-0.132873758592677	-0.132873758592677	-0.132779496177962	NA	NA	NA	NA	NA	0.999060438058891	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAHD1	Other	-0.0511088355782706	-0.0511088355782706	-0.051559001387768	NA	NA	NA	NA	NA	0.997257245548214	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAI1	Other	-0.0383334236844893	-0.0383334236844893	-0.0386240766913937	NA	NA	NA	NA	NA	0.992726365495887	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAI3	Other	0.150375618248506	0.150375618248506	0.149537150531223	NA	NA	NA	NA	NA	0.983025822249317	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAIAP2	Other	-0.130737149716336	-0.130737149716336	-0.129469851705468	NA	NA	NA	NA	NA	0.982666556450768	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAIAP2L1	Other	0.0971106186514448	0.0971106186514448	0.0951783512312341	NA	NA	NA	NA	NA	0.983360485155547	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAIAP2L2	Other	-0.071846430053051	-0.071846430053051	-0.0710291816439343	NA	NA	NA	NA	NA	0.982266610236327	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAIAP3	Other	-0.0406829838103225	-0.0406829838103225	-0.0403821892727421	NA	NA	NA	NA	NA	0.987671832284594	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BAMBI	Other	-0.0420850094093898	-0.0420850094093898	-0.0417368309762313	NA	NA	NA	NA	NA	0.981213752711595	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BANF1	Other	-0.262143409550951	-0.262143409550951	-0.262417894233263	NA	NA	NA	NA	NA	0.993250161723921	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
BANF2	Nonessential	0.141739209100389	0.141739209100389	0.139930545923718	NA	NA	NA	NA	NA	0.980324193995592	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
