Gene	Category	CCK_biased	CCK_biased.1	CCK	Z	P(-)	FDR(-)	P(+)	FDR(+)	P(replicates)	FDR(replicates)	P(sgRNAs)	FDR(sgRNAs)
GOLGA8O	Other	-0.364790946628994	-0.364790946628994	-0.365551319846104	NA	NA	NA	NA	NA	0.984713086950776	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GOLGA8R	Other	-0.203837972661829	-0.203837972661829	-0.204101996416183	NA	NA	NA	NA	NA	0.992660949660336	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GOLGB1	Other	-0.29251369659757	-0.29251369659757	-0.291937975815103	NA	NA	NA	NA	NA	0.992279135031458	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GOLIM4	Other	-0.151487371365011	-0.151487371365011	-0.155213882965734	NA	NA	NA	NA	NA	0.985917560482451	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GOLM1	Other	0.0933169942360474	0.0933169942360474	0.0926311068581837	NA	NA	NA	NA	NA	0.991272130441651	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GOLPH3	Other	0.0646740766490574	0.0646740766490574	0.0640877794061359	NA	NA	NA	NA	NA	0.991779801290974	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GOLPH3L	Other	-0.0877145575065111	-0.0877145575065111	-0.0877794679505794	NA	NA	NA	NA	NA	0.999341723240082	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GOLT1B	Other	0.0909929632531398	0.0909929632531398	0.0892862437468351	NA	NA	NA	NA	NA	0.984389031200725	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GON4L	Other	-0.16222327449098	-0.16222327449098	-0.160532546647288	NA	NA	NA	NA	NA	0.982345369856734	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GOPC	Other	-0.0494896504155233	-0.0494896504155233	-0.0484349847539122	NA	NA	NA	NA	NA	0.983622430829755	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GORAB	Other	0.0137609181304629	0.0137609181304629	0.0130155341584183	NA	NA	NA	NA	NA	0.989239865808064	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GORASP1	Other	-0.129596213280708	-0.129596213280708	-0.128876387387202	NA	NA	NA	NA	NA	0.986533448269381	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GORASP2	Other	-0.0105744878742127	-0.0105744878742127	-0.0123747882608543	NA	NA	NA	NA	NA	0.986417638460737	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GOSR1	Other	0.147853670034726	0.147853670034726	0.148559383377447	NA	NA	NA	NA	NA	0.978300620265553	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GOSR2	Other	-0.131086275610225	-0.131086275610225	-0.131227273092664	NA	NA	NA	NA	NA	0.998885466891485	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GOT1L1	Nonessential	0.0827427939382635	0.0827427939382635	0.0827547575191736	NA	NA	NA	NA	NA	0.999294803414121	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GOT2	Other	-0.12090726536501	-0.12090726536501	-0.123831682070562	NA	NA	NA	NA	NA	0.976098319087045	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GP1BA	Other	0.00858722990967327	0.00858722990967327	0.00980703891738462	NA	NA	NA	NA	NA	0.986358510716438	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GP1BB	Other	0.101729246031998	0.101729246031998	0.101263918260867	NA	NA	NA	NA	NA	0.994709450783491	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GP2	Other	0.0780978069290711	0.0780978069290711	0.0793543568444207	NA	NA	NA	NA	NA	0.989672961186382	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GP5	Other	0.0521708116255295	0.0521708116255295	0.0522397095245727	NA	NA	NA	NA	NA	0.99920700101722	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GP6	Other	0.120431695923456	0.120431695923456	0.120078495849199	NA	NA	NA	NA	NA	0.989462517975836	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GP9	Other	0.0694274967286693	0.0694274967286693	0.0692961442811948	NA	NA	NA	NA	NA	0.993211676690189	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPA33	Other	-0.195192565033778	-0.195192565033778	-0.19506647247915	NA	NA	NA	NA	NA	0.996618637701584	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPAA1	Other	0.0210427196920818	0.0210427196920818	0.0211090303019321	NA	NA	NA	NA	NA	0.993357869857583	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPALPP1	Other	0.0847488348567219	0.0847488348567219	0.0843974681520984	NA	NA	NA	NA	NA	0.990429799055018	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPAM	Other	-0.000907508836561183	-0.000907508836561183	-0.00350169910129029	NA	NA	NA	NA	NA	0.984199047840602	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPANK1	Other	-0.126213332819454	-0.126213332819454	-0.128371305429745	NA	NA	NA	NA	NA	0.973768793895814	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPAT2	Other	-0.0874911234384113	-0.0874911234384113	-0.0866581431946204	NA	NA	NA	NA	NA	0.982892545367272	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPATCH1	Other	-0.256065920479254	-0.256065920479254	-0.256138860100638	NA	NA	NA	NA	NA	0.999548722771607	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPATCH11	Other	0.0562228042402271	0.0562228042402271	0.056492544815637	NA	NA	NA	NA	NA	0.993635551580168	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPATCH2	Other	-0.147919493920253	-0.147919493920253	-0.14627771644625	NA	NA	NA	NA	NA	0.98174001037153	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPATCH2L	Other	-0.0188407612231552	-0.0188407612231552	-0.0183431192035717	NA	NA	NA	NA	NA	0.993965905733964	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPATCH3	Other	-0.0425512959099346	-0.0425512959099346	-0.0422423779985839	NA	NA	NA	NA	NA	0.986745605045793	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPATCH4	Other	0.0392070225945612	0.0392070225945612	0.039213287384235	NA	NA	NA	NA	NA	0.999865186020068	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPATCH8	Other	-0.0944584342129378	-0.0944584342129378	-0.0944785282230713	NA	NA	NA	NA	NA	0.998658235854145	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPBAR1	Other	-0.102122741828324	-0.102122741828324	-0.101900289463998	NA	NA	NA	NA	NA	0.99767368926268	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPBP1	Other	-0.00149516089356784	-0.00149516089356784	0.000614963123087962	NA	NA	NA	NA	NA	0.986474901363287	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPBP1L1	Other	-0.0243879461015773	-0.0243879461015773	-0.0240936937391111	NA	NA	NA	NA	NA	0.998180178360155	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPC1	Other	-0.113905051910505	-0.113905051910505	-0.114709107794489	NA	NA	NA	NA	NA	0.990566920151271	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPC3	Other	0.00756238900071942	0.00756238900071942	0.00917953082518692	NA	NA	NA	NA	NA	0.988811138621461	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPC4	Other	0.0737540389000959	0.0737540389000959	0.0740615922730664	NA	NA	NA	NA	NA	0.991124562023374	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPC5	Other	-0.056406963167232	-0.056406963167232	-0.0560758265972706	NA	NA	NA	NA	NA	0.997583244548653	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPC6	Other	-0.000321960116305179	-0.000321960116305179	-0.000467354430284476	NA	NA	NA	NA	NA	0.996463094366991	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPCPD1	Other	-0.0149494453029292	-0.0149494453029292	-0.0157710658976678	NA	NA	NA	NA	NA	0.985902197405118	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPD1	Other	-0.151079620389688	-0.151079620389688	-0.149761450284818	NA	NA	NA	NA	NA	0.987333876280264	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPD1L	Other	0.0439356441447604	0.0439356441447604	0.0439761362659407	NA	NA	NA	NA	NA	0.99907162458178	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPD2	Other	-0.00905964029156011	-0.00905964029156011	-0.00921505982065701	NA	NA	NA	NA	NA	0.991634714146242	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPER1	Other	0.103837345220496	0.103837345220496	0.103277910423978	NA	NA	NA	NA	NA	0.986026728926925	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPHA2	Other	-0.145350072804252	-0.145350072804252	-0.145602464630376	NA	NA	NA	NA	NA	0.99662881242527	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPHN	Other	-0.0161841143497429	-0.0161841143497429	-0.0179019112895646	NA	NA	NA	NA	NA	0.985632779564713	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPI	Other	0.0765782575435604	0.0765782575435604	0.077345196123353	NA	NA	NA	NA	NA	0.991876953524059	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPIHBP1	Other	0.0999475435664167	0.0999475435664167	0.10185290225095	NA	NA	NA	NA	NA	0.985880503823243	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPKOW	Other	-0.303704967632217	-0.303704967632217	-0.305249210367579	NA	NA	NA	NA	NA	0.990427649006188	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPLD1	Other	0.0489455391375396	0.0489455391375396	0.0492982664612168	NA	NA	NA	NA	NA	0.993660247831437	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPM6A	Other	0.125496224802781	0.125496224802781	0.124397120115388	NA	NA	NA	NA	NA	0.982109721870201	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPM6B	Other	0.0683460388403772	0.0683460388403772	0.0683283275048558	NA	NA	NA	NA	NA	0.99975023304665	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPN1	Other	-0.135735710590351	-0.135735710590351	-0.136034483890141	NA	NA	NA	NA	NA	0.990651028183346	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPN2	Other	-0.0421050285866541	-0.0421050285866541	-0.042711548332144	NA	NA	NA	NA	NA	0.99261235498231	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPN3	Other	-0.327144864613311	-0.327144864613311	-0.328275745699775	NA	NA	NA	NA	NA	0.990520730389837	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPNMB	Other	-0.0268164895085148	-0.0268164895085148	-0.0283093766311233	NA	NA	NA	NA	NA	0.984695126453351	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR1	Other	0.171222876745462	0.171222876745462	0.171085344972621	NA	NA	NA	NA	NA	0.996860753809741	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR101	Nonessential	0.164270633257077	0.164270633257077	0.163780250230862	NA	NA	NA	NA	NA	0.986673108195854	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR107	Other	0.117759237931395	0.117759237931395	0.118340109255716	NA	NA	NA	NA	NA	0.98555523354463	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR108	Other	0.15003966350753	0.15003966350753	0.149851298156773	NA	NA	NA	NA	NA	0.996288997715435	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR110	Other	0.0245743325913801	0.0245743325913801	0.0232388122127827	NA	NA	NA	NA	NA	0.988037126124285	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR112	Other	0.150229907426076	0.150229907426076	0.149883379120847	NA	NA	NA	NA	NA	0.983722350100562	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR113	Other	-0.0422203010550538	-0.0422203010550538	-0.0424381133448654	NA	NA	NA	NA	NA	0.993882195375149	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR114	Other	0.0425509739401159	0.0425509739401159	0.0426568398060544	NA	NA	NA	NA	NA	0.996113173428471	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR115	Other	0.0898436698687812	0.0898436698687812	0.0907101512465851	NA	NA	NA	NA	NA	0.98858456002531	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR116	Other	-0.0837676154099619	-0.0837676154099619	-0.0839683196878097	NA	NA	NA	NA	NA	0.993586343266084	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR119	Nonessential	0.0891249680292765	0.0891249680292765	0.0887518859343926	NA	NA	NA	NA	NA	0.992472622309304	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR12	Other	-0.0833802704607604	-0.0833802704607604	-0.0833859467769628	NA	NA	NA	NA	NA	0.999787576411852	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR123	Other	0.193202533350146	0.193202533350146	0.191601377042276	NA	NA	NA	NA	NA	0.975981819953105	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR124	Other	0.0209283491857882	0.0209283491857882	0.0209288909305686	NA	NA	NA	NA	NA	0.999980328498797	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR125	Other	-0.0577876021855057	-0.0577876021855057	-0.0586202501499983	NA	NA	NA	NA	NA	0.980630748769042	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR126	Other	0.192232902223339	0.192232902223339	0.192178305659915	NA	NA	NA	NA	NA	0.994490936573556	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR128	Nonessential	0.0160049467944853	0.0160049467944853	0.0155309879555487	NA	NA	NA	NA	NA	0.996005164048117	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR132	Other	-0.099013979937728	-0.099013979937728	-0.0996853276291497	NA	NA	NA	NA	NA	0.991530889518883	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR133	Other	-0.132342005710322	-0.132342005710322	-0.132105730784053	NA	NA	NA	NA	NA	0.997716377144367	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR135	Other	-0.055747570299342	-0.055747570299342	-0.0575948289049931	NA	NA	NA	NA	NA	0.983187391509805	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR137	Other	-0.0354873000635282	-0.0354873000635282	-0.0348783186053395	NA	NA	NA	NA	NA	0.988140952984645	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR137B	Other	-0.138851821901236	-0.138851821901236	-0.138619686391995	NA	NA	NA	NA	NA	0.985225179767	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR137C	Other	-0.13419694653429	-0.13419694653429	-0.134982379826906	NA	NA	NA	NA	NA	0.992743024236877	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR139	Nonessential	0.0612252918193611	0.0612252918193611	0.0608281290005114	NA	NA	NA	NA	NA	0.991049067827519	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR141	Other	0.105904425329	0.105904425329	0.108707414511753	NA	NA	NA	NA	NA	0.985492328947671	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR142	Other	-0.0334369065377842	-0.0334369065377842	-0.033182477775116	NA	NA	NA	NA	NA	0.992749395034448	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR143	Other	0.0774742536846628	0.0774742536846628	0.0777409856107443	NA	NA	NA	NA	NA	0.994370256715118	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR146	Other	0.0927281602717908	0.0927281602717908	0.0930112219917605	NA	NA	NA	NA	NA	0.996104359176532	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR148	Nonessential	0.0118555044746921	0.0118555044746921	0.0113645829297262	NA	NA	NA	NA	NA	0.987937635473686	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR149	Other	-0.0365320935722151	-0.0365320935722151	-0.0360166068960408	NA	NA	NA	NA	NA	0.994409117023369	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR15	Other	-0.00540396027246056	-0.00540396027246056	-0.00467749842271424	NA	NA	NA	NA	NA	0.98632287650013	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR150	Other	0.0525584195058601	0.0525584195058601	0.0530832822686426	NA	NA	NA	NA	NA	0.993685380112934	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR151	Nonessential	0.0220969989910285	0.0220969989910285	0.0223664521584172	NA	NA	NA	NA	NA	0.996557681795298	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR152	Nonessential	-0.112589879932103	-0.112589879932103	-0.112076423754691	NA	NA	NA	NA	NA	0.99683892822911	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR153	Other	-0.0304842750191656	-0.0304842750191656	-0.0309631438206726	NA	NA	NA	NA	NA	0.983036192614431	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR155	Other	0.0069591162295744	0.0069591162295744	0.00736405866714615	NA	NA	NA	NA	NA	0.994279931332992	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR156	Other	-0.0213331802763398	-0.0213331802763398	-0.0215111003341443	NA	NA	NA	NA	NA	0.992442980816	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR157	Other	0.090629408593686	0.090629408593686	0.0902852837081408	NA	NA	NA	NA	NA	0.99283926384447	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR158	Other	0.258287070910445	0.258287070910445	0.256492246656239	NA	NA	NA	NA	NA	0.976729865087677	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR160	Other	0.165794607601919	0.165794607601919	0.165093803922481	NA	NA	NA	NA	NA	0.976947517899605	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR162	Other	0.00488339663439012	0.00488339663439012	0.00342579299951691	NA	NA	NA	NA	NA	0.984616561727037	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR17	Other	-0.248961414810135	-0.248961414810135	-0.24726790894398	NA	NA	NA	NA	NA	0.98476053225951	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR171	Other	-0.278768348554971	-0.278768348554971	-0.278883480917468	NA	NA	NA	NA	NA	0.996589435699231	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR173	Other	0.183866486022003	0.183866486022003	0.183957728223626	NA	NA	NA	NA	NA	0.998229636471914	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR174	Other	0.147026718397165	0.147026718397165	0.146987728776362	NA	NA	NA	NA	NA	0.999335566241919	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR176	Other	0.115339838008888	0.115339838008888	0.11507298749712	NA	NA	NA	NA	NA	0.992017437008297	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR179	Other	0.0421356735021426	0.0421356735021426	0.0421070218583516	NA	NA	NA	NA	NA	0.999765947079088	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR18	Other	-0.177176979895382	-0.177176979895382	-0.178284391882654	NA	NA	NA	NA	NA	0.986178950276117	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR180	Other	0.0404948205922936	0.0404948205922936	0.0405703006828239	NA	NA	NA	NA	NA	0.99716445660131	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR182	Other	-0.00363259729969027	-0.00363259729969027	-0.00335260812880137	NA	NA	NA	NA	NA	0.990464857706788	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR183	Other	0.045219948655245	0.045219948655245	0.0414244743317661	NA	NA	NA	NA	NA	0.983234442113154	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR19	Other	0.19220327879433	0.19220327879433	0.191450113290207	NA	NA	NA	NA	NA	0.983656678013034	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR20	Other	0.0132889355905097	0.0132889355905097	0.0136496483875092	NA	NA	NA	NA	NA	0.989527326241781	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR22	Other	-0.00875990304405494	-0.00875990304405494	-0.00915229706290264	NA	NA	NA	NA	NA	0.985637274805378	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR25	Other	0.108462447229337	0.108462447229337	0.108685661497557	NA	NA	NA	NA	NA	0.988432548335859	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR26	Nonessential	0.155311039622702	0.155311039622702	0.157426679959939	NA	NA	NA	NA	NA	0.982900947828611	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR27	Other	0.00753997846991084	0.00753997846991084	0.00648829395979119	NA	NA	NA	NA	NA	0.992522685694176	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR3	Other	0.0711457504116936	0.0711457504116936	0.0708742110862626	NA	NA	NA	NA	NA	0.997252341784905	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR31	Nonessential	-0.122639389389312	-0.122639389389312	-0.125015578366834	NA	NA	NA	NA	NA	0.9822086672578	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR32	Nonessential	0.0632438874184111	0.0632438874184111	0.0634284229460066	NA	NA	NA	NA	NA	0.989437669689807	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR34	Other	-0.125057029718352	-0.125057029718352	-0.123220142299113	NA	NA	NA	NA	NA	0.986525707942017	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR35	Other	-0.0321780289364755	-0.0321780289364755	-0.0320635320893911	NA	NA	NA	NA	NA	0.993642671759605	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR37L1	Other	-0.11561446351332	-0.11561446351332	-0.115616213198284	NA	NA	NA	NA	NA	0.999982972430598	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR39	Other	-0.0926228296303323	-0.0926228296303323	-0.0933313214392241	NA	NA	NA	NA	NA	0.989817289632528	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR4	Other	0.247322028999536	0.247322028999536	0.246141049244966	NA	NA	NA	NA	NA	0.972965260870707	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR45	Nonessential	-0.0226741091603963	-0.0226741091603963	-0.0236505335749701	NA	NA	NA	NA	NA	0.986967118550185	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR50	Nonessential	0.0565235721802284	0.0565235721802284	0.0578840042949045	NA	NA	NA	NA	NA	0.988491132495624	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR52	Nonessential	-0.000249746354629117	-0.000249746354629117	-0.000542498406306065	NA	NA	NA	NA	NA	0.992065697435533	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR55	Other	-0.00103636539386646	-0.00103636539386646	-0.000296243552573803	NA	NA	NA	NA	NA	0.98687579008939	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR56	Other	0.0251371818862145	0.0251371818862145	0.025097542592329	NA	NA	NA	NA	NA	0.998615562871416	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR6	Other	0.155020924727917	0.155020924727917	0.153227684465435	NA	NA	NA	NA	NA	0.981232129547218	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR61	Other	-0.0816570259428509	-0.0816570259428509	-0.0829158165093136	NA	NA	NA	NA	NA	0.985983881353786	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR62	Other	0.106231154560846	0.106231154560846	0.104824466607658	NA	NA	NA	NA	NA	0.984890562064841	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR63	Other	0.0203407807167327	0.0203407807167327	0.0215512046566594	NA	NA	NA	NA	NA	0.987654895429605	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR64	Other	0.0997728960732159	0.0997728960732159	0.099503678520061	NA	NA	NA	NA	NA	0.989563649963368	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR65	Other	-0.0161026462377025	-0.0161026462377025	-0.0158520383251075	NA	NA	NA	NA	NA	0.996613397648898	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR68	Other	0.0164700315068114	0.0164700315068114	0.0190772589605206	NA	NA	NA	NA	NA	0.986471492780851	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR75	Other	-0.168371011650663	-0.168371011650663	-0.168412596469882	NA	NA	NA	NA	NA	0.998726479693194	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR75-ASB3	Other	0.0565033449669523	0.0565033449669523	0.0562746191382374	NA	NA	NA	NA	NA	0.996729578007436	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR78	Nonessential	0.241707761435986	0.241707761435986	0.242094556493683	NA	NA	NA	NA	NA	0.99023503145762	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR82	Other	-0.0997542681987448	-0.0997542681987448	-0.0986709464747111	NA	NA	NA	NA	NA	0.986883617716884	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR83	Other	0.162062915736873	0.162062915736873	0.162969277476601	NA	NA	NA	NA	NA	0.9904431309682	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR84	Other	-0.149876622092082	-0.149876622092082	-0.15118448454239	NA	NA	NA	NA	NA	0.977594003471983	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR85	Other	0.17392474289633	0.17392474289633	0.173066477201397	NA	NA	NA	NA	NA	0.980839544842657	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR87	Other	-0.353012495337863	-0.353012495337863	-0.353205329970192	NA	NA	NA	NA	NA	0.998786767869088	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR88	Other	-0.0937992480925251	-0.0937992480925251	-0.0928383580358747	NA	NA	NA	NA	NA	0.983219426605712	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR89A	Other	-0.169618084589825	-0.169618084589825	-0.168440800656197	NA	NA	NA	NA	NA	0.983229509620116	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR89B	Other	-0.175062648116071	-0.175062648116071	-0.174439259283531	NA	NA	NA	NA	NA	0.992527202967546	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR97	Other	0.0664787288215921	0.0664787288215921	0.0665052022939202	NA	NA	NA	NA	NA	0.999643525235185	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPR98	Other	-0.141974377477129	-0.141974377477129	-0.142336600500508	NA	NA	NA	NA	NA	0.986475876272573	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPRC5A	Other	0.0113686361959618	0.0113686361959618	0.00914987585789583	NA	NA	NA	NA	NA	0.9860963357579	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPRC5B	Other	0.0571895721006801	0.0571895721006801	0.0574430363541532	NA	NA	NA	NA	NA	0.989332889668883	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPRC5C	Other	-0.067654176222907	-0.067654176222907	-0.0669229371823269	NA	NA	NA	NA	NA	0.979390957399692	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPRC5D	Other	-0.0513840537798894	-0.0513840537798894	-0.0525496097971595	NA	NA	NA	NA	NA	0.985169329349532	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
GPRC6A	Nonessential	0.0372537274883787	0.0372537274883787	0.037434053460485	NA	NA	NA	NA	NA	0.992248408025114	0.999999925471851	2.78587228447099e-07	2.78602906719846e-07
